ダウンロードした時刻：2017/07/24 15:42:35

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,4.8,8.4,-0.2
2006/1/2,4.5,8.7,0.5
2006/1/3,3.4,11.4,-1.8
2006/1/4,2.0,7.7,-2.5
2006/1/5,2.4,5.3,-1.2
2006/1/6,2.1,5.1,-1.5
2006/1/7,1.8,7.7,-3.1
2006/1/8,2.5,9.2,-2.9
2006/1/9,3.5,9.1,-2.6
2006/1/10,4.3,9.6,-0.1
2006/1/11,3.6,11.6,-1.6
2006/1/12,5.0,11.3,0.5
2006/1/13,4.8,8.6,2.3
2006/1/14,10.7,17.7,3.4
2006/1/15,11.1,15.2,8.8
2006/1/16,10.0,13.5,7.3
2006/1/17,8.5,12.2,5.0
2006/1/18,5.5,8.4,4.1
2006/1/19,4.9,9.1,2.6
2006/1/20,4.0,6.1,1.6
2006/1/21,2.7,4.8,1.2
2006/1/22,4.1,7.6,1.3
2006/1/23,2.8,6.7,-2.6
2006/1/24,2.9,10.7,-3.6
2006/1/25,3.8,10.9,-3.3
2006/1/26,4.1,11.8,-2.4
2006/1/27,3.1,10.3,-2.4
2006/1/28,4.4,10.6,-1.9
2006/1/29,3.5,10.7,-3.0
2006/1/30,13.9,18.1,3.2
2006/1/31,7.9,12.5,4.0
2006/2/1,7.3,8.3,6.3
2006/2/2,7.5,11.0,2.8
2006/2/3,8.2,12.4,1.6
2006/2/4,2.1,6.2,-1.9
2006/2/5,1.5,7.5,-3.7
2006/2/6,2.6,7.5,-4.1
2006/2/7,7.8,13.6,3.0
2006/2/8,8.9,12.0,5.6
2006/2/9,4.5,9.3,-1.3
2006/2/10,6.8,11.5,-1.4
2006/2/11,8.0,13.3,-0.6
2006/2/12,3.8,8.4,-2.2
2006/2/13,4.8,11.9,-3.9
2006/2/14,10.4,17.3,-0.5
2006/2/15,16.0,18.4,13.8
2006/2/16,8.8,13.8,6.6
2006/2/17,7.7,12.3,4.3
2006/2/18,4.8,7.5,2.0
2006/2/19,7.1,10.7,2.1
2006/2/20,7.3,8.4,5.6
2006/2/21,8.3,12.4,5.4
2006/2/22,10.1,17.2,3.7
2006/2/23,10.5,16.2,6.1
2006/2/24,7.0,9.3,5.1
2006/2/25,8.3,13.1,4.1
2006/2/26,12.8,18.7,7.7
2006/2/27,10.8,16.4,7.1
2006/2/28,6.1,7.5,5.0
2006/3/1,7.4,12.8,4.7
2006/3/2,8.3,10.8,5.2
2006/3/3,6.8,12.5,3.6
2006/3/4,5.7,11.2,1.2
2006/3/5,8.7,14.3,0.0
2006/3/6,13.9,17.6,12.0
2006/3/7,9.8,12.7,5.0
2006/3/8,12.6,19.3,3.1
2006/3/9,9.6,12.0,8.5
2006/3/10,8.3,9.8,6.7
2006/3/11,12.1,17.0,3.7
2006/3/12,15.5,17.2,13.1
2006/3/13,6.5,13.1,2.5
2006/3/14,5.7,11.2,0.1
2006/3/15,7.4,13.5,-1.9
2006/3/16,14.7,17.8,10.7
2006/3/17,13.9,18.8,8.4
2006/3/18,11.5,17.3,2.6
2006/3/19,9.9,17.6,3.0
2006/3/20,7.5,12.7,2.4
2006/3/21,9.6,16.7,0.2
2006/3/22,9.8,14.4,1.9
2006/3/23,10.6,13.3,8.2
2006/3/24,10.8,15.4,6.9
2006/3/25,9.5,15.3,3.7
2006/3/26,13.3,16.9,7.0
2006/3/27,12.9,16.5,8.7
2006/3/28,12.9,18.9,9.1
2006/3/29,10.2,14.1,5.3
2006/3/30,8.9,13.7,4.7
2006/3/31,6.1,12.8,-0.7
2006/4/1,8.3,15.3,0.1
2006/4/2,13.3,16.5,8.6
2006/4/3,14.7,21.2,7.8
2006/4/4,13.1,19.3,4.1
2006/4/5,11.2,13.5,6.2
2006/4/6,11.2,16.5,6.7
2006/4/7,11.2,16.8,6.4
2006/4/8,12.7,19.5,4.6
2006/4/9,12.8,18.5,5.9
2006/4/10,12.2,15.0,9.7
2006/4/11,14.0,16.2,10.7
2006/4/12,16.2,17.4,14.4
2006/4/13,15.9,19.4,12.2
2006/4/14,13.7,17.3,10.2
2006/4/15,10.9,16.2,7.4
2006/4/16,9.6,13.3,7.1
2006/4/17,13.3,18.0,9.8
2006/4/18,15.3,21.1,7.5
2006/4/19,17.8,20.8,15.5
2006/4/20,16.6,20.5,14.0
2006/4/21,13.4,17.4,6.9
2006/4/22,11.6,17.1,3.6
2006/4/23,13.9,15.4,9.9
2006/4/24,17.0,22.8,12.6
2006/4/25,12.6,16.0,7.4
2006/4/26,11.9,17.1,4.6
2006/4/27,13.1,15.2,11.6
2006/4/28,14.6,21.0,9.3
2006/4/29,14.3,19.9,10.0
2006/4/30,17.1,21.6,9.9
2006/5/1,20.4,22.7,18.8
