ダウンロードした時刻：2017/07/24 15:43:14

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,5.7,11.1,3.7
1987/1/2,6.4,13.0,2.5
1987/1/3,9.8,12.0,7.6
1987/1/4,5.7,8.2,3.9
1987/1/5,3.7,5.6,2.6
1987/1/6,6.8,9.9,3.3
1987/1/7,8.0,11.1,4.3
1987/1/8,7.3,10.8,2.3
1987/1/9,7.2,11.9,2.4
1987/1/10,3.0,5.9,1.5
1987/1/11,1.1,3.3,-0.9
1987/1/12,4.2,8.1,-1.2
1987/1/13,0.9,4.0,-1.6
1987/1/14,1.5,4.7,-1.9
1987/1/15,4.5,10.3,2.0
1987/1/16,7.7,11.5,0.8
1987/1/17,8.4,12.9,5.1
1987/1/18,4.1,8.0,0.6
1987/1/19,2.2,4.7,0.7
1987/1/20,1.6,4.4,-0.4
1987/1/21,2.6,7.2,-0.7
1987/1/22,4.5,11.3,-0.6
1987/1/23,9.5,13.5,2.7
1987/1/24,4.4,9.3,0.9
1987/1/25,0.4,2.9,-1.0
1987/1/26,1.5,5.0,-1.6
1987/1/27,3.1,7.5,-0.2
1987/1/28,3.1,9.8,-0.5
1987/1/29,6.2,12.7,-1.2
1987/1/30,5.5,11.6,3.4
1987/1/31,2.0,4.6,0.3
1987/2/1,0.7,3.8,-1.5
1987/2/2,2.5,5.6,-1.9
1987/2/3,2.8,5.4,0.5
1987/2/4,3.1,5.3,0.7
1987/2/5,5.0,9.6,2.2
1987/2/6,5.9,12.2,3.3
1987/2/7,8.2,14.7,2.3
1987/2/8,6.1,13.4,0.8
1987/2/9,7.8,18.2,0.1
1987/2/10,12.1,20.6,3.3
1987/2/11,16.9,19.0,14.1
1987/2/12,7.9,18.4,5.6
1987/2/13,8.0,13.1,2.8
1987/2/14,7.8,11.3,4.4
1987/2/15,4.1,6.3,2.7
1987/2/16,4.5,8.4,1.4
1987/2/17,2.9,5.5,0.4
1987/2/18,6.0,10.8,3.0
1987/2/19,2.9,5.9,1.2
1987/2/20,3.1,8.8,-1.0
1987/2/21,3.9,9.3,-1.8
1987/2/22,5.2,10.5,-0.1
1987/2/23,6.8,12.9,1.1
1987/2/24,8.2,15.3,1.7
1987/2/25,0.0,6.5,-1.8
1987/2/26,-0.5,2.4,-2.1
1987/2/27,-0.4,3.5,-3.6
1987/2/28,1.0,5.1,-4.6
1987/3/1,0.5,2.4,-0.5
1987/3/2,2.0,4.3,-0.8
1987/3/3,3.3,9.4,-0.3
1987/3/4,6.4,11.6,-0.4
1987/3/5,11.3,17.8,3.9
1987/3/6,7.1,12.0,3.8
1987/3/7,2.9,4.4,0.5
1987/3/8,4.5,7.9,2.4
1987/3/9,5.0,6.9,2.4
1987/3/10,4.9,9.4,2.7
1987/3/11,5.9,9.8,2.6
1987/3/12,6.1,11.6,0.7
1987/3/13,11.4,14.2,4.8
1987/3/14,9.1,12.5,4.5
1987/3/15,6.8,11.9,2.1
1987/3/16,5.2,8.6,2.5
1987/3/17,6.2,10.2,3.1
1987/3/18,9.1,12.0,4.6
1987/3/19,10.4,17.2,2.0
1987/3/20,8.4,11.5,2.6
1987/3/21,8.6,19.4,0.8
1987/3/22,11.0,16.3,5.3
1987/3/23,13.4,16.8,10.9
1987/3/24,12.7,17.1,8.9
1987/3/25,3.8,10.6,0.4
1987/3/26,3.5,8.5,0.0
1987/3/27,5.6,11.7,-1.3
1987/3/28,6.9,12.8,0.6
1987/3/29,9.2,14.2,5.0
1987/3/30,11.5,17.8,4.3
1987/3/31,5.2,10.1,1.3
1987/4/1,4.7,9.7,-1.6
1987/4/2,6.7,10.2,4.2
1987/4/3,9.2,16.0,3.4
1987/4/4,10.3,16.3,4.2
1987/4/5,12.4,21.3,4.2
1987/4/6,15.7,24.3,8.9
1987/4/7,14.9,18.0,12.2
1987/4/8,12.6,17.0,9.2
1987/4/9,16.1,21.1,7.6
1987/4/10,15.0,18.4,10.8
1987/4/11,8.5,12.6,4.1
1987/4/12,5.9,10.1,2.3
1987/4/13,4.7,9.4,1.0
1987/4/14,6.1,11.8,0.5
1987/4/15,8.1,14.8,1.4
1987/4/16,11.6,20.2,1.6
1987/4/17,15.2,22.0,9.7
1987/4/18,15.2,23.3,8.3
1987/4/19,16.2,22.9,9.4
1987/4/20,17.5,26.2,10.6
1987/4/21,18.8,21.7,12.2
1987/4/22,16.0,20.5,13.0
1987/4/23,14.5,20.9,9.0
1987/4/24,13.6,19.2,6.4
1987/4/25,10.9,16.8,3.4
1987/4/26,10.0,13.0,8.2
1987/4/27,9.4,15.4,4.0
1987/4/28,13.0,20.4,5.9
1987/4/29,15.3,22.7,8.3
1987/4/30,19.7,27.5,9.9
1987/5/1,18.5,21.8,16.1
