ダウンロードした時刻：2017/07/24 15:39:05

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,5.1,8.4,1.6
2002/1/2,-0.1,2.8,-2.2
2002/1/3,-0.2,1.0,-2.2
2002/1/4,2.6,4.5,0.4
2002/1/5,1.8,5.9,0.4
2002/1/6,0.6,2.9,-0.9
2002/1/7,4.0,9.5,-2.0
2002/1/8,1.9,4.8,0.3
2002/1/9,1.6,2.9,0.6
2002/1/10,4.9,8.6,1.5
2002/1/11,5.1,7.1,2.4
2002/1/12,5.2,8.4,2.0
2002/1/13,6.1,10.8,2.5
2002/1/14,5.2,11.0,2.3
2002/1/15,10.4,13.5,2.5
2002/1/16,8.6,11.3,5.9
2002/1/17,3.6,6.1,2.0
2002/1/18,2.5,5.9,0.8
2002/1/19,3.1,7.4,0.2
2002/1/20,4.5,9.5,-1.9
2002/1/21,6.2,7.6,5.2
2002/1/22,3.1,6.8,0.7
2002/1/23,1.1,2.6,0.3
2002/1/24,1.2,4.0,0.3
2002/1/25,1.6,4.5,-1.1
2002/1/26,1.5,4.8,-2.2
2002/1/27,3.4,5.4,1.9
2002/1/28,3.5,7.2,0.9
2002/1/29,0.6,2.1,0.0
2002/1/30,0.9,3.5,-0.3
2002/1/31,1.0,3.6,-0.2
2002/2/1,3.0,8.0,-1.5
2002/2/2,5.0,9.2,2.6
2002/2/3,5.3,7.9,2.5
2002/2/4,5.9,9.6,2.8
2002/2/5,5.2,8.5,1.0
2002/2/6,6.9,13.6,2.4
2002/2/7,5.7,13.2,2.1
2002/2/8,7.2,13.1,1.6
2002/2/9,1.6,8.6,-0.8
2002/2/10,0.7,4.0,-0.8
2002/2/11,0.7,4.3,-1.1
2002/2/12,0.7,2.6,-0.8
2002/2/13,1.2,4.4,-1.7
2002/2/14,0.1,4.1,-3.2
2002/2/15,1.4,5.2,-0.9
2002/2/16,3.7,9.6,-1.2
2002/2/17,7.9,12.5,3.9
2002/2/18,2.4,7.9,-0.3
2002/2/19,0.6,1.7,-0.6
2002/2/20,4.9,10.2,0.7
2002/2/21,7.5,14.9,1.4
2002/2/22,8.1,10.5,6.2
2002/2/23,6.6,11.3,3.5
2002/2/24,4.8,9.4,1.5
2002/2/25,5.1,9.2,1.0
2002/2/26,7.4,11.4,3.5
2002/2/27,8.3,14.2,3.4
2002/2/28,7.9,9.8,6.4
2002/3/1,8.6,13.3,6.0
2002/3/2,5.3,13.9,2.0
2002/3/3,3.5,7.4,0.1
2002/3/4,5.1,13.5,-1.6
2002/3/5,6.4,11.0,2.4
2002/3/6,7.7,11.5,4.8
2002/3/7,3.6,6.8,1.4
2002/3/8,3.2,8.0,0.8
2002/3/9,7.6,17.5,0.6
2002/3/10,8.5,15.3,2.5
2002/3/11,8.0,14.9,3.2
2002/3/12,8.5,16.1,3.9
2002/3/13,6.9,12.5,2.8
2002/3/14,13.7,20.6,2.8
2002/3/15,13.5,17.5,9.4
2002/3/16,9.6,14.9,6.3
2002/3/17,13.0,21.0,5.5
2002/3/18,9.8,17.5,5.3
2002/3/19,11.1,17.6,5.5
2002/3/20,10.7,17.1,5.7
2002/3/21,14.7,21.1,10.6
2002/3/22,9.0,12.5,6.4
2002/3/23,5.6,10.3,1.8
2002/3/24,4.9,11.1,1.9
2002/3/25,5.7,11.4,0.8
2002/3/26,11.0,21.4,1.3
2002/3/27,9.1,12.6,3.7
2002/3/28,6.5,11.8,1.2
2002/3/29,13.0,22.4,4.8
2002/3/30,11.3,16.2,8.3
2002/3/31,11.3,15.2,6.9
2002/4/1,15.0,23.1,7.6
2002/4/2,16.0,23.1,10.2
2002/4/3,14.7,25.1,8.1
2002/4/4,11.0,17.0,7.3
2002/4/5,8.7,13.9,3.9
2002/4/6,10.5,16.3,4.2
2002/4/7,17.7,24.3,11.5
2002/4/8,15.9,22.3,10.5
2002/4/9,10.8,15.1,8.5
2002/4/10,11.1,17.2,6.8
2002/4/11,11.6,15.4,7.6
2002/4/12,9.7,12.5,7.0
2002/4/13,11.5,18.8,4.4
2002/4/14,15.9,25.3,6.4
2002/4/15,22.7,29.1,18.2
2002/4/16,21.4,24.3,18.9
2002/4/17,15.6,22.5,8.6
2002/4/18,11.9,17.0,8.1
2002/4/19,11.6,18.0,5.6
2002/4/20,15.0,21.7,8.3
2002/4/21,16.4,19.3,13.2
2002/4/22,16.8,21.6,12.2
2002/4/23,18.8,23.9,12.9
2002/4/24,20.3,24.1,13.3
2002/4/25,12.1,15.2,10.3
2002/4/26,11.3,14.7,8.3
2002/4/27,11.5,15.3,6.6
2002/4/28,12.7,17.6,8.0
2002/4/29,14.7,20.8,8.1
2002/4/30,17.7,19.3,16.0
2002/5/1,14.0,17.2,11.7
