ダウンロードした時刻：2017/07/24 15:36:40

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,-6.8,-1.4,-10.2
1996/1/2,-3.2,0.6,-10.3
1996/1/3,2.6,7.4,-2.0
1996/1/4,-5.8,-1.4,-7.0
1996/1/5,-2.8,-0.9,-5.5
1996/1/6,-1.9,-0.1,-3.3
1996/1/7,-1.6,0.4,-5.2
1996/1/8,-0.7,4.3,-5.0
1996/1/9,-7.6,-3.9,-8.9
1996/1/10,-1.7,2.0,-7.4
1996/1/11,1.1,3.8,-0.9
1996/1/12,0.1,4.3,-3.8
1996/1/13,-0.5,2.9,-3.4
1996/1/14,1.7,7.2,-4.3
1996/1/15,3.0,5.7,1.4
1996/1/16,-1.4,2.0,-6.0
1996/1/17,-5.0,-3.3,-6.7
1996/1/18,-5.8,-3.5,-7.7
1996/1/19,-5.3,-1.4,-7.6
1996/1/20,-0.3,4.2,-6.6
1996/1/21,-2.2,0.3,-4.1
1996/1/22,-2.9,0.4,-7.5
1996/1/23,-4.8,0.0,-8.4
1996/1/24,-9.3,-4.0,-13.1
1996/1/25,-6.3,-3.6,-9.5
1996/1/26,-5.0,-1.3,-9.3
1996/1/27,-1.1,1.0,-4.8
1996/1/28,-2.9,0.7,-7.3
1996/1/29,-2.7,1.3,-6.9
1996/1/30,-8.5,-4.3,-11.6
1996/1/31,-10.6,-8.4,-12.0
1996/2/1,-10.6,-9.0,-13.1
1996/2/2,-8.8,-4.7,-15.5
1996/2/3,-7.1,-2.6,-11.5
1996/2/4,-3.4,0.3,-8.9
1996/2/5,0.1,3.1,-2.4
1996/2/6,0.6,2.0,-0.7
1996/2/7,-1.1,2.2,-3.8
1996/2/8,-1.5,1.5,-4.4
1996/2/9,-3.1,0.3,-7.4
1996/2/10,-5.5,-1.9,-8.6
1996/2/11,-1.1,3.0,-8.3
1996/2/12,4.6,6.0,2.6
1996/2/13,4.9,7.4,2.1
1996/2/14,4.6,9.7,0.9
1996/2/15,-3.8,0.9,-8.1
1996/2/16,-8.5,-5.3,-11.9
1996/2/17,-7.0,-3.2,-10.4
1996/2/18,-6.9,-2.2,-11.4
1996/2/19,-6.6,-1.8,-11.1
1996/2/20,-6.9,-2.8,-11.7
1996/2/21,-7.0,-3.7,-9.5
1996/2/22,-4.6,-0.9,-8.5
1996/2/23,-3.9,-0.3,-8.6
1996/2/24,-3.4,1.5,-10.0
1996/2/25,0.7,3.9,-2.8
1996/2/26,1.5,5.7,-1.7
1996/2/27,2.2,6.3,-1.8
1996/2/28,1.2,4.3,-0.7
1996/2/29,3.1,6.2,0.2
1996/3/1,1.9,3.5,0.8
1996/3/2,-0.5,2.4,-3.7
1996/3/3,-2.6,0.7,-5.6
1996/3/4,-1.8,2.5,-5.0
1996/3/5,-2.7,0.7,-6.4
1996/3/6,-1.9,3.1,-8.0
1996/3/7,-0.9,2.7,-5.3
1996/3/8,-1.8,0.9,-4.0
1996/3/9,-1.2,2.1,-3.8
1996/3/10,-1.7,1.7,-4.9
1996/3/11,-1.0,3.5,-5.0
1996/3/12,-0.7,2.0,-2.9
1996/3/13,1.4,4.6,-3.1
1996/3/14,2.9,5.0,0.6
1996/3/15,4.6,8.3,-0.2
1996/3/16,3.2,6.6,0.5
1996/3/17,2.4,3.6,1.2
1996/3/18,0.6,3.8,-1.9
1996/3/19,-1.2,2.3,-3.6
1996/3/20,0.3,4.1,-4.7
1996/3/21,2.2,6.4,-3.2
1996/3/22,1.6,3.7,0.5
1996/3/23,0.0,2.9,-2.0
1996/3/24,1.1,5.0,-2.7
1996/3/25,2.3,4.6,0.1
1996/3/26,1.7,4.9,-0.5
1996/3/27,1.1,4.7,-3.4
1996/3/28,2.2,7.1,-4.2
1996/3/29,4.3,10.1,-1.6
1996/3/30,4.7,9.6,-0.4
1996/3/31,5.5,10.0,2.1
1996/4/1,2.2,5.1,-0.7
1996/4/2,0.3,3.5,-2.5
1996/4/3,1.1,4.5,-2.7
1996/4/4,4.1,7.9,0.9
1996/4/5,4.5,8.2,1.4
1996/4/6,5.3,8.7,1.2
1996/4/7,5.6,11.2,0.8
1996/4/8,3.2,7.8,-1.0
1996/4/9,3.2,7.5,-1.9
1996/4/10,2.5,6.0,0.2
1996/4/11,2.5,6.6,-0.7
1996/4/12,0.8,5.5,-2.6
1996/4/13,2.8,8.4,-3.4
1996/4/14,6.0,11.6,-0.8
1996/4/15,8.3,13.3,2.5
1996/4/16,5.4,8.6,2.2
1996/4/17,6.0,9.4,3.6
1996/4/18,1.9,4.3,1.1
1996/4/19,2.6,4.1,1.1
1996/4/20,2.4,4.7,0.9
1996/4/21,3.8,8.3,1.4
1996/4/22,5.8,10.5,1.4
1996/4/23,8.7,14.0,2.3
1996/4/24,11.2,17.8,4.9
1996/4/25,13.0,19.3,7.4
1996/4/26,12.6,17.0,7.7
1996/4/27,11.8,17.0,7.9
1996/4/28,9.7,14.6,6.3
1996/4/29,10.6,16.0,5.3
1996/4/30,11.1,15.9,5.8
1996/5/1,9.3,13.3,4.9
