ダウンロードした時刻：2017/07/24 15:37:34

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,4.2,9.0,-2.8
1988/1/2,4.6,8.6,2.5
1988/1/3,2.1,4.4,0.2
1988/1/4,3.5,8.9,0.4
1988/1/5,1.1,2.6,0.4
1988/1/6,1.2,2.5,0.3
1988/1/7,2.7,5.9,-0.6
1988/1/8,4.8,8.1,2.3
1988/1/9,2.0,5.3,-2.1
1988/1/10,-1.6,-0.1,-2.7
1988/1/11,0.2,2.1,-2.1
1988/1/12,3.1,6.2,-0.4
1988/1/13,4.4,8.6,-0.4
1988/1/14,6.2,10.1,2.2
1988/1/15,6.9,11.0,3.2
1988/1/16,2.5,5.1,0.6
1988/1/17,2.5,4.6,0.3
1988/1/18,0.0,3.0,-3.0
1988/1/19,1.6,3.7,-1.0
1988/1/20,3.2,8.9,-3.0
1988/1/21,7.4,10.4,1.8
1988/1/22,9.9,14.8,6.6
1988/1/23,3.4,10.2,0.3
1988/1/24,-0.7,0.5,-1.6
1988/1/25,0.3,2.1,-1.0
1988/1/26,-0.3,0.7,-1.3
1988/1/27,-0.9,1.0,-2.4
1988/1/28,0.3,3.2,-2.7
1988/1/29,2.2,5.7,-2.2
1988/1/30,-0.1,0.8,-1.1
1988/1/31,0.3,2.4,-1.6
1988/2/1,-1.3,0.5,-4.3
1988/2/2,0.8,6.5,-3.2
1988/2/3,-4.2,-2.0,-6.2
1988/2/4,-1.3,1.7,-5.6
1988/2/5,3.4,9.2,-1.4
1988/2/6,1.9,5.4,-0.8
1988/2/7,-2.4,-0.8,-4.4
1988/2/8,-0.6,1.5,-3.0
1988/2/9,0.8,3.3,-1.9
1988/2/10,-0.9,1.5,-2.6
1988/2/11,-0.7,0.7,-2.6
1988/2/12,-0.4,3.7,-6.0
1988/2/13,0.4,2.9,-1.8
1988/2/14,-2.2,-0.6,-3.4
1988/2/15,-1.9,-0.4,-3.4
1988/2/16,-2.9,-1.0,-4.5
1988/2/17,-2.0,0.5,-3.7
1988/2/18,-1.3,1.0,-3.3
1988/2/19,-0.5,3.2,-3.3
1988/2/20,1.3,3.5,-1.4
1988/2/21,-2.4,-0.3,-4.9
1988/2/22,-2.0,1.6,-5.5
1988/2/23,1.4,5.0,-2.4
1988/2/24,0.9,2.2,0.1
1988/2/25,1.3,3.3,-0.1
1988/2/26,1.5,3.6,0.4
1988/2/27,1.1,2.8,-0.9
1988/2/28,0.4,3.5,-1.8
1988/2/29,1.8,4.2,-0.8
1988/3/1,2.6,4.9,0.1
1988/3/2,2.8,4.2,0.9
1988/3/3,1.7,5.0,-0.5
1988/3/4,0.9,3.5,-2.5
1988/3/5,0.7,3.8,-1.4
1988/3/6,1.3,6.1,-2.2
1988/3/7,1.7,3.8,-1.2
1988/3/8,-0.4,1.6,-3.5
1988/3/9,-0.4,1.9,-2.2
1988/3/10,1.7,6.2,-4.9
1988/3/11,5.2,11.9,-1.2
1988/3/12,6.3,9.5,3.8
1988/3/13,7.5,12.2,2.0
1988/3/14,8.2,15.5,1.1
1988/3/15,1.3,9.3,-4.9
1988/3/16,1.5,3.8,-3.8
1988/3/17,4.0,6.7,1.3
1988/3/18,4.8,6.3,2.7
1988/3/19,4.1,8.0,0.5
1988/3/20,3.6,7.1,0.5
1988/3/21,5.0,10.4,-0.8
1988/3/22,6.5,8.4,4.4
1988/3/23,5.7,8.2,2.1
1988/3/24,2.9,4.8,1.5
1988/3/25,3.8,7.4,-1.2
1988/3/26,4.4,9.7,-1.2
1988/3/27,4.6,8.0,1.8
1988/3/28,5.1,8.8,-0.7
1988/3/29,6.4,11.5,2.2
1988/3/30,5.9,11.5,1.6
1988/3/31,4.9,9.3,1.6
1988/4/1,5.3,10.7,-0.8
1988/4/2,6.3,12.1,1.4
1988/4/3,7.2,14.0,1.2
1988/4/4,5.2,10.1,0.8
1988/4/5,8.9,16.0,2.3
1988/4/6,6.7,10.3,3.9
1988/4/7,6.0,8.5,4.2
1988/4/8,4.2,6.9,1.3
1988/4/9,4.6,10.1,-1.7
1988/4/10,6.1,11.5,0.3
1988/4/11,9.5,15.6,2.8
1988/4/12,12.8,19.9,4.9
1988/4/13,12.0,16.5,9.9
1988/4/14,11.0,19.8,5.6
1988/4/15,5.7,9.3,3.0
1988/4/16,7.1,10.6,2.6
1988/4/17,10.3,18.6,0.6
1988/4/18,14.0,20.6,8.5
1988/4/19,10.9,14.5,7.8
1988/4/20,11.1,14.0,8.3
1988/4/21,10.7,14.5,6.9
1988/4/22,8.8,11.1,7.6
1988/4/23,9.4,12.5,6.0
1988/4/24,7.7,9.8,5.4
1988/4/25,8.5,13.1,5.1
1988/4/26,13.5,18.6,7.9
1988/4/27,14.3,20.2,7.8
1988/4/28,15.7,22.6,7.7
1988/4/29,15.1,18.0,9.6
1988/4/30,13.1,15.9,11.3
1988/5/1,19.0,27.2,11.5
