ダウンロードした時刻：2017/07/24 15:38:19

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,8.7,14.9,1.7
1997/1/2,9.1,14.7,2.3
1997/1/3,2.9,9.1,-1.6
1997/1/4,3.7,6.9,1.4
1997/1/5,4.6,8.6,-0.2
1997/1/6,7.3,11.4,3.1
1997/1/7,5.6,13.1,0.3
1997/1/8,4.3,8.8,0.7
1997/1/9,3.5,8.5,-0.5
1997/1/10,4.5,9.5,0.5
1997/1/11,3.7,8.9,-1.0
1997/1/12,2.6,7.8,-1.7
1997/1/13,2.8,8.8,-2.6
1997/1/14,5.4,11.9,-2.4
1997/1/15,4.3,7.9,2.0
1997/1/16,3.7,9.6,-1.3
1997/1/17,3.9,10.0,-2.6
1997/1/18,6.5,13.5,0.6
1997/1/19,4.3,7.5,2.3
1997/1/20,5.7,12.7,-0.7
1997/1/21,2.1,8.1,-2.0
1997/1/22,-0.9,3.1,-3.5
1997/1/23,4.2,9.0,0.6
1997/1/24,4.5,10.6,-0.3
1997/1/25,2.1,5.6,0.2
1997/1/26,3.2,8.1,0.5
1997/1/27,4.8,11.6,-1.5
1997/1/28,4.8,9.4,-0.5
1997/1/29,4.2,7.7,0.2
1997/1/30,2.2,5.7,-1.2
1997/1/31,3.8,7.5,-0.1
1997/2/1,3.9,9.2,-0.9
1997/2/2,4.1,8.7,-2.0
1997/2/3,4.6,7.6,3.0
1997/2/4,4.0,7.9,1.1
1997/2/5,3.9,8.0,-0.4
1997/2/6,3.5,7.7,-0.5
1997/2/7,4.2,8.9,0.6
1997/2/8,3.6,7.2,0.2
1997/2/9,6.3,12.3,0.7
1997/2/10,7.5,12.1,4.7
1997/2/11,5.7,7.7,3.2
1997/2/12,5.0,9.0,1.6
1997/2/13,3.1,7.9,0.2
1997/2/14,3.1,9.0,-2.9
1997/2/15,4.1,9.1,-1.5
1997/2/16,7.9,10.5,4.4
1997/2/17,5.6,9.6,2.4
1997/2/18,3.3,7.9,0.3
1997/2/19,2.2,6.8,-1.6
1997/2/20,5.1,12.1,-3.6
1997/2/21,2.5,12.0,-2.5
1997/2/22,0.1,3.8,-2.6
1997/2/23,3.8,9.4,-1.7
1997/2/24,5.4,10.2,-1.1
1997/2/25,8.2,13.5,-0.6
1997/2/26,9.5,14.0,5.7
1997/2/27,6.0,11.1,1.4
1997/2/28,7.6,13.0,-1.1
1997/3/1,11.2,17.1,3.7
1997/3/2,5.4,8.1,1.4
1997/3/3,3.9,6.8,-0.7
1997/3/4,5.6,12.0,-1.3
1997/3/5,7.4,14.9,-0.4
1997/3/6,9.2,13.6,0.7
1997/3/7,14.0,18.8,8.1
1997/3/8,9.0,13.5,4.9
1997/3/9,6.3,11.1,2.9
1997/3/10,8.1,10.9,2.6
1997/3/11,10.2,16.8,4.6
1997/3/12,6.6,11.8,2.4
1997/3/13,7.6,11.2,2.0
1997/3/14,9.8,15.8,4.3
1997/3/15,5.9,7.5,4.4
1997/3/16,4.4,5.9,3.1
1997/3/17,5.0,10.3,1.1
1997/3/18,5.2,9.2,-1.8
1997/3/19,6.3,10.0,2.0
1997/3/20,5.9,12.4,-0.7
1997/3/21,8.1,12.8,-0.6
1997/3/22,7.6,10.1,5.1
1997/3/23,5.2,6.8,3.7
1997/3/24,4.8,8.7,2.2
1997/3/25,9.0,15.6,1.8
1997/3/26,10.5,11.6,7.9
1997/3/27,8.9,11.7,6.4
1997/3/28,10.6,14.5,4.4
1997/3/29,11.4,15.4,5.1
1997/3/30,13.3,20.4,7.5
1997/3/31,8.8,12.3,5.3
1997/4/1,10.5,14.7,6.4
1997/4/2,9.7,11.7,6.8
1997/4/3,9.2,10.6,8.3
1997/4/4,11.8,14.8,9.5
1997/4/5,10.6,11.7,9.8
1997/4/6,10.3,11.1,9.6
1997/4/7,10.0,11.5,8.8
1997/4/8,14.6,20.2,8.8
1997/4/9,14.3,18.0,9.5
1997/4/10,13.5,17.7,9.4
1997/4/11,11.3,17.8,6.4
1997/4/12,9.9,16.2,2.5
1997/4/13,13.5,19.0,4.3
1997/4/14,11.1,14.7,8.0
1997/4/15,8.7,11.3,5.6
1997/4/16,7.8,11.2,3.1
1997/4/17,10.8,15.1,5.3
1997/4/18,12.8,17.6,7.5
1997/4/19,11.6,15.9,8.2
1997/4/20,11.6,15.4,4.4
1997/4/21,15.1,17.5,12.0
1997/4/22,15.1,17.2,13.0
1997/4/23,11.0,14.2,7.3
1997/4/24,11.6,16.6,6.7
1997/4/25,14.4,20.7,8.6
1997/4/26,15.1,21.3,6.9
1997/4/27,14.3,20.1,7.0
1997/4/28,14.4,18.0,10.0
1997/4/29,17.0,20.3,13.6
1997/4/30,17.8,25.0,12.8
1997/5/1,15.3,17.6,12.1
