ダウンロードした時刻：2017/07/24 15:46:25

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,4.0,10.9,-1.6
1985/1/2,6.8,11.6,1.9
1985/1/3,7.4,11.0,3.8
1985/1/4,3.9,6.4,1.5
1985/1/5,2.7,7.6,-1.9
1985/1/6,2.2,7.0,-1.7
1985/1/7,1.4,6.0,-1.6
1985/1/8,1.6,7.5,-2.3
1985/1/9,2.2,7.7,-3.7
1985/1/10,3.2,7.2,-1.7
1985/1/11,4.1,7.7,-1.8
1985/1/12,4.7,8.5,0.7
1985/1/13,1.1,3.2,-1.1
1985/1/14,-1.5,1.8,-3.9
1985/1/15,4.6,7.3,-4.2
1985/1/16,2.7,6.9,-2.8
1985/1/17,1.9,7.0,-3.4
1985/1/18,5.0,7.1,1.4
1985/1/19,7.6,11.6,1.6
1985/1/20,5.0,8.2,0.1
1985/1/21,4.1,11.0,-1.7
1985/1/22,6.5,11.9,1.0
1985/1/23,7.7,12.9,2.5
1985/1/24,4.9,7.8,1.4
1985/1/25,2.3,7.8,-2.1
1985/1/26,2.4,9.0,-3.0
1985/1/27,5.8,11.6,-0.5
1985/1/28,2.2,5.6,-0.9
1985/1/29,-1.0,5.5,-4.5
1985/1/30,-2.0,1.7,-6.0
1985/1/31,2.7,6.0,-1.9
1985/2/1,8.0,11.0,5.1
1985/2/2,7.5,11.6,4.1
1985/2/3,9.0,12.3,5.4
1985/2/4,7.0,11.1,0.5
1985/2/5,9.5,12.3,6.8
1985/2/6,10.4,14.5,6.1
1985/2/7,10.3,14.6,5.4
1985/2/8,11.2,12.1,10.4
1985/2/9,8.9,11.5,6.7
1985/2/10,5.8,7.6,3.4
1985/2/11,6.2,10.5,3.9
1985/2/12,8.3,11.9,4.2
1985/2/13,5.5,8.0,2.9
1985/2/14,3.4,8.5,-0.7
1985/2/15,6.4,11.8,-0.1
1985/2/16,8.6,14.3,4.2
1985/2/17,5.6,8.7,2.7
1985/2/18,6.6,8.1,5.6
1985/2/19,7.9,9.3,7.2
1985/2/20,4.9,7.8,1.2
1985/2/21,0.0,2.9,-1.5
1985/2/22,0.8,3.2,-1.1
1985/2/23,1.3,4.1,0.0
1985/2/24,0.9,6.0,-2.4
1985/2/25,3.4,7.6,-1.6
1985/2/26,6.6,8.5,1.9
1985/2/27,8.4,9.5,7.1
1985/2/28,8.2,8.8,7.6
1985/3/1,8.9,12.4,7.3
1985/3/2,8.9,9.8,7.1
1985/3/3,8.8,11.9,6.9
1985/3/4,8.7,12.6,5.0
1985/3/5,7.6,11.2,3.4
1985/3/6,6.4,11.4,1.9
1985/3/7,8.3,10.3,3.6
1985/3/8,12.1,16.5,8.4
1985/3/9,7.5,12.0,2.9
1985/3/10,7.0,9.4,1.9
1985/3/11,6.0,8.9,4.3
1985/3/12,5.8,10.9,2.2
1985/3/13,7.3,9.9,2.2
1985/3/14,7.9,10.7,5.2
1985/3/15,8.0,8.8,7.0
1985/3/16,8.8,11.7,7.6
1985/3/17,8.8,11.1,6.1
1985/3/18,10.3,14.0,5.5
1985/3/19,8.6,11.0,7.1
1985/3/20,9.5,12.3,5.8
1985/3/21,10.4,16.4,6.3
1985/3/22,11.2,14.9,7.5
1985/3/23,11.2,14.8,9.6
1985/3/24,10.4,15.0,7.5
1985/3/25,14.2,17.8,7.2
1985/3/26,12.2,15.9,10.2
1985/3/27,11.2,15.6,8.8
1985/3/28,12.5,17.6,9.0
1985/3/29,9.7,13.8,6.2
1985/3/30,7.3,11.6,3.8
1985/3/31,6.7,12.5,2.2
1985/4/1,8.8,16.1,1.8
1985/4/2,12.0,16.5,6.0
1985/4/3,12.7,16.0,10.2
1985/4/4,11.0,14.2,9.7
1985/4/5,9.8,14.8,5.0
1985/4/6,10.5,13.2,4.6
1985/4/7,12.0,13.3,9.3
1985/4/8,14.2,17.9,9.6
1985/4/9,13.3,19.1,7.7
1985/4/10,12.5,14.9,8.7
1985/4/11,11.3,12.3,10.2
1985/4/12,8.4,10.3,7.6
1985/4/13,10.4,11.2,8.8
1985/4/14,11.0,12.6,10.1
1985/4/15,11.2,15.1,7.4
1985/4/16,11.7,16.0,8.3
1985/4/17,13.7,18.6,8.8
1985/4/18,11.7,16.5,7.7
1985/4/19,14.8,17.8,7.6
1985/4/20,12.9,18.4,8.4
1985/4/21,13.4,17.8,5.9
1985/4/22,14.1,16.3,11.1
1985/4/23,16.3,24.0,9.8
1985/4/24,12.5,18.6,8.0
1985/4/25,15.9,23.0,7.2
1985/4/26,16.4,19.5,13.2
1985/4/27,15.0,20.3,11.3
1985/4/28,15.1,20.2,10.0
1985/4/29,17.4,23.1,11.3
1985/4/30,17.4,24.4,9.8
1985/5/1,18.5,23.8,13.7
