ダウンロードした時刻：2017/07/24 15:42:54

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,10.2,12.8,7.6
2003/1/2,8.7,11.0,4.4
2003/1/3,12.2,16.7,7.9
2003/1/4,12.2,16.7,7.7
2003/1/5,6.5,8.1,4.9
2003/1/6,6.7,8.9,4.5
2003/1/7,9.6,11.6,7.6
2003/1/8,10.8,13.4,7.6
2003/1/9,12.1,16.7,7.3
2003/1/10,12.1,15.1,9.5
2003/1/11,10.5,14.7,6.4
2003/1/12,11.3,14.3,7.1
2003/1/13,13.4,16.4,10.7
2003/1/14,13.2,15.8,10.2
2003/1/15,8.2,12.7,5.7
2003/1/16,8.4,10.1,6.2
2003/1/17,12.2,15.4,9.5
2003/1/18,12.9,17.0,8.7
2003/1/19,12.1,15.6,6.8
2003/1/20,10.3,13.3,7.5
2003/1/21,9.4,12.4,7.9
2003/1/22,9.7,12.2,7.9
2003/1/23,13.1,16.5,10.2
2003/1/24,8.7,11.3,6.9
2003/1/25,8.5,11.9,5.8
2003/1/26,10.2,12.3,5.2
2003/1/27,15.2,17.3,11.3
2003/1/28,12.2,16.8,9.5
2003/1/29,6.4,10.5,1.2
2003/1/30,5.7,9.1,1.7
2003/1/31,8.5,11.3,6.7
2003/2/1,8.4,10.9,7.5
2003/2/2,8.0,8.7,6.7
2003/2/3,6.4,8.1,5.3
2003/2/4,7.9,10.5,3.2
2003/2/5,7.6,10.3,5.5
2003/2/6,6.5,10.7,4.4
2003/2/7,11.0,14.3,6.0
2003/2/8,14.4,17.5,10.3
2003/2/9,15.1,18.3,13.0
2003/2/10,14.6,17.7,12.0
2003/2/11,15.2,16.8,13.1
2003/2/12,11.6,13.8,9.4
2003/2/13,10.6,12.8,9.1
2003/2/14,10.1,12.2,8.9
2003/2/15,11.1,15.3,8.6
2003/2/16,13.1,18.3,10.8
2003/2/17,11.7,15.5,9.8
2003/2/18,12.2,16.2,9.1
2003/2/19,10.0,12.7,7.7
2003/2/20,9.2,10.5,7.5
2003/2/21,10.2,13.7,7.7
2003/2/22,13.4,16.7,9.9
2003/2/23,12.7,17.2,10.3
2003/2/24,9.8,11.7,8.7
2003/2/25,9.5,11.9,7.5
2003/2/26,12.6,16.5,9.0
2003/2/27,11.7,16.2,8.1
2003/2/28,8.6,11.8,6.0
2003/3/1,12.9,17.8,5.9
2003/3/2,13.3,18.0,11.4
2003/3/3,16.2,18.7,12.4
2003/3/4,8.1,13.0,6.8
2003/3/5,7.6,9.9,4.7
2003/3/6,10.5,12.7,8.6
2003/3/7,14.4,18.4,10.9
2003/3/8,10.3,12.6,7.7
2003/3/9,8.5,9.9,5.9
2003/3/10,8.5,11.7,6.2
2003/3/11,7.0,10.4,4.4
2003/3/12,7.0,9.3,4.3
2003/3/13,9.8,14.3,6.1
2003/3/14,11.4,15.7,5.4
2003/3/15,10.6,12.4,8.3
2003/3/16,14.3,17.7,11.7
2003/3/17,14.0,17.8,11.2
2003/3/18,9.9,12.6,8.7
2003/3/19,10.3,15.7,7.8
2003/3/20,10.4,14.6,5.9
2003/3/21,9.4,11.6,7.8
2003/3/22,9.8,11.5,8.1
2003/3/23,11.8,16.3,7.5
2003/3/24,14.8,18.6,7.8
2003/3/25,16.0,19.3,13.6
2003/3/26,14.6,18.5,11.6
2003/3/27,16.4,18.4,10.8
2003/3/28,15.3,18.5,12.7
2003/3/29,12.6,18.0,8.7
2003/3/30,13.8,17.6,9.1
2003/3/31,17.8,19.5,15.6
2003/4/1,15.9,18.1,13.2
2003/4/2,16.1,19.1,13.6
2003/4/3,13.6,16.3,12.4
2003/4/4,14.6,18.3,13.0
2003/4/5,14.7,20.6,9.5
2003/4/6,13.0,17.5,9.4
2003/4/7,17.0,21.1,12.2
2003/4/8,18.0,20.1,13.7
2003/4/9,15.9,19.0,14.0
2003/4/10,11.9,15.0,8.3
2003/4/11,13.7,17.2,9.8
2003/4/12,17.4,19.6,15.8
2003/4/13,19.5,21.8,18.1
2003/4/14,17.4,20.1,15.6
2003/4/15,15.8,16.9,14.6
2003/4/16,17.2,20.0,14.5
2003/4/17,17.8,22.2,12.2
2003/4/18,19.1,22.2,17.6
2003/4/19,20.0,22.3,18.1
2003/4/20,20.8,22.4,20.0
2003/4/21,19.0,21.5,15.1
2003/4/22,14.5,17.5,10.9
2003/4/23,16.6,19.7,11.4
2003/4/24,19.9,20.8,18.2
2003/4/25,21.2,23.3,20.6
2003/4/26,21.2,21.7,20.5
2003/4/27,18.4,23.0,14.9
2003/4/28,17.7,21.5,13.9
2003/4/29,18.1,21.9,13.7
2003/4/30,19.9,22.8,16.5
2003/5/1,16.8,19.6,14.8
