ダウンロードした時刻：2017/07/24 15:46:43

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,5.3,9.5,2.5
1982/1/2,5.0,10.5,0.8
1982/1/3,7.1,13.0,0.0
1982/1/4,11.1,13.4,8.0
1982/1/5,8.7,12.2,3.3
1982/1/6,5.5,11.6,1.1
1982/1/7,5.7,9.8,2.8
1982/1/8,4.9,10.1,0.1
1982/1/9,7.3,12.1,3.8
1982/1/10,6.4,12.7,2.2
1982/1/11,8.4,14.8,1.1
1982/1/12,9.1,13.1,3.7
1982/1/13,3.5,7.1,0.8
1982/1/14,2.7,7.5,-0.8
1982/1/15,2.1,7.2,-2.5
1982/1/16,2.2,5.1,-0.7
1982/1/17,1.2,4.7,-3.1
1982/1/18,2.2,7.4,0.0
1982/1/19,1.4,4.1,-1.2
1982/1/20,2.4,7.6,-1.2
1982/1/21,4.1,10.4,-1.7
1982/1/22,6.8,9.4,3.1
1982/1/23,6.9,12.0,3.6
1982/1/24,6.1,8.6,2.5
1982/1/25,6.4,10.5,3.0
1982/1/26,5.5,11.2,1.1
1982/1/27,5.5,7.8,3.7
1982/1/28,1.5,3.9,0.0
1982/1/29,-0.4,3.1,-2.0
1982/1/30,0.7,5.3,-2.7
1982/1/31,1.3,3.7,-1.8
1982/2/1,3.4,7.3,1.1
1982/2/2,3.3,9.0,-0.9
1982/2/3,3.5,5.9,-1.6
1982/2/4,6.8,9.9,5.0
1982/2/5,5.0,8.9,2.1
1982/2/6,3.5,6.7,1.2
1982/2/7,3.4,7.4,0.6
1982/2/8,3.6,9.2,-0.5
1982/2/9,3.0,10.0,-2.0
1982/2/10,5.2,10.8,1.6
1982/2/11,4.9,9.4,-0.9
1982/2/12,7.6,13.4,4.4
1982/2/13,6.4,12.0,1.4
1982/2/14,5.0,9.2,2.1
1982/2/15,4.6,11.3,-0.7
1982/2/16,5.4,9.7,0.8
1982/2/17,6.9,11.4,4.4
1982/2/18,8.3,14.1,1.2
1982/2/19,11.2,13.3,8.5
1982/2/20,12.1,14.2,10.3
1982/2/21,10.1,13.2,7.3
1982/2/22,8.8,14.4,3.2
1982/2/23,9.4,13.1,6.4
1982/2/24,5.3,7.7,2.7
1982/2/25,6.1,12.2,1.1
1982/2/26,6.6,11.4,2.3
1982/2/27,7.4,13.9,2.0
1982/2/28,6.0,8.6,4.0
1982/3/1,6.8,10.5,3.7
1982/3/2,6.3,10.8,2.0
1982/3/3,5.5,12.0,-0.2
1982/3/4,9.4,13.6,3.2
1982/3/5,13.5,17.1,8.8
1982/3/6,9.8,14.7,6.6
1982/3/7,6.3,10.5,3.1
1982/3/8,5.4,10.7,1.0
1982/3/9,6.8,13.1,0.8
1982/3/10,8.6,16.3,2.0
1982/3/11,10.5,19.0,2.7
1982/3/12,10.2,12.9,7.6
1982/3/13,12.0,18.0,6.9
1982/3/14,12.9,18.4,6.7
1982/3/15,14.2,17.4,11.8
1982/3/16,14.1,19.3,10.2
1982/3/17,11.0,14.4,6.8
1982/3/18,11.8,16.6,9.0
1982/3/19,10.4,12.1,9.2
1982/3/20,12.2,14.0,10.1
1982/3/21,12.1,16.7,9.0
1982/3/22,12.1,21.2,4.8
1982/3/23,14.5,18.2,10.0
1982/3/24,11.9,15.5,7.7
1982/3/25,8.1,12.5,4.9
1982/3/26,8.6,15.2,1.4
1982/3/27,10.0,14.5,6.6
1982/3/28,11.1,19.0,3.4
1982/3/29,12.4,20.1,4.3
1982/3/30,13.5,17.7,9.1
1982/3/31,12.9,18.6,9.3
1982/4/1,13.0,21.0,6.0
1982/4/2,15.8,21.9,8.3
1982/4/3,12.0,17.3,8.1
1982/4/4,10.5,14.6,6.7
1982/4/5,13.7,19.7,8.5
1982/4/6,13.2,16.3,10.6
1982/4/7,13.1,16.2,11.4
1982/4/8,14.5,21.5,7.6
1982/4/9,7.3,12.3,4.6
1982/4/10,9.1,16.6,2.2
1982/4/11,11.0,19.0,3.1
1982/4/12,13.6,20.0,6.3
1982/4/13,14.5,20.4,9.4
1982/4/14,13.4,15.5,11.4
1982/4/15,15.2,22.5,9.5
1982/4/16,13.7,19.2,8.9
1982/4/17,12.6,16.8,7.6
1982/4/18,12.2,18.1,7.0
1982/4/19,12.2,20.6,3.6
1982/4/20,13.6,18.9,5.6
1982/4/21,12.5,15.4,10.0
1982/4/22,15.0,22.5,8.0
1982/4/23,16.3,23.4,9.2
1982/4/24,18.0,25.0,12.3
1982/4/25,19.0,26.4,12.8
1982/4/26,18.6,24.2,15.1
1982/4/27,18.1,22.4,16.2
1982/4/28,19.8,25.3,15.6
1982/4/29,19.4,24.9,16.2
1982/4/30,18.9,23.5,15.8
1982/5/1,17.0,18.6,15.2
