ダウンロードした時刻：2017/07/24 15:36:22

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,-0.2,4.2,-2.2
2001/1/2,-2.2,-0.6,-3.4
2001/1/3,-3.7,-2.6,-4.9
2001/1/4,-0.7,1.2,-3.8
2001/1/5,-1.8,-0.4,-3.4
2001/1/6,-2.4,0.4,-4.1
2001/1/7,-3.9,-2.1,-5.2
2001/1/8,-5.0,-1.7,-8.0
2001/1/9,-4.1,2.7,-8.8
2001/1/10,0.3,6.5,-5.0
2001/1/11,-4.6,-0.4,-8.8
2001/1/12,-9.9,-8.0,-11.2
2001/1/13,-7.3,-5.5,-8.5
2001/1/14,-6.6,-3.3,-8.9
2001/1/15,-6.0,-3.7,-8.5
2001/1/16,-6.5,-4.8,-7.5
2001/1/17,-6.2,-4.2,-7.5
2001/1/18,-5.5,-3.1,-7.0
2001/1/19,-4.0,-0.9,-7.6
2001/1/20,-2.2,0.2,-3.8
2001/1/21,-3.0,-0.5,-5.1
2001/1/22,-3.9,-2.0,-6.0
2001/1/23,-3.6,-2.2,-4.9
2001/1/24,-3.2,-1.1,-6.0
2001/1/25,-1.1,1.7,-3.4
2001/1/26,-3.4,-1.0,-6.4
2001/1/27,-3.9,-1.9,-7.1
2001/1/28,-2.2,0.5,-4.3
2001/1/29,-2.8,-1.0,-4.4
2001/1/30,-3.0,0.0,-5.6
2001/1/31,-3.9,-1.9,-5.8
2001/2/1,-0.2,2.6,-4.1
2001/2/2,-7.5,-4.0,-9.1
2001/2/3,-10.0,-8.3,-12.1
2001/2/4,-7.9,-5.9,-10.0
2001/2/5,-5.2,-3.2,-6.7
2001/2/6,-6.0,-4.1,-8.3
2001/2/7,-6.5,-4.7,-7.8
2001/2/8,-6.5,-4.7,-7.7
2001/2/9,-5.5,-3.6,-7.7
2001/2/10,-5.0,-1.8,-8.1
2001/2/11,-8.7,-7.0,-9.9
2001/2/12,-8.7,-6.6,-10.1
2001/2/13,-7.6,-5.2,-9.1
2001/2/14,-7.9,-6.1,-9.0
2001/2/15,-6.3,-3.9,-8.2
2001/2/16,-5.7,-3.2,-8.0
2001/2/17,-2.9,-0.1,-6.0
2001/2/18,-0.1,2.6,-3.5
2001/2/19,-4.5,-2.5,-6.4
2001/2/20,-3.1,-1.1,-5.9
2001/2/21,1.6,3.7,-2.6
2001/2/22,2.2,3.8,0.2
2001/2/23,-0.6,1.8,-3.0
2001/2/24,-2.7,0.3,-5.0
2001/2/25,-5.3,-2.5,-7.2
2001/2/26,-4.8,-2.4,-7.5
2001/2/27,0.2,3.1,-3.3
2001/2/28,1.6,3.1,0.0
2001/3/1,0.2,1.6,-1.4
2001/3/2,-0.6,2.9,-3.2
2001/3/3,-0.5,3.2,-4.1
2001/3/4,2.2,4.9,-0.1
2001/3/5,-0.9,0.8,-2.5
2001/3/6,-2.2,0.7,-4.3
2001/3/7,-3.7,-1.3,-5.2
2001/3/8,-3.8,-0.4,-6.3
2001/3/9,-4.9,-1.6,-7.2
2001/3/10,-4.3,-1.3,-7.2
2001/3/11,-3.8,-1.1,-5.3
2001/3/12,-2.0,0.4,-5.6
2001/3/13,-2.0,0.8,-5.6
2001/3/14,1.8,4.9,-3.0
2001/3/15,1.2,4.6,-1.9
2001/3/16,0.1,2.4,-1.7
2001/3/17,2.9,6.9,-1.7
2001/3/18,2.9,6.3,1.2
2001/3/19,2.6,4.5,1.2
2001/3/20,6.5,12.6,0.7
2001/3/21,0.9,4.6,-1.1
2001/3/22,1.8,5.1,-1.8
2001/3/23,2.2,5.3,0.0
2001/3/24,2.1,4.7,0.3
2001/3/25,3.6,6.8,1.3
2001/3/26,3.1,5.3,0.7
2001/3/27,1.0,4.0,-1.9
2001/3/28,2.2,5.2,0.3
2001/3/29,2.3,5.6,0.3
2001/3/30,1.8,4.6,0.1
2001/3/31,1.8,5.2,-0.5
2001/4/1,2.0,7.4,-0.8
2001/4/2,3.2,6.0,-0.3
2001/4/3,3.5,7.8,1.4
2001/4/4,2.6,6.2,0.0
2001/4/5,4.4,9.4,0.7
2001/4/6,4.9,8.6,2.6
2001/4/7,4.4,7.9,0.7
2001/4/8,4.3,5.1,3.8
2001/4/9,4.8,10.3,2.3
2001/4/10,7.2,10.1,3.0
2001/4/11,6.0,8.1,3.6
2001/4/12,7.6,9.2,5.4
2001/4/13,5.8,8.5,3.8
2001/4/14,7.4,12.0,4.5
2001/4/15,7.6,13.8,4.3
2001/4/16,8.7,13.9,2.6
2001/4/17,10.7,17.3,5.6
2001/4/18,11.5,19.2,5.1
2001/4/19,7.3,9.7,5.9
2001/4/20,4.2,7.2,1.6
2001/4/21,5.3,9.8,0.7
2001/4/22,5.2,10.2,2.3
2001/4/23,6.1,10.5,0.8
2001/4/24,6.4,10.5,2.7
2001/4/25,5.5,9.5,1.7
2001/4/26,7.6,12.7,2.0
2001/4/27,11.0,16.0,6.3
2001/4/28,12.0,15.9,7.8
2001/4/29,5.9,13.7,3.4
2001/4/30,5.6,10.0,3.4
2001/5/1,4.6,7.0,3.7
