ダウンロードした時刻：2017/07/24 15:46:11

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,5.8,9.3,3.5
2006/1/2,7.2,10.7,5.2
2006/1/3,6.8,9.3,4.0
2006/1/4,4.8,7.3,3.2
2006/1/5,3.1,6.0,0.7
2006/1/6,2.7,6.2,0.4
2006/1/7,3.1,6.4,1.0
2006/1/8,3.7,8.0,0.3
2006/1/9,3.4,8.0,-0.7
2006/1/10,5.6,10.5,0.3
2006/1/11,5.8,10.6,1.2
2006/1/12,6.0,10.8,3.2
2006/1/13,8.3,14.6,1.9
2006/1/14,12.1,15.4,9.5
2006/1/15,8.4,11.1,6.1
2006/1/16,6.6,10.9,3.7
2006/1/17,7.1,10.8,4.6
2006/1/18,5.6,7.2,4.9
2006/1/19,4.1,5.5,2.7
2006/1/20,4.3,6.6,2.2
2006/1/21,5.1,6.9,3.6
2006/1/22,5.7,10.2,2.7
2006/1/23,3.3,5.7,1.3
2006/1/24,4.3,8.8,-0.8
2006/1/25,4.8,8.2,1.5
2006/1/26,5.6,9.0,3.3
2006/1/27,6.9,10.4,3.0
2006/1/28,5.6,8.3,2.2
2006/1/29,5.3,10.1,-1.0
2006/1/30,8.7,11.4,6.5
2006/1/31,8.8,9.8,7.8
2006/2/1,8.9,11.9,7.6
2006/2/2,8.6,11.9,6.1
2006/2/3,6.4,9.3,0.8
2006/2/4,1.6,5.0,-1.2
2006/2/5,3.3,6.4,0.7
2006/2/6,2.7,4.8,0.8
2006/2/7,6.7,10.7,3.8
2006/2/8,4.2,7.6,1.4
2006/2/9,3.5,7.0,0.9
2006/2/10,5.4,11.0,-1.4
2006/2/11,8.7,12.6,6.0
2006/2/12,4.3,6.5,0.7
2006/2/13,4.4,9.8,-1.1
2006/2/14,7.2,12.6,0.4
2006/2/15,11.1,14.7,9.0
2006/2/16,9.5,10.3,8.9
2006/2/17,7.7,11.6,3.7
2006/2/18,4.6,7.5,1.7
2006/2/19,5.2,6.9,2.7
2006/2/20,5.3,6.0,4.5
2006/2/21,6.8,10.8,4.5
2006/2/22,9.3,13.3,3.8
2006/2/23,9.5,13.2,6.0
2006/2/24,7.5,12.4,3.4
2006/2/25,9.0,13.8,2.4
2006/2/26,11.9,16.2,8.6
2006/2/27,6.4,11.6,3.2
2006/2/28,6.2,9.7,2.7
2006/3/1,6.0,8.0,4.2
2006/3/2,5.5,8.7,2.2
2006/3/3,4.4,7.6,0.6
2006/3/4,5.1,9.8,1.1
2006/3/5,7.6,15.3,0.7
2006/3/6,9.6,14.1,6.3
2006/3/7,9.7,14.0,6.5
2006/3/8,11.4,17.4,5.3
2006/3/9,9.4,12.4,6.5
2006/3/10,9.4,11.3,7.4
2006/3/11,11.0,15.7,5.7
2006/3/12,10.1,13.6,4.8
2006/3/13,3.7,6.8,1.9
2006/3/14,3.0,6.3,-0.6
2006/3/15,6.3,11.6,-0.2
2006/3/16,9.9,16.7,4.8
2006/3/17,11.9,17.2,7.6
2006/3/18,8.0,10.2,5.7
2006/3/19,8.4,11.2,4.7
2006/3/20,8.6,13.6,3.3
2006/3/21,9.5,13.9,4.7
2006/3/22,9.2,11.4,7.8
2006/3/23,12.2,18.2,8.2
2006/3/24,9.5,13.3,6.2
2006/3/25,9.7,15.3,3.8
2006/3/26,11.2,16.4,6.4
2006/3/27,12.1,16.7,7.0
2006/3/28,11.9,18.5,7.3
2006/3/29,7.6,11.2,5.0
2006/3/30,5.5,11.4,2.8
2006/3/31,7.4,12.0,3.5
2006/4/1,8.6,12.6,3.0
2006/4/2,15.7,19.5,11.8
2006/4/3,14.9,20.4,11.1
2006/4/4,12.8,16.6,7.7
2006/4/5,12.7,14.9,11.3
2006/4/6,10.9,14.1,7.6
2006/4/7,11.8,16.5,8.2
2006/4/8,15.1,20.5,8.4
2006/4/9,12.3,14.9,9.2
2006/4/10,13.4,17.1,9.9
2006/4/11,17.2,21.5,14.7
2006/4/12,17.3,22.7,14.0
2006/4/13,15.4,17.3,12.8
2006/4/14,11.3,13.4,9.9
2006/4/15,10.2,12.6,8.6
2006/4/16,12.8,18.1,9.0
2006/4/17,10.4,14.5,5.5
2006/4/18,14.2,19.6,7.1
2006/4/19,17.8,22.1,14.5
2006/4/20,14.5,18.6,11.3
2006/4/21,12.4,15.7,8.9
2006/4/22,11.2,13.7,8.0
2006/4/23,14.4,19.4,11.3
2006/4/24,16.3,19.1,13.4
2006/4/25,14.3,18.6,11.3
2006/4/26,12.1,14.9,8.0
2006/4/27,13.8,19.2,10.3
2006/4/28,15.2,19.4,11.2
2006/4/29,14.6,18.5,11.0
2006/4/30,17.2,22.8,11.8
2006/5/1,19.0,24.1,14.0
