ダウンロードした時刻：2017/07/24 15:47:36

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,12.6,19.9,7.0
1997/1/2,7.9,11.4,6.3
1997/1/3,8.0,11.6,4.6
1997/1/4,6.7,9.4,2.7
1997/1/5,10.0,13.1,7.4
1997/1/6,7.2,9.5,6.0
1997/1/7,5.9,7.3,4.5
1997/1/8,6.6,10.1,3.8
1997/1/9,6.8,11.1,3.0
1997/1/10,7.6,11.9,4.0
1997/1/11,7.8,14.2,2.6
1997/1/12,8.0,12.2,3.3
1997/1/13,9.4,16.0,3.8
1997/1/14,10.4,17.0,4.7
1997/1/15,10.6,15.2,7.2
1997/1/16,9.6,15.5,3.4
1997/1/17,10.0,14.5,6.5
1997/1/18,9.2,13.1,5.7
1997/1/19,7.8,11.5,3.8
1997/1/20,9.0,15.7,2.9
1997/1/21,8.0,12.6,4.0
1997/1/22,4.2,7.9,1.4
1997/1/23,6.3,11.4,-0.3
1997/1/24,6.2,8.3,3.7
1997/1/25,5.9,10.6,1.4
1997/1/26,7.2,13.3,1.5
1997/1/27,9.7,14.6,3.9
1997/1/28,9.4,13.6,6.7
1997/1/29,7.8,11.1,5.0
1997/1/30,7.2,11.3,3.5
1997/1/31,7.7,12.5,3.9
1997/2/1,7.8,13.3,2.4
1997/2/2,8.8,9.6,7.8
1997/2/3,8.5,12.8,5.5
1997/2/4,8.1,12.4,2.2
1997/2/5,8.3,9.8,5.8
1997/2/6,7.9,11.8,5.0
1997/2/7,8.1,11.1,4.0
1997/2/8,10.0,12.3,7.4
1997/2/9,12.0,17.6,6.9
1997/2/10,9.5,15.0,3.9
1997/2/11,7.0,9.1,5.6
1997/2/12,6.5,9.7,3.9
1997/2/13,7.0,11.6,4.1
1997/2/14,6.9,11.8,1.4
1997/2/15,9.1,11.2,5.8
1997/2/16,8.0,12.4,2.9
1997/2/17,6.1,11.5,0.9
1997/2/18,6.3,10.5,2.0
1997/2/19,6.6,10.3,3.3
1997/2/20,8.0,14.3,2.1
1997/2/21,10.5,13.8,6.3
1997/2/22,7.8,12.6,3.5
1997/2/23,10.6,15.4,5.8
1997/2/24,12.9,17.8,6.4
1997/2/25,14.5,17.4,12.3
1997/2/26,16.6,21.1,13.3
1997/2/27,15.3,20.8,10.4
1997/2/28,15.3,17.1,14.1
1997/3/1,15.4,19.0,10.1
1997/3/2,10.2,13.4,6.9
1997/3/3,9.6,14.5,6.3
1997/3/4,9.0,16.0,3.1
1997/3/5,10.8,18.6,3.3
1997/3/6,13.6,18.9,5.7
1997/3/7,17.3,22.6,12.7
1997/3/8,15.1,20.8,11.0
1997/3/9,12.9,19.5,5.8
1997/3/10,15.9,21.7,7.9
1997/3/11,18.5,22.1,15.5
1997/3/12,15.9,17.8,14.2
1997/3/13,14.8,15.7,13.8
1997/3/14,16.6,19.8,14.9
1997/3/15,18.0,22.3,15.1
1997/3/16,14.6,19.3,12.0
1997/3/17,12.8,15.3,11.4
1997/3/18,13.7,17.4,8.5
1997/3/19,14.1,18.5,11.6
1997/3/20,12.0,13.7,10.9
1997/3/21,14.1,19.3,11.2
1997/3/22,13.7,19.5,10.7
1997/3/23,13.8,19.2,9.8
1997/3/24,10.3,14.9,6.2
1997/3/25,12.0,19.1,4.7
1997/3/26,12.8,15.8,10.0
1997/3/27,13.8,20.0,9.5
1997/3/28,14.0,18.9,8.2
1997/3/29,16.7,19.2,14.7
1997/3/30,14.2,19.0,9.1
1997/3/31,11.5,18.5,6.4
1997/4/1,14.2,21.0,5.6
1997/4/2,18.3,21.1,14.7
1997/4/3,19.9,21.9,18.4
1997/4/4,20.3,24.7,18.0
1997/4/5,18.8,21.8,17.7
1997/4/6,16.5,20.9,12.2
1997/4/7,14.6,20.3,9.9
1997/4/8,14.6,19.2,9.4
1997/4/9,15.3,18.6,12.7
1997/4/10,14.4,19.5,10.7
1997/4/11,15.0,19.2,9.3
1997/4/12,16.2,20.9,12.1
1997/4/13,16.1,23.0,11.1
1997/4/14,16.4,20.0,11.1
1997/4/15,14.4,17.2,10.8
1997/4/16,14.8,20.8,8.6
1997/4/17,15.7,21.5,9.6
1997/4/18,16.2,22.6,10.6
1997/4/19,18.1,22.8,13.9
1997/4/20,18.4,23.5,12.2
1997/4/21,19.5,24.1,17.6
1997/4/22,20.2,24.8,17.7
1997/4/23,20.3,26.1,16.8
1997/4/24,17.2,22.7,13.6
1997/4/25,17.0,23.1,12.3
1997/4/26,17.5,23.3,9.9
1997/4/27,18.1,20.8,15.9
1997/4/28,19.3,23.1,14.9
1997/4/29,19.8,25.4,13.6
1997/4/30,21.2,23.2,16.8
1997/5/1,20.1,24.4,15.5
