ダウンロードした時刻：2017/07/24 15:45:56

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,4.2,11.9,-1.7
1990/1/2,5.9,13.3,0.0
1990/1/3,4.0,10.7,0.1
1990/1/4,3.8,10.0,-1.0
1990/1/5,4.9,12.0,-1.2
1990/1/6,6.9,14.4,1.1
1990/1/7,5.3,11.2,0.4
1990/1/8,6.5,12.9,-0.5
1990/1/9,9.3,11.6,6.0
1990/1/10,14.9,20.8,10.2
1990/1/11,11.0,15.8,7.6
1990/1/12,9.2,12.2,6.4
1990/1/13,7.4,11.9,3.0
1990/1/14,5.7,12.1,1.1
1990/1/15,4.9,9.7,-0.2
1990/1/16,5.8,10.9,1.7
1990/1/17,6.5,13.0,1.6
1990/1/18,8.2,14.1,2.1
1990/1/19,10.9,16.0,8.3
1990/1/20,6.0,10.5,3.3
1990/1/21,4.9,10.9,0.8
1990/1/22,6.0,11.7,0.5
1990/1/23,3.8,7.0,0.0
1990/1/24,0.7,5.9,-3.1
1990/1/25,0.4,6.7,-4.6
1990/1/26,0.8,7.2,-4.6
1990/1/27,2.2,8.3,-2.4
1990/1/28,4.8,11.2,-1.8
1990/1/29,7.7,11.7,4.9
1990/1/30,9.3,12.6,6.6
1990/1/31,6.4,8.2,5.6
1990/2/1,7.7,11.2,6.1
1990/2/2,7.4,12.7,0.6
1990/2/3,7.8,9.9,6.4
1990/2/4,7.8,9.0,6.8
1990/2/5,10.1,15.5,5.4
1990/2/6,8.2,9.2,7.0
1990/2/7,10.5,17.1,6.3
1990/2/8,7.5,11.7,3.8
1990/2/9,8.5,15.1,3.2
1990/2/10,9.2,12.9,4.6
1990/2/11,12.2,17.0,7.5
1990/2/12,9.1,15.9,3.6
1990/2/13,7.8,13.3,1.3
1990/2/14,7.5,8.8,5.6
1990/2/15,11.8,17.0,7.9
1990/2/16,10.1,13.8,7.3
1990/2/17,9.4,15.5,2.8
1990/2/18,10.8,15.9,5.1
1990/2/19,14.5,17.1,10.9
1990/2/20,14.2,20.7,7.1
1990/2/21,11.2,17.1,4.3
1990/2/22,13.0,17.6,8.1
1990/2/23,14.8,17.5,12.5
1990/2/24,14.7,18.5,12.0
1990/2/25,11.2,12.3,9.9
1990/2/26,12.2,16.4,9.2
1990/2/27,11.3,15.6,7.7
1990/2/28,9.3,13.3,4.3
1990/3/1,10.5,12.9,8.0
1990/3/2,11.4,13.6,9.8
1990/3/3,10.9,12.7,9.6
1990/3/4,9.7,16.7,4.5
1990/3/5,9.7,15.4,4.6
1990/3/6,9.5,15.5,4.2
1990/3/7,7.6,14.4,3.1
1990/3/8,7.5,13.2,3.1
1990/3/9,8.1,14.9,0.5
1990/3/10,10.7,18.9,2.4
1990/3/11,12.3,17.7,5.2
1990/3/12,11.4,15.7,7.1
1990/3/13,8.8,15.5,1.7
1990/3/14,10.4,15.0,3.5
1990/3/15,14.8,21.6,9.4
1990/3/16,11.1,16.4,5.5
1990/3/17,10.8,16.5,5.6
1990/3/18,10.4,16.4,5.8
1990/3/19,10.4,16.5,3.5
1990/3/20,11.9,19.2,4.2
1990/3/21,13.2,20.1,6.9
1990/3/22,13.7,18.0,8.0
1990/3/23,15.3,19.4,9.7
1990/3/24,15.7,19.5,13.1
1990/3/25,11.0,14.9,8.1
1990/3/26,11.5,17.9,7.1
1990/3/27,11.5,16.8,3.8
1990/3/28,11.6,13.1,10.6
1990/3/29,16.6,24.0,12.1
1990/3/30,14.7,19.1,10.2
1990/3/31,14.6,17.6,12.9
1990/4/1,16.1,20.2,11.5
1990/4/2,16.8,25.0,11.5
1990/4/3,16.1,20.9,9.5
1990/4/4,15.5,24.0,10.0
1990/4/5,9.3,15.0,4.9
1990/4/6,11.1,17.9,3.1
1990/4/7,11.7,13.7,8.1
1990/4/8,13.6,18.7,7.7
1990/4/9,13.5,20.2,5.2
1990/4/10,15.4,19.4,11.6
1990/4/11,16.2,22.0,10.6
1990/4/12,15.5,18.2,13.5
1990/4/13,17.7,20.4,14.8
1990/4/14,16.5,22.0,12.3
1990/4/15,13.8,20.2,9.0
1990/4/16,14.0,19.3,7.3
1990/4/17,13.6,18.5,9.8
1990/4/18,12.6,19.1,8.0
1990/4/19,12.5,18.1,5.3
1990/4/20,12.6,15.0,11.2
1990/4/21,15.4,20.0,11.1
1990/4/22,16.3,17.8,15.3
1990/4/23,17.1,21.6,11.8
1990/4/24,13.7,19.5,8.3
1990/4/25,13.0,18.4,5.8
1990/4/26,17.4,22.1,11.8
1990/4/27,18.3,23.8,13.4
1990/4/28,18.6,23.5,13.7
1990/4/29,20.0,27.4,15.7
1990/4/30,16.0,22.4,10.6
1990/5/1,17.3,25.9,10.1
