ダウンロードした時刻：2017/07/24 15:40:34

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,1.6,7.6,-4.6
2010/1/2,2.4,10.7,-4.6
2010/1/3,1.6,8.3,-3.4
2010/1/4,2.4,8.6,-4.5
2010/1/5,5.5,12.4,0.5
2010/1/6,4.6,9.7,0.9
2010/1/7,4.5,10.6,-1.8
2010/1/8,4.1,10.7,-1.4
2010/1/9,3.0,10.8,-3.4
2010/1/10,3.5,11.0,-2.7
2010/1/11,2.1,5.6,-2.2
2010/1/12,2.3,4.9,-0.6
2010/1/13,3.1,7.5,-2.1
2010/1/14,0.0,5.8,-5.2
2010/1/15,0.6,7.3,-6.2
2010/1/16,0.4,5.5,-5.4
2010/1/17,0.2,7.4,-6.5
2010/1/18,1.3,8.3,-5.2
2010/1/19,3.5,11.5,-3.2
2010/1/20,7.2,14.6,0.0
2010/1/21,8.9,16.9,3.8
2010/1/22,3.8,9.0,-0.6
2010/1/23,3.2,10.0,-1.0
2010/1/24,2.7,10.2,-3.0
2010/1/25,4.7,11.1,-0.4
2010/1/26,4.2,9.4,-1.7
2010/1/27,2.5,10.7,-5.3
2010/1/28,7.2,15.6,-0.2
2010/1/29,3.8,7.7,-0.7
2010/1/30,5.8,13.5,-1.1
2010/1/31,4.8,11.3,-0.6
2010/2/1,3.0,9.4,-0.6
2010/2/2,2.0,5.5,-1.3
2010/2/3,1.1,6.6,-1.5
2010/2/4,0.3,6.7,-4.9
2010/2/5,1.7,9.2,-5.3
2010/2/6,-0.1,4.7,-3.1
2010/2/7,2.6,9.4,-4.9
2010/2/8,3.5,10.3,-4.3
2010/2/9,9.9,21.0,-0.6
2010/2/10,5.6,9.6,3.4
2010/2/11,2.8,4.6,0.1
2010/2/12,1.5,3.1,0.1
2010/2/13,0.3,1.5,-3.0
2010/2/14,1.5,7.0,-3.5
2010/2/15,3.8,6.2,0.7
2010/2/16,2.7,4.4,-0.1
2010/2/17,,,
2010/2/18,1.8,4.5,-0.4
2010/2/19,1.9,7.7,-3.4
2010/2/20,4.2,11.9,-1.9
2010/2/21,3.3,9.3,-2.1
2010/2/22,4.0,7.4,0.4
2010/2/23,6.5,14.9,0.2
2010/2/24,8.5,15.3,3.8
2010/2/25,9.2,17.0,1.4
2010/2/26,14.3,18.4,7.9
2010/2/27,8.5,13.6,5.6
2010/2/28,4.3,6.0,0.5
2010/3/1,5.8,10.1,3.8
2010/3/2,3.4,4.6,2.6
2010/3/3,6.0,11.9,2.5
2010/3/4,5.0,8.9,0.2
2010/3/5,10.1,18.1,4.8
2010/3/6,9.9,13.1,6.9
2010/3/7,4.5,7.0,1.7
2010/3/8,4.2,7.4,1.7
2010/3/9,2.5,4.5,0.5
2010/3/10,4.2,7.1,0.4
2010/3/11,6.2,13.2,-0.7
2010/3/12,7.5,13.9,-0.6
2010/3/13,10.3,21.3,1.8
2010/3/14,6.8,13.3,0.7
2010/3/15,10.1,16.1,2.1
2010/3/16,12.8,17.9,7.7
2010/3/17,7.4,10.8,4.2
2010/3/18,6.4,10.0,3.1
2010/3/19,6.4,10.2,3.4
2010/3/20,12.7,20.8,2.7
2010/3/21,12.9,18.7,4.9
2010/3/22,6.5,10.5,1.5
2010/3/23,7.6,9.7,5.0
2010/3/24,5.5,9.2,1.1
2010/3/25,3.7,5.4,1.5
2010/3/26,5.0,8.9,2.2
2010/3/27,5.3,9.3,0.8
2010/3/28,3.7,5.3,2.7
2010/3/29,2.8,6.2,-0.3
2010/3/30,3.0,10.3,-1.3
2010/3/31,6.8,13.6,-2.1
2010/4/1,12.7,20.0,2.9
2010/4/2,12.8,20.5,7.4
2010/4/3,8.2,12.7,3.7
2010/4/4,5.4,10.0,-0.2
2010/4/5,8.9,11.4,5.9
2010/4/6,13.8,20.8,9.2
2010/4/7,9.4,12.5,5.6
2010/4/8,6.2,9.8,1.9
2010/4/9,8.6,12.6,3.8
2010/4/10,12.9,19.5,6.0
2010/4/11,14.1,23.2,10.5
2010/4/12,7.4,11.4,5.2
2010/4/13,13.9,20.5,7.8
2010/4/14,11.2,15.3,8.6
2010/4/15,5.2,8.6,3.7
2010/4/16,4.7,6.7,1.7
2010/4/17,4.2,10.0,0.5
2010/4/18,8.9,15.8,3.1
2010/4/19,10.5,15.1,6.4
2010/4/20,13.1,20.4,8.5
2010/4/21,15.1,22.9,10.8
2010/4/22,6.8,10.8,5.3
2010/4/23,6.9,8.7,5.3
2010/4/24,7.9,13.4,3.5
2010/4/25,9.6,17.2,1.4
2010/4/26,10.1,18.3,4.4
2010/4/27,10.4,13.0,8.3
2010/4/28,13.6,15.8,11.1
2010/4/29,16.0,23.1,9.7
2010/4/30,12.0,17.7,6.4
2010/5/1,13.8,21.1,5.1
