ダウンロードした時刻：2017/07/24 15:46:37

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,8.5,10.7,6.3
1998/1/2,8.4,14.0,4.4
1998/1/3,9.7,15.0,4.5
1998/1/4,8.8,10.7,6.4
1998/1/5,7.0,10.6,5.0
1998/1/6,8.7,10.8,4.0
1998/1/7,7.5,10.5,3.4
1998/1/8,13.8,17.1,10.2
1998/1/9,10.3,13.1,7.6
1998/1/10,8.5,9.7,7.1
1998/1/11,8.4,10.0,7.3
1998/1/12,8.2,11.3,6.0
1998/1/13,8.3,11.8,4.6
1998/1/14,9.7,11.4,7.4
1998/1/15,8.8,10.3,7.8
1998/1/16,8.8,12.0,5.7
1998/1/17,8.5,10.8,5.3
1998/1/18,8.5,11.4,4.5
1998/1/19,2.4,4.5,0.7
1998/1/20,4.9,9.1,2.1
1998/1/21,6.8,9.4,2.9
1998/1/22,4.5,7.1,1.6
1998/1/23,3.9,6.2,1.7
1998/1/24,1.2,4.7,-1.1
1998/1/25,1.8,3.9,-1.1
1998/1/26,5.3,8.3,2.7
1998/1/27,6.1,9.8,2.7
1998/1/28,5.9,8.4,3.4
1998/1/29,4.4,8.8,1.6
1998/1/30,4.8,8.0,0.8
1998/1/31,7.9,11.3,4.8
1998/2/1,6.7,10.8,3.6
1998/2/2,7.4,12.7,2.5
1998/2/3,7.6,9.5,4.5
1998/2/4,7.3,11.0,5.7
1998/2/5,5.6,8.8,3.4
1998/2/6,6.0,10.2,2.6
1998/2/7,7.5,11.1,3.2
1998/2/8,6.6,9.7,4.5
1998/2/9,7.6,14.9,1.7
1998/2/10,8.9,15.1,3.5
1998/2/11,9.0,15.1,1.5
1998/2/12,16.3,18.9,12.8
1998/2/13,15.6,19.8,11.6
1998/2/14,13.7,17.2,9.6
1998/2/15,10.7,14.1,7.7
1998/2/16,10.4,15.7,5.9
1998/2/17,10.6,14.1,7.0
1998/2/18,8.7,11.8,5.3
1998/2/19,13.3,17.0,8.9
1998/2/20,15.2,16.6,13.3
1998/2/21,12.4,14.9,9.7
1998/2/22,10.4,13.2,7.5
1998/2/23,10.6,11.4,9.2
1998/2/24,11.8,15.1,10.8
1998/2/25,11.0,13.4,9.5
1998/2/26,10.6,14.6,7.6
1998/2/27,10.8,15.9,6.3
1998/2/28,9.8,11.4,8.8
1998/3/1,9.1,11.9,5.6
1998/3/2,8.6,14.6,3.6
1998/3/3,9.9,14.7,5.0
1998/3/4,11.1,15.1,7.7
1998/3/5,10.4,14.4,7.2
1998/3/6,10.3,15.9,4.9
1998/3/7,10.4,14.8,7.2
1998/3/8,10.1,13.5,5.8
1998/3/9,11.9,16.3,8.4
1998/3/10,9.1,10.6,7.8
1998/3/11,12.3,17.1,9.8
1998/3/12,10.9,12.6,8.7
1998/3/13,11.6,15.3,6.5
1998/3/14,14.1,17.5,9.2
1998/3/15,7.8,10.9,5.1
1998/3/16,9.6,13.6,6.1
1998/3/17,10.6,16.4,4.5
1998/3/18,13.1,19.5,7.8
1998/3/19,15.5,17.5,12.6
1998/3/20,8.3,18.3,4.9
1998/3/21,7.8,10.3,5.6
1998/3/22,7.6,10.5,4.7
1998/3/23,8.8,13.5,3.5
1998/3/24,9.9,12.2,8.5
1998/3/25,10.4,14.7,6.3
1998/3/26,11.8,13.9,9.1
1998/3/27,15.2,19.1,12.3
1998/3/28,13.9,17.6,11.5
1998/3/29,13.3,19.5,8.8
1998/3/30,14.0,19.9,8.0
1998/3/31,16.2,21.9,11.1
1998/4/1,18.1,24.4,13.4
1998/4/2,11.0,14.8,8.5
1998/4/3,11.3,15.7,6.9
1998/4/4,13.9,20.2,7.5
1998/4/5,17.5,23.3,12.9
1998/4/6,17.6,20.5,15.0
1998/4/7,16.5,21.3,14.4
1998/4/8,17.4,20.1,15.3
1998/4/9,16.6,17.9,15.1
1998/4/10,16.3,20.9,14.1
1998/4/11,18.7,23.4,13.8
1998/4/12,22.5,25.5,19.9
1998/4/13,19.6,22.8,16.8
1998/4/14,16.6,19.9,14.8
1998/4/15,16.4,20.9,12.4
1998/4/16,17.6,22.7,13.2
1998/4/17,17.9,23.4,15.2
1998/4/18,16.2,19.1,13.4
1998/4/19,16.6,21.8,11.7
1998/4/20,18.4,24.0,12.8
1998/4/21,20.5,23.5,17.7
1998/4/22,21.0,23.8,18.6
1998/4/23,21.6,22.9,20.2
1998/4/24,20.9,22.7,20.0
1998/4/25,18.5,21.0,15.3
1998/4/26,17.9,23.3,13.2
1998/4/27,20.6,26.1,16.5
1998/4/28,22.5,27.9,17.0
1998/4/29,24.2,29.0,21.7
1998/4/30,22.8,27.6,20.2
1998/5/1,24.0,28.5,20.8
