ダウンロードした時刻：2017/07/24 15:46:19

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,9.8,13.0,5.7
2000/1/2,10.2,13.2,7.3
2000/1/3,10.8,12.8,7.7
2000/1/4,9.2,13.5,5.9
2000/1/5,10.4,13.3,7.3
2000/1/6,12.7,14.4,11.0
2000/1/7,7.5,12.7,4.4
2000/1/8,7.6,10.0,4.5
2000/1/9,7.6,9.0,6.9
2000/1/10,9.2,11.7,7.1
2000/1/11,8.6,10.5,6.3
2000/1/12,7.7,9.0,6.2
2000/1/13,10.7,13.6,8.7
2000/1/14,9.5,11.1,7.7
2000/1/15,9.7,12.0,7.8
2000/1/16,9.6,11.0,8.3
2000/1/17,11.0,13.7,8.6
2000/1/18,9.6,11.9,8.2
2000/1/19,6.6,9.0,3.0
2000/1/20,2.4,3.6,0.2
2000/1/21,3.2,5.2,1.2
2000/1/22,5.8,7.1,4.5
2000/1/23,10.1,13.4,5.4
2000/1/24,9.8,11.3,6.9
2000/1/25,6.9,9.7,4.0
2000/1/26,3.6,5.6,1.5
2000/1/27,2.5,5.2,0.3
2000/1/28,5.1,9.7,1.7
2000/1/29,6.6,9.9,2.2
2000/1/30,7.9,9.3,6.4
2000/1/31,3.3,6.4,2.2
2000/2/1,4.4,5.9,2.3
2000/2/2,6.3,8.3,4.7
2000/2/3,6.9,10.0,4.8
2000/2/4,7.2,10.2,5.1
2000/2/5,7.0,9.1,3.8
2000/2/6,9.2,11.4,7.9
2000/2/7,7.8,9.0,6.6
2000/2/8,3.3,8.1,-0.2
2000/2/9,4.0,5.8,2.8
2000/2/10,6.3,10.2,2.6
2000/2/11,8.6,11.5,5.9
2000/2/12,8.9,11.5,6.2
2000/2/13,9.4,13.4,6.0
2000/2/14,9.7,13.5,7.6
2000/2/15,3.4,7.7,1.6
2000/2/16,3.1,5.3,0.9
2000/2/17,5.0,6.9,3.5
2000/2/18,5.8,8.4,4.5
2000/2/19,4.2,5.0,2.9
2000/2/20,8.1,11.8,4.8
2000/2/21,6.6,8.5,3.9
2000/2/22,6.1,9.3,3.3
2000/2/23,6.7,10.1,2.9
2000/2/24,6.5,9.4,3.3
2000/2/25,4.8,7.3,3.0
2000/2/26,6.0,8.2,2.7
2000/2/27,6.2,8.0,4.1
2000/2/28,6.5,10.3,2.4
2000/2/29,5.2,8.8,2.5
2000/3/1,6.7,10.8,2.4
2000/3/2,9.0,14.6,4.3
2000/3/3,10.1,14.3,5.7
2000/3/4,11.6,13.2,10.6
2000/3/5,12.1,15.9,9.2
2000/3/6,10.9,14.8,7.4
2000/3/7,8.4,10.9,6.7
2000/3/8,6.6,8.4,5.0
2000/3/9,6.2,8.3,4.9
2000/3/10,7.9,10.9,5.3
2000/3/11,6.0,8.2,4.2
2000/3/12,8.4,13.2,5.0
2000/3/13,9.9,13.2,5.8
2000/3/14,9.7,14.8,5.2
2000/3/15,9.6,13.5,5.5
2000/3/16,11.0,13.1,9.2
2000/3/17,9.7,13.1,6.7
2000/3/18,9.9,14.6,5.2
2000/3/19,11.4,14.8,9.0
2000/3/20,9.4,13.7,6.9
2000/3/21,9.9,15.7,5.2
2000/3/22,11.2,14.9,8.7
2000/3/23,10.5,12.1,8.5
2000/3/24,10.4,12.5,8.8
2000/3/25,9.7,12.2,7.3
2000/3/26,13.1,16.8,10.8
2000/3/27,15.9,20.8,11.3
2000/3/28,12.7,15.4,10.8
2000/3/29,10.4,11.3,9.8
2000/3/30,11.7,14.4,9.3
2000/3/31,11.1,13.8,9.3
2000/4/1,13.0,18.4,8.2
2000/4/2,12.3,14.4,10.4
2000/4/3,13.6,18.4,11.6
2000/4/4,12.5,15.5,10.6
2000/4/5,13.4,16.2,10.8
2000/4/6,12.4,15.3,9.2
2000/4/7,13.5,17.5,9.4
2000/4/8,13.6,17.4,10.8
2000/4/9,13.9,18.1,9.5
2000/4/10,14.2,17.4,11.5
2000/4/11,11.7,14.8,8.8
2000/4/12,13.8,16.8,11.4
2000/4/13,16.3,21.3,10.7
2000/4/14,17.4,20.6,14.6
2000/4/15,13.9,16.1,12.0
2000/4/16,13.1,16.1,11.1
2000/4/17,15.4,20.2,10.0
2000/4/18,16.6,21.8,11.0
2000/4/19,15.0,17.8,13.3
2000/4/20,14.9,16.9,13.6
2000/4/21,15.2,17.5,13.6
2000/4/22,18.4,22.8,14.7
2000/4/23,15.5,19.1,12.7
2000/4/24,14.8,17.1,12.6
2000/4/25,15.8,20.8,12.1
2000/4/26,13.9,15.9,12.2
2000/4/27,14.2,16.5,12.1
2000/4/28,13.8,17.4,10.4
2000/4/29,15.5,21.2,10.7
2000/4/30,13.8,14.4,12.7
2000/5/1,17.2,22.9,13.9
