É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:31

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2000/1/1,4.5,11.9,-0.8
2000/1/2,3.4,9.0,-2.6
2000/1/3,6.5,12.1,1.7
2000/1/4,4.9,12.8,-1.0
2000/1/5,5.2,10.8,-1.9
2000/1/6,8.6,11.8,5.9
2000/1/7,10.5,17.0,6.7
2000/1/8,6.4,10.3,2.3
2000/1/9,6.5,12.0,-0.7
2000/1/10,9.1,15.6,5.4
2000/1/11,4.2,10.3,-1.0
2000/1/12,1.7,5.5,-0.6
2000/1/13,5.9,9.2,1.8
2000/1/14,9.5,15.8,6.4
2000/1/15,6.1,11.2,1.7
2000/1/16,4.1,8.2,-1.2
2000/1/17,4.8,7.0,2.6
2000/1/18,5.9,10.7,1.0
2000/1/19,4.5,8.2,2.8
2000/1/20,5.0,12.0,0.8
2000/1/21,1.3,5.3,-3.2
2000/1/22,0.5,6.2,-5.1
2000/1/23,2.8,8.5,-2.6
2000/1/24,5.2,10.9,-0.4
2000/1/25,3.0,6.8,-1.4
2000/1/26,-0.1,5.9,-5.2
2000/1/27,-0.4,5.8,-6.0
2000/1/28,0.5,7.3,-6.3
2000/1/29,2.8,9.7,-4.6
2000/1/30,5.0,12.7,-2.0
2000/1/31,2.7,7.7,-1.8
2000/2/1,1.3,8.0,-4.5
2000/2/2,3.3,10.6,-2.7
2000/2/3,4.4,11.2,-2.5
2000/2/4,4.2,10.5,-0.3
2000/2/5,3.3,10.3,-3.5
2000/2/6,4.7,10.0,0.3
2000/2/7,5.7,13.4,-0.8
2000/2/8,5.1,12.8,-0.3
2000/2/9,2.2,8.4,-1.9
2000/2/10,1.8,8.8,-4.5
2000/2/11,3.0,9.7,-3.0
2000/2/12,4.6,12.7,-2.2
2000/2/13,4.6,11.8,-1.6
2000/2/14,4.1,7.8,1.4
2000/2/15,2.0,8.6,-1.5
2000/2/16,-0.4,4.9,-4.4
2000/2/17,0.6,7.4,-6.1
2000/2/18,0.2,6.5,-5.4
2000/2/19,2.1,8.5,-5.7
2000/2/20,2.7,5.9,-0.5
2000/2/21,1.2,7.7,-2.7
2000/2/22,2.2,8.3,-3.0
2000/2/23,1.9,8.0,-4.3
2000/2/24,1.8,9.5,-2.4
2000/2/25,0.4,6.8,-4.7
2000/2/26,0.2,4.4,-5.6
2000/2/27,2.4,8.8,-3.3
2000/2/28,3.2,12.0,-3.8
2000/2/29,1.5,6.2,-2.1
2000/3/1,2.2,9.8,-3.9
2000/3/2,5.2,13.5,-2.1
2000/3/3,7.3,15.4,-0.9
2000/3/4,8.0,13.5,2.5
2000/3/5,9.7,17.1,3.5
2000/3/6,5.3,7.4,4.0
2000/3/7,6.9,16.5,-0.4
2000/3/8,5.2,11.6,-0.3
2000/3/9,2.2,9.8,-1.9
2000/3/10,2.4,9.3,-4.0
2000/3/11,4.0,11.3,-3.2
2000/3/12,7.0,12.8,3.4
2000/3/13,5.8,15.5,-0.7
2000/3/14,4.0,12.0,-2.5
2000/3/15,4.9,11.9,-3.3
2000/3/16,3.8,5.2,2.4
2000/3/17,5.2,11.5,-0.1
2000/3/18,6.4,16.2,-2.4
2000/3/19,9.2,17.2,0.8
2000/3/20,8.2,12.9,1.2
2000/3/21,4.9,10.4,-1.7
2000/3/22,6.1,13.3,-0.3
2000/3/23,5.5,9.3,-0.7
2000/3/24,9.1,14.5,2.8
2000/3/25,6.2,11.6,0.0
2000/3/26,4.2,10.5,-0.9
2000/3/27,6.9,15.1,-1.5
2000/3/28,9.8,15.6,2.9
2000/3/29,14.6,21.6,9.4
2000/3/30,11.2,17.5,5.2
2000/3/31,9.7,16.5,2.1
2000/4/1,9.5,14.1,4.8
2000/4/2,9.3,16.1,1.7
2000/4/3,7.5,11.9,4.3
2000/4/4,9.1,17.3,1.5
2000/4/5,11.0,13.1,8.1
2000/4/6,12.4,18.0,8.0
2000/4/7,11.1,16.9,6.9
2000/4/8,11.4,19.3,5.5
2000/4/9,11.1,18.6,2.2
2000/4/10,13.0,15.5,10.8
2000/4/11,11.2,16.4,5.7
2000/4/12,12.5,21.9,2.2
2000/4/13,14.2,22.3,6.7
2000/4/14,15.7,22.2,10.2
2000/4/15,9.8,13.4,6.6
2000/4/16,8.8,14.1,4.1
2000/4/17,9.3,16.2,0.5
2000/4/18,12.3,19.7,5.2
2000/4/19,13.9,22.3,7.4
2000/4/20,9.0,11.7,6.8
2000/4/21,13.2,15.8,10.2
2000/4/22,18.0,24.4,11.5
2000/4/23,15.0,22.4,8.2
2000/4/24,12.1,20.6,5.8
2000/4/25,13.4,22.1,4.8
2000/4/26,12.4,16.9,10.4
2000/4/27,13.9,20.4,10.3
2000/4/28,13.2,20.1,8.3
2000/4/29,13.7,20.9,5.9
2000/4/30,14.9,21.2,7.0
2000/5/1,17.8,23.4,12.6
