ダウンロードした時刻：2017/07/24 15:41:58

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,6.7,11.0,4.5
2006/1/2,6.3,8.3,3.4
2006/1/3,6.1,10.3,1.6
2006/1/4,6.0,9.8,3.8
2006/1/5,3.0,5.5,0.0
2006/1/6,2.0,4.3,0.6
2006/1/7,2.5,7.9,-2.1
2006/1/8,2.3,8.7,-3.4
2006/1/9,3.7,9.1,-2.0
2006/1/10,5.6,9.8,0.2
2006/1/11,6.3,11.7,1.3
2006/1/12,5.7,11.1,0.6
2006/1/13,8.2,12.1,3.2
2006/1/14,11.1,14.0,7.5
2006/1/15,12.0,16.3,9.0
2006/1/16,11.1,15.8,8.1
2006/1/17,9.9,14.0,6.0
2006/1/18,7.2,9.4,3.9
2006/1/19,5.5,10.2,1.2
2006/1/20,6.1,9.0,2.7
2006/1/21,5.4,6.5,4.0
2006/1/22,6.1,12.5,2.4
2006/1/23,3.7,8.6,-0.5
2006/1/24,3.7,10.8,-2.4
2006/1/25,4.1,9.6,-1.1
2006/1/26,4.6,10.8,-1.4
2006/1/27,5.0,10.8,-1.2
2006/1/28,5.4,11.4,-0.4
2006/1/29,5.6,11.4,-0.2
2006/1/30,12.2,20.6,2.6
2006/1/31,9.3,11.4,7.3
2006/2/1,8.6,10.1,7.0
2006/2/2,7.9,12.7,3.2
2006/2/3,8.1,12.4,1.6
2006/2/4,2.3,5.6,-1.8
2006/2/5,2.8,7.8,-2.2
2006/2/6,4.0,8.2,-0.8
2006/2/7,8.4,14.7,3.7
2006/2/8,6.8,11.2,3.8
2006/2/9,5.0,9.3,0.4
2006/2/10,5.3,12.7,-2.5
2006/2/11,7.1,14.4,-1.1
2006/2/12,6.2,12.9,-0.1
2006/2/13,5.2,12.2,-1.7
2006/2/14,11.6,21.1,0.5
2006/2/15,18.1,24.6,13.5
2006/2/16,11.2,13.6,10.1
2006/2/17,9.7,14.1,6.0
2006/2/18,7.3,10.8,4.7
2006/2/19,7.8,10.9,3.7
2006/2/20,7.9,9.5,6.7
2006/2/21,9.7,13.5,6.2
2006/2/22,10.3,17.2,4.7
2006/2/23,11.9,16.2,7.4
2006/2/24,8.3,11.0,6.2
2006/2/25,9.4,14.1,4.1
2006/2/26,10.6,12.0,8.8
2006/2/27,11.8,14.3,9.3
2006/2/28,7.6,9.3,6.4
2006/3/1,9.8,12.0,7.0
2006/3/2,10.1,14.1,6.2
2006/3/3,7.8,13.0,2.9
2006/3/4,6.6,11.5,2.0
2006/3/5,8.5,15.9,0.2
2006/3/6,10.1,13.7,4.8
2006/3/7,11.3,15.7,7.6
2006/3/8,12.4,19.5,4.4
2006/3/9,11.2,13.6,9.4
2006/3/10,10.5,13.5,8.9
2006/3/11,11.1,15.7,6.5
2006/3/12,13.3,16.3,9.2
2006/3/13,7.5,12.8,3.0
2006/3/14,5.2,10.2,-0.4
2006/3/15,6.7,12.6,-0.5
2006/3/16,9.3,14.4,3.0
2006/3/17,13.5,20.2,8.9
2006/3/18,11.1,16.6,6.2
2006/3/19,11.5,19.5,4.2
2006/3/20,7.9,12.6,1.3
2006/3/21,10.0,17.0,3.0
2006/3/22,9.4,14.0,4.4
2006/3/23,11.2,15.6,8.3
2006/3/24,11.2,15.6,7.1
2006/3/25,11.7,15.9,7.7
2006/3/26,12.8,19.5,7.6
2006/3/27,12.6,17.8,6.1
2006/3/28,12.7,18.3,8.9
2006/3/29,8.8,13.1,5.5
2006/3/30,7.7,13.8,3.8
2006/3/31,7.5,13.9,0.5
2006/4/1,9.5,14.0,3.8
2006/4/2,11.9,17.0,9.2
2006/4/3,16.7,23.2,9.7
2006/4/4,13.4,18.4,7.3
2006/4/5,11.9,13.4,10.9
2006/4/6,12.1,15.6,8.5
2006/4/7,12.0,15.8,8.6
2006/4/8,12.2,18.4,7.5
2006/4/9,12.7,17.7,6.4
2006/4/10,12.2,15.4,9.7
2006/4/11,12.7,14.3,10.8
2006/4/12,16.4,20.3,13.0
2006/4/13,16.4,19.5,13.9
2006/4/14,14.4,17.2,12.1
2006/4/15,13.0,16.8,10.0
2006/4/16,10.0,12.9,7.7
2006/4/17,11.8,16.2,6.8
2006/4/18,15.2,23.7,7.8
2006/4/19,16.1,20.8,11.9
2006/4/20,16.1,21.7,12.4
2006/4/21,13.3,17.8,9.6
2006/4/22,12.0,15.8,5.9
2006/4/23,13.7,15.3,11.5
2006/4/24,18.3,26.5,11.4
2006/4/25,15.6,20.3,11.8
2006/4/26,14.0,18.3,8.9
2006/4/27,13.5,16.3,11.3
2006/4/28,15.3,19.3,10.8
2006/4/29,15.8,19.4,12.4
2006/4/30,17.3,21.8,11.7
2006/5/1,23.1,32.0,14.6
