ダウンロードした時刻：2017/07/24 15:45:33

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,4.9,7.4,2.8
2009/1/2,5.5,9.8,2.1
2009/1/3,5.6,12.1,1.1
2009/1/4,6.9,12.7,1.9
2009/1/5,9.0,13.2,5.8
2009/1/6,6.9,12.2,3.3
2009/1/7,7.2,10.2,3.9
2009/1/8,7.1,11.7,2.6
2009/1/9,6.9,10.2,4.4
2009/1/10,4.5,7.0,2.2
2009/1/11,4.5,6.8,2.8
2009/1/12,4.6,7.3,1.6
2009/1/13,3.7,7.0,1.7
2009/1/14,4.3,7.4,1.5
2009/1/15,3.0,7.6,-0.1
2009/1/16,4.7,8.5,0.0
2009/1/17,6.3,10.6,2.7
2009/1/18,9.0,13.5,3.3
2009/1/19,9.5,12.3,5.5
2009/1/20,6.9,11.8,3.1
2009/1/21,6.2,8.8,4.1
2009/1/22,6.8,8.0,5.0
2009/1/23,7.1,10.4,3.0
2009/1/24,1.7,4.3,0.3
2009/1/25,2.6,5.6,0.7
2009/1/26,4.2,6.0,2.6
2009/1/27,5.2,10.2,1.4
2009/1/28,6.8,13.8,1.1
2009/1/29,8.6,13.6,3.5
2009/1/30,11.0,13.5,9.4
2009/1/31,9.2,11.8,6.3
2009/2/1,6.4,10.9,2.3
2009/2/2,5.9,11.7,1.1
2009/2/3,6.3,8.1,4.2
2009/2/4,8.1,14.0,3.6
2009/2/5,8.0,14.3,2.6
2009/2/6,8.0,12.6,3.4
2009/2/7,7.3,13.5,1.5
2009/2/8,8.9,14.5,4.8
2009/2/9,6.8,13.3,2.5
2009/2/10,8.9,13.7,5.0
2009/2/11,9.7,13.0,6.7
2009/2/12,10.5,16.3,5.9
2009/2/13,16.9,21.5,9.2
2009/2/14,15.6,21.0,10.8
2009/2/15,12.1,17.3,7.9
2009/2/16,7.9,11.6,2.6
2009/2/17,3.7,7.9,1.6
2009/2/18,5.1,9.9,1.0
2009/2/19,5.5,9.9,1.9
2009/2/20,7.7,10.7,5.9
2009/2/21,5.3,9.7,1.0
2009/2/22,6.6,9.9,2.2
2009/2/23,10.6,15.2,8.1
2009/2/24,10.1,14.0,7.9
2009/2/25,11.3,15.4,9.0
2009/2/26,10.1,13.7,6.0
2009/2/27,7.8,9.4,7.2
2009/2/28,8.1,11.2,4.3
2009/3/1,9.7,15.2,5.1
2009/3/2,7.4,12.8,2.3
2009/3/3,5.5,7.1,4.0
2009/3/4,7.8,11.5,5.3
2009/3/5,8.7,13.7,3.0
2009/3/6,10.0,13.6,5.9
2009/3/7,8.4,13.2,4.9
2009/3/8,9.1,12.9,6.1
2009/3/9,8.3,11.1,5.6
2009/3/10,9.9,16.0,4.4
2009/3/11,8.7,13.2,4.6
2009/3/12,9.1,14.6,2.4
2009/3/13,13.4,17.2,9.0
2009/3/14,6.9,11.2,2.1
2009/3/15,6.7,11.6,1.6
2009/3/16,10.7,16.7,4.1
2009/3/17,13.7,20.0,7.5
2009/3/18,15.2,20.9,8.7
2009/3/19,16.9,22.9,11.6
2009/3/20,14.7,19.6,8.3
2009/3/21,12.3,18.2,5.1
2009/3/22,15.7,20.9,11.6
2009/3/23,12.8,17.0,10.1
2009/3/24,11.1,16.2,6.3
2009/3/25,9.0,13.5,3.8
2009/3/26,7.4,12.3,1.7
2009/3/27,10.8,14.3,6.0
2009/3/28,7.6,11.0,3.6
2009/3/29,9.3,14.4,5.0
2009/3/30,9.4,15.0,4.6
2009/3/31,9.9,16.1,5.7
2009/4/1,8.9,13.0,6.5
2009/4/2,9.5,15.2,4.2
2009/4/3,10.7,15.5,4.7
2009/4/4,12.2,13.7,11.2
2009/4/5,12.3,17.8,9.1
2009/4/6,13.1,19.3,7.1
2009/4/7,13.7,19.9,7.2
2009/4/8,16.0,22.5,10.3
2009/4/9,16.2,22.7,9.9
2009/4/10,17.0,23.8,10.1
2009/4/11,17.8,24.0,11.6
2009/4/12,18.3,24.1,12.6
2009/4/13,19.1,24.6,13.4
2009/4/14,15.8,18.8,12.5
2009/4/15,15.9,19.8,12.6
2009/4/16,16.8,21.6,13.1
2009/4/17,16.9,22.3,13.4
2009/4/18,17.5,23.8,11.4
2009/4/19,19.0,25.4,11.8
2009/4/20,19.9,24.2,15.8
2009/4/21,19.2,23.7,15.2
2009/4/22,16.3,20.0,13.3
2009/4/23,16.3,22.4,11.4
2009/4/24,15.8,20.4,10.7
2009/4/25,14.5,16.9,13.0
2009/4/26,12.2,16.1,8.7
2009/4/27,11.8,17.3,6.1
2009/4/28,12.9,18.6,7.2
2009/4/29,14.4,20.5,8.0
2009/4/30,16.6,22.6,10.1
2009/5/1,17.6,22.8,12.5
