ダウンロードした時刻：2017/07/24 15:41:44

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,4.7,8.8,1.9
1984/1/2,5.1,9.5,1.8
1984/1/3,5.2,10.5,0.7
1984/1/4,4.6,8.8,1.5
1984/1/5,2.2,7.6,-0.7
1984/1/6,3.1,6.9,-1.0
1984/1/7,4.6,10.4,0.2
1984/1/8,3.9,9.7,-1.9
1984/1/9,4.4,8.2,-0.3
1984/1/10,6.5,10.4,2.5
1984/1/11,4.7,8.3,1.1
1984/1/12,3.0,7.8,0.2
1984/1/13,3.9,8.6,0.4
1984/1/14,5.1,10.1,-0.3
1984/1/15,6.8,12.2,1.5
1984/1/16,2.8,5.9,-0.3
1984/1/17,1.3,4.3,-0.4
1984/1/18,2.7,6.7,-1.3
1984/1/19,1.6,3.1,0.4
1984/1/20,1.6,6.9,-1.3
1984/1/21,3.0,6.5,-2.2
1984/1/22,4.9,8.6,3.5
1984/1/23,4.1,8.7,1.0
1984/1/24,3.0,7.0,0.6
1984/1/25,2.7,6.4,0.3
1984/1/26,0.8,3.8,-1.2
1984/1/27,1.4,5.0,-1.0
1984/1/28,2.1,5.8,-0.3
1984/1/29,1.8,5.8,-1.5
1984/1/30,3.4,7.6,-2.0
1984/1/31,4.4,6.7,2.8
1984/2/1,5.3,10.3,2.1
1984/2/2,4.8,8.7,0.2
1984/2/3,2.0,4.8,-1.4
1984/2/4,-0.3,2.7,-2.6
1984/2/5,2.3,6.3,-1.7
1984/2/6,1.6,5.4,-2.4
1984/2/7,-2.0,1.2,-3.7
1984/2/8,-0.8,3.1,-4.1
1984/2/9,0.2,3.6,-2.4
1984/2/10,1.4,5.8,-1.5
1984/2/11,2.5,9.0,-2.3
1984/2/12,4.6,9.7,-1.5
1984/2/13,6.2,11.3,3.5
1984/2/14,4.5,8.8,2.1
1984/2/15,2.9,7.1,0.3
1984/2/16,2.9,7.6,-0.2
1984/2/17,1.5,3.2,-0.4
1984/2/18,2.8,6.7,0.2
1984/2/19,2.8,7.6,-0.5
1984/2/20,3.8,9.6,-1.8
1984/2/21,6.5,12.1,0.7
1984/2/22,7.0,12.2,0.6
1984/2/23,7.2,8.9,5.4
1984/2/24,7.1,11.1,2.9
1984/2/25,6.7,10.6,2.6
1984/2/26,6.3,8.3,5.2
1984/2/27,3.4,6.0,-0.2
1984/2/28,1.7,5.3,-1.2
1984/2/29,2.4,7.5,-0.7
1984/3/1,1.7,6.5,-1.2
1984/3/2,4.1,9.9,-1.6
1984/3/3,4.3,9.8,1.2
1984/3/4,3.8,8.5,0.5
1984/3/5,3.8,9.1,-0.4
1984/3/6,4.5,9.8,-0.3
1984/3/7,4.0,8.5,0.3
1984/3/8,4.4,9.1,-0.1
1984/3/9,5.5,9.6,1.4
1984/3/10,3.8,5.1,1.7
1984/3/11,2.6,6.6,0.5
1984/3/12,5.1,11.9,-0.3
1984/3/13,5.5,10.7,1.9
1984/3/14,4.7,7.1,3.3
1984/3/15,5.4,9.2,2.8
1984/3/16,7.9,11.4,5.2
1984/3/17,7.8,11.8,4.0
1984/3/18,6.6,11.4,3.0
1984/3/19,4.8,5.7,3.6
1984/3/20,6.1,9.0,3.5
1984/3/21,5.5,11.4,1.5
1984/3/22,4.1,9.6,-0.1
1984/3/23,5.0,10.4,0.8
1984/3/24,5.9,11.0,1.4
1984/3/25,8.6,14.1,5.2
1984/3/26,7.9,12.6,3.5
1984/3/27,9.0,14.8,2.6
1984/3/28,8.4,13.3,4.9
1984/3/29,9.6,15.7,2.6
1984/3/30,12.5,18.0,6.0
1984/3/31,14.5,21.3,9.5
1984/4/1,8.0,9.8,7.1
1984/4/2,10.4,14.4,7.3
1984/4/3,10.0,11.9,8.0
1984/4/4,12.8,17.3,9.7
1984/4/5,14.4,17.5,11.2
1984/4/6,12.2,17.3,6.6
1984/4/7,8.7,12.4,5.7
1984/4/8,9.5,15.2,2.8
1984/4/9,9.5,13.4,4.5
1984/4/10,12.3,15.6,9.1
1984/4/11,12.8,18.5,7.8
1984/4/12,12.4,18.7,8.3
1984/4/13,11.6,16.4,6.9
1984/4/14,11.8,16.5,7.5
1984/4/15,12.7,18.7,7.8
1984/4/16,13.0,15.3,10.2
1984/4/17,14.7,17.3,11.7
1984/4/18,17.5,21.3,13.7
1984/4/19,15.3,18.5,11.6
1984/4/20,13.8,18.5,10.7
1984/4/21,13.0,15.3,10.2
1984/4/22,11.8,12.8,10.8
1984/4/23,13.3,17.5,10.3
1984/4/24,14.3,17.6,11.3
1984/4/25,14.8,19.0,10.6
1984/4/26,16.7,21.7,11.7
1984/4/27,17.0,22.4,12.3
1984/4/28,15.8,20.6,10.9
1984/4/29,15.5,20.4,10.8
1984/4/30,15.8,20.2,12.1
1984/5/1,16.3,20.5,13.7
