ダウンロードした時刻：2017/07/24 15:39:39

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,2.8,4.9,0.7
1995/1/2,2.7,4.9,0.2
1995/1/3,4.1,9.5,-1.1
1995/1/4,7.2,8.4,6.0
1995/1/5,4.6,7.5,0.3
1995/1/6,0.7,1.5,0.2
1995/1/7,2.1,3.9,0.5
1995/1/8,2.4,9.2,-1.7
1995/1/9,6.9,13.9,1.0
1995/1/10,2.6,5.7,0.4
1995/1/11,1.0,2.6,0.4
1995/1/12,1.0,2.3,0.3
1995/1/13,0.9,2.3,0.3
1995/1/14,-0.3,1.0,-1.4
1995/1/15,-0.3,1.3,-2.2
1995/1/16,0.9,4.4,-1.3
1995/1/17,0.5,5.1,-2.7
1995/1/18,2.3,5.6,-1.1
1995/1/19,1.5,2.7,-0.6
1995/1/20,1.9,6.0,-1.9
1995/1/21,3.7,9.9,-1.2
1995/1/22,3.9,6.9,1.5
1995/1/23,4.2,7.1,2.8
1995/1/24,3.5,5.5,2.4
1995/1/25,2.9,5.7,-0.1
1995/1/26,1.5,3.4,0.1
1995/1/27,2.0,4.9,0.5
1995/1/28,1.7,5.6,0.6
1995/1/29,1.0,2.0,0.4
1995/1/30,-0.3,1.8,-1.6
1995/1/31,0.2,3.8,-1.8
1995/2/1,0.8,2.7,-0.9
1995/2/2,1.6,5.0,-0.2
1995/2/3,1.5,5.6,-1.1
1995/2/4,0.8,6.0,-2.7
1995/2/5,1.4,4.7,-1.7
1995/2/6,2.0,4.6,0.3
1995/2/7,2.4,5.9,0.2
1995/2/8,5.3,11.2,1.8
1995/2/9,4.9,9.6,2.0
1995/2/10,2.5,4.3,0.5
1995/2/11,3.0,9.0,-0.7
1995/2/12,4.6,11.1,-0.7
1995/2/13,5.8,9.3,3.5
1995/2/14,4.6,8.3,0.3
1995/2/15,3.4,7.9,0.1
1995/2/16,3.2,6.7,0.2
1995/2/17,2.6,6.4,-0.1
1995/2/18,3.5,7.7,0.4
1995/2/19,4.0,9.4,-1.7
1995/2/20,3.8,6.9,1.7
1995/2/21,2.1,5.7,0.6
1995/2/22,2.9,6.8,0.0
1995/2/23,3.8,10.2,-1.8
1995/2/24,4.9,8.2,1.0
1995/2/25,3.9,9.6,-1.0
1995/2/26,4.8,10.6,1.5
1995/2/27,5.0,8.5,1.4
1995/2/28,5.2,12.8,-0.8
1995/3/1,5.2,7.4,3.3
1995/3/2,3.8,6.4,0.0
1995/3/3,4.1,9.4,-1.5
1995/3/4,4.0,7.3,1.0
1995/3/5,2.6,7.2,0.5
1995/3/6,4.0,10.4,-0.5
1995/3/7,6.6,13.0,1.2
1995/3/8,5.7,12.6,1.0
1995/3/9,6.2,11.4,0.9
1995/3/10,7.7,11.3,4.9
1995/3/11,5.7,8.2,3.6
1995/3/12,5.9,11.2,2.6
1995/3/13,6.1,10.4,4.0
1995/3/14,6.6,10.2,3.5
1995/3/15,7.1,13.5,1.0
1995/3/16,12.4,16.5,5.1
1995/3/17,12.9,19.8,6.3
1995/3/18,5.8,8.4,3.2
1995/3/19,3.0,5.6,0.7
1995/3/20,7.0,14.0,0.2
1995/3/21,11.4,18.0,3.5
1995/3/22,9.8,12.8,6.1
1995/3/23,9.7,16.8,5.0
1995/3/24,11.8,18.7,8.6
1995/3/25,6.0,9.8,4.3
1995/3/26,5.4,9.2,1.2
1995/3/27,7.4,14.6,0.1
1995/3/28,6.1,10.1,2.7
1995/3/29,9.4,16.4,1.5
1995/3/30,10.7,12.3,9.1
1995/3/31,10.5,13.0,8.0
1995/4/1,6.8,10.2,3.2
1995/4/2,4.6,10.2,0.2
1995/4/3,5.0,9.8,0.4
1995/4/4,8.3,15.4,1.1
1995/4/5,12.5,20.4,3.9
1995/4/6,14.6,20.2,8.2
1995/4/7,12.5,16.3,6.4
1995/4/8,13.7,22.0,4.2
1995/4/9,14.3,16.6,11.4
1995/4/10,10.5,14.5,7.0
1995/4/11,8.6,13.3,4.3
1995/4/12,9.5,11.5,6.6
1995/4/13,11.2,17.4,5.9
1995/4/14,10.8,13.4,8.2
1995/4/15,12.5,15.8,10.3
1995/4/16,14.1,20.1,9.7
1995/4/17,14.2,17.9,11.0
1995/4/18,16.2,23.8,9.1
1995/4/19,11.9,15.2,7.9
1995/4/20,9.7,15.4,3.7
1995/4/21,14.7,22.6,4.4
1995/4/22,17.7,22.7,12.6
1995/4/23,17.4,24.6,12.4
1995/4/24,13.6,18.1,8.0
1995/4/25,15.8,19.5,14.4
1995/4/26,14.3,16.8,11.8
1995/4/27,13.3,18.1,8.6
1995/4/28,16.4,21.0,11.8
1995/4/29,18.1,23.3,11.8
1995/4/30,17.7,22.2,15.7
1995/5/1,18.4,21.4,15.9
