ダウンロードした時刻：2017/07/24 15:40:13

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,5.3,10.8,0.8
2011/1/2,5.1,10.0,0.9
2011/1/3,3.7,9.7,-0.5
2011/1/4,4.0,9.4,0.2
2011/1/5,4.0,10.7,-1.0
2011/1/6,3.5,7.7,0.5
2011/1/7,1.2,5.4,-1.4
2011/1/8,3.1,9.4,-2.7
2011/1/9,4.7,13.5,-0.1
2011/1/10,0.9,4.7,-1.9
2011/1/11,1.3,6.6,-2.5
2011/1/12,2.4,10.1,-1.9
2011/1/13,1.1,5.3,-1.6
2011/1/14,0.7,6.3,-3.5
2011/1/15,2.5,7.9,-2.0
2011/1/16,0.0,4.0,-2.1
2011/1/17,2.0,8.4,-2.3
2011/1/18,3.2,9.1,-2.2
2011/1/19,3.5,9.5,-1.1
2011/1/20,2.1,8.6,-2.0
2011/1/21,2.2,7.2,-1.6
2011/1/22,3.3,10.4,-2.5
2011/1/23,3.1,7.6,-2.3
2011/1/24,2.6,6.4,-1.1
2011/1/25,2.7,7.9,-1.6
2011/1/26,2.6,10.7,-2.7
2011/1/27,2.0,9.3,-2.2
2011/1/28,0.8,5.6,-2.9
2011/1/29,0.7,5.9,-3.5
2011/1/30,-0.1,3.5,-3.8
2011/1/31,-0.2,5.9,-5.5
2011/2/1,3.0,11.0,-3.7
2011/2/2,3.0,8.5,-1.4
2011/2/3,4.7,11.9,-1.2
2011/2/4,5.7,12.5,0.7
2011/2/5,6.0,14.7,0.1
2011/2/6,4.2,6.8,1.2
2011/2/7,5.9,10.6,1.6
2011/2/8,3.7,7.8,-0.6
2011/2/9,4.5,11.2,0.3
2011/2/10,3.5,7.4,0.9
2011/2/11,0.9,3.1,0.1
2011/2/12,1.5,4.8,-0.9
2011/2/13,2.3,6.9,-2.2
2011/2/14,1.5,5.6,-1.5
2011/2/15,3.6,9.4,0.3
2011/2/16,3.7,10.5,-2.3
2011/2/17,6.2,11.6,2.1
2011/2/18,6.7,12.1,2.0
2011/2/19,5.1,11.1,0.8
2011/2/20,6.1,12.0,0.8
2011/2/21,6.6,11.7,2.2
2011/2/22,5.8,12.7,0.0
2011/2/23,7.3,12.2,3.4
2011/2/24,8.5,14.8,3.2
2011/2/25,9.4,21.9,2.5
2011/2/26,5.5,12.3,1.1
2011/2/27,8.2,15.5,-0.1
2011/2/28,4.2,10.3,1.6
2011/3/1,4.8,6.6,3.1
2011/3/2,4.6,9.6,-0.3
2011/3/3,1.8,6.3,-1.0
2011/3/4,1.4,6.3,-2.8
2011/3/5,4.2,10.3,-2.3
2011/3/6,7.7,16.1,0.5
2011/3/7,4.4,7.3,2.6
2011/3/8,5.4,11.0,0.5
2011/3/9,5.3,12.2,1.2
2011/3/10,3.3,8.4,-0.6
2011/3/11,3.4,10.5,-0.7
2011/3/12,6.4,13.1,0.4
2011/3/13,10.3,19.4,2.3
2011/3/14,12.4,19.0,5.2
2011/3/15,9.3,13.1,6.6
2011/3/16,4.9,11.0,-0.1
2011/3/17,1.4,7.3,-2.0
2011/3/18,4.3,11.2,-2.1
2011/3/19,9.7,19.0,2.8
2011/3/20,11.5,18.0,5.6
2011/3/21,9.5,14.5,6.3
2011/3/22,6.1,8.2,4.4
2011/3/23,5.2,9.2,1.2
2011/3/24,3.7,9.6,-1.1
2011/3/25,5.7,10.7,0.6
2011/3/26,4.4,8.9,0.7
2011/3/27,4.2,9.5,-1.4
2011/3/28,7.0,14.8,0.8
2011/3/29,9.3,16.9,1.7
2011/3/30,9.5,17.0,3.8
2011/3/31,7.1,13.3,2.1
2011/4/1,9.5,17.0,2.4
2011/4/2,10.6,19.7,5.5
2011/4/3,6.8,13.3,3.7
2011/4/4,6.0,11.5,0.5
2011/4/5,9.7,18.9,0.4
2011/4/6,12.9,21.6,4.8
2011/4/7,13.4,20.3,8.3
2011/4/8,15.6,22.5,8.3
2011/4/9,13.7,17.1,11.8
2011/4/10,13.0,18.7,7.2
2011/4/11,12.0,19.5,7.1
2011/4/12,9.1,14.1,4.7
2011/4/13,12.8,23.2,2.6
2011/4/14,16.3,24.8,8.4
2011/4/15,18.5,26.1,10.5
2011/4/16,14.5,24.8,8.4
2011/4/17,13.3,20.5,6.6
2011/4/18,13.3,16.9,10.8
2011/4/19,8.6,11.6,6.1
2011/4/20,9.7,15.8,4.2
2011/4/21,11.3,16.1,7.3
2011/4/22,13.8,17.2,10.5
2011/4/23,15.3,19.5,10.3
2011/4/24,14.2,23.0,9.4
2011/4/25,11.4,18.0,6.2
2011/4/26,11.3,16.7,6.1
2011/4/27,17.8,28.0,8.4
2011/4/28,16.5,25.7,9.7
2011/4/29,13.1,20.0,6.6
2011/4/30,14.1,19.5,7.6
2011/5/1,17.2,23.3,13.0
