ダウンロードした時刻：2017/07/24 15:37:03

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,3.6,7.1,0.4
2004/1/2,2.5,5.7,-1.0
2004/1/3,1.4,4.7,-0.7
2004/1/4,-0.8,1.4,-2.9
2004/1/5,-0.3,3.5,-3.0
2004/1/6,-1.5,1.8,-4.3
2004/1/7,-1.3,3.1,-5.6
2004/1/8,0.1,2.4,-1.6
2004/1/9,-0.3,3.0,-4.1
2004/1/10,0.4,6.1,-4.7
2004/1/11,-1.8,1.0,-5.4
2004/1/12,0.4,3.0,-1.9
2004/1/13,1.5,7.4,-4.5
2004/1/14,-1.0,3.1,-3.5
2004/1/15,-2.3,0.4,-4.0
2004/1/16,0.3,4.2,-2.6
2004/1/17,-0.4,4.2,-4.0
2004/1/18,-1.2,4.6,-4.3
2004/1/19,0.5,3.8,-4.6
2004/1/20,1.6,5.2,-1.0
2004/1/21,2.1,7.4,-1.2
2004/1/22,-0.3,2.7,-3.7
2004/1/23,-3.1,-0.8,-5.2
2004/1/24,0.0,4.1,-2.5
2004/1/25,-1.0,3.3,-4.6
2004/1/26,-1.5,2.5,-5.8
2004/1/27,-1.5,2.0,-4.3
2004/1/28,-1.8,2.3,-5.1
2004/1/29,-1.9,2.1,-4.7
2004/1/30,-0.8,3.8,-5.6
2004/1/31,0.1,4.0,-2.5
2004/2/1,0.7,4.7,-2.0
2004/2/2,1.1,5.1,-5.2
2004/2/3,0.9,3.7,-2.5
2004/2/4,-1.6,1.6,-3.5
2004/2/5,-1.7,1.5,-3.7
2004/2/6,-1.1,3.6,-3.5
2004/2/7,-1.9,1.5,-4.1
2004/2/8,-1.4,2.4,-4.1
2004/2/9,-3.0,0.6,-5.9
2004/2/10,-2.5,2.4,-7.0
2004/2/11,0.8,5.9,-4.9
2004/2/12,1.7,4.9,-0.5
2004/2/13,1.3,6.2,-2.0
2004/2/14,5.3,11.3,-1.3
2004/2/15,3.2,5.2,0.7
2004/2/16,2.2,5.6,-0.4
2004/2/17,2.0,5.9,-0.3
2004/2/18,-0.2,2.6,-2.2
2004/2/19,-0.2,2.7,-3.0
2004/2/20,0.8,5.3,-3.3
2004/2/21,5.3,12.5,-2.3
2004/2/22,8.0,18.6,2.3
2004/2/23,4.1,11.4,-1.0
2004/2/24,3.3,7.3,-1.7
2004/2/25,5.8,11.0,0.3
2004/2/26,2.9,8.1,-2.2
2004/2/27,-2.3,0.0,-4.7
2004/2/28,2.9,8.1,-1.6
2004/2/29,4.7,10.4,-0.5
2004/3/1,-1.4,1.0,-3.2
2004/3/2,-2.5,1.0,-4.2
2004/3/3,-3.3,1.1,-6.3
2004/3/4,-1.2,2.7,-5.2
2004/3/5,-2.6,0.8,-5.6
2004/3/6,-1.9,0.5,-5.6
2004/3/7,-2.4,0.2,-5.3
2004/3/8,-1.4,2.2,-8.2
2004/3/9,3.3,7.9,-4.1
2004/3/10,8.2,13.3,0.8
2004/3/11,6.1,12.3,1.0
2004/3/12,4.4,9.2,1.3
2004/3/13,1.9,4.8,-0.3
2004/3/14,1.2,4.4,-1.4
2004/3/15,1.1,6.8,-3.7
2004/3/16,5.1,11.3,-3.6
2004/3/17,12.8,20.8,5.7
2004/3/18,2.6,7.5,-0.9
2004/3/19,2.1,6.9,-1.7
2004/3/20,3.4,8.1,-1.9
2004/3/21,4.1,9.2,-1.1
2004/3/22,1.6,6.1,-3.3
2004/3/23,1.5,6.7,-3.6
2004/3/24,3.4,10.4,-3.3
2004/3/25,7.5,14.1,-0.1
2004/3/26,6.2,10.0,3.7
2004/3/27,5.8,9.3,3.0
2004/3/28,7.3,14.2,1.8
2004/3/29,10.3,19.6,1.4
2004/3/30,12.2,17.9,6.5
2004/3/31,8.3,13.9,2.8
2004/4/1,6.5,11.0,3.2
2004/4/2,2.1,4.4,0.0
2004/4/3,2.4,6.3,-0.4
2004/4/4,4.8,10.0,0.4
2004/4/5,5.6,12.0,-1.9
2004/4/6,11.9,18.7,2.4
2004/4/7,8.3,10.9,4.6
2004/4/8,6.8,10.0,4.4
2004/4/9,10.0,16.7,3.8
2004/4/10,10.3,18.0,3.1
2004/4/11,7.0,11.7,1.4
2004/4/12,6.2,11.7,3.0
2004/4/13,7.3,11.9,2.0
2004/4/14,10.4,16.5,7.4
2004/4/15,10.8,17.3,5.2
2004/4/16,12.1,23.1,1.6
2004/4/17,8.1,12.0,3.9
2004/4/18,13.4,23.1,1.1
2004/4/19,16.9,23.1,11.9
2004/4/20,13.5,17.1,8.3
2004/4/21,11.6,15.5,7.6
2004/4/22,6.6,9.6,5.8
2004/4/23,4.0,6.0,0.8
2004/4/24,4.5,8.8,0.5
2004/4/25,6.3,11.5,1.3
2004/4/26,8.0,15.1,2.2
2004/4/27,6.4,7.4,5.3
2004/4/28,7.9,10.9,5.5
2004/4/29,13.4,21.6,6.1
2004/4/30,14.2,23.0,9.1
2004/5/1,8.3,12.5,3.1
