ダウンロードした時刻：2017/07/24 15:43:33

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,4.2,9.9,0.1
1993/1/2,4.6,11.7,0.0
1993/1/3,6.1,12.5,-0.1
1993/1/4,5.3,8.2,3.2
1993/1/5,4.8,7.8,1.6
1993/1/6,4.4,7.9,-0.2
1993/1/7,8.2,10.1,4.8
1993/1/8,7.8,9.3,5.9
1993/1/9,4.8,7.3,0.4
1993/1/10,6.5,8.9,5.2
1993/1/11,6.4,8.4,4.4
1993/1/12,6.6,9.6,4.9
1993/1/13,4.7,7.7,0.6
1993/1/14,6.5,7.5,5.5
1993/1/15,8.1,9.5,6.8
1993/1/16,8.2,11.7,3.8
1993/1/17,4.1,7.9,-0.1
1993/1/18,3.3,10.0,-0.7
1993/1/19,2.2,7.4,-1.5
1993/1/20,1.2,7.0,-2.3
1993/1/21,2.2,5.1,-0.3
1993/1/22,2.8,7.1,0.2
1993/1/23,3.9,9.0,0.8
1993/1/24,5.1,8.8,2.8
1993/1/25,7.7,10.4,4.5
1993/1/26,6.0,11.2,1.9
1993/1/27,3.7,10.2,0.4
1993/1/28,-0.2,1.0,-1.5
1993/1/29,0.9,3.7,-0.4
1993/1/30,2.5,6.2,-0.3
1993/1/31,3.9,9.8,0.8
1993/2/1,1.6,4.5,0.3
1993/2/2,0.6,3.4,-0.5
1993/2/3,2.2,5.9,-0.1
1993/2/4,4.5,8.7,1.4
1993/2/5,4.9,12.0,0.8
1993/2/6,11.8,18.9,3.2
1993/2/7,10.5,18.8,3.4
1993/2/8,1.5,3.6,0.6
1993/2/9,2.7,6.6,0.4
1993/2/10,2.8,5.5,0.5
1993/2/11,3.8,8.6,-0.2
1993/2/12,4.7,8.1,2.6
1993/2/13,5.7,12.3,1.5
1993/2/14,2.8,6.4,-1.9
1993/2/15,4.0,12.7,-3.1
1993/2/16,6.4,11.7,0.5
1993/2/17,10.9,15.5,7.1
1993/2/18,6.8,10.8,3.5
1993/2/19,4.6,7.5,1.0
1993/2/20,5.6,8.9,1.3
1993/2/21,9.0,13.1,1.2
1993/2/22,10.2,12.7,6.0
1993/2/23,2.5,6.0,0.2
1993/2/24,0.8,2.0,0.2
1993/2/25,1.9,5.1,-0.4
1993/2/26,2.3,7.2,-0.4
1993/2/27,3.6,10.4,-1.7
1993/2/28,5.9,12.4,2.3
1993/3/1,3.8,8.8,-0.7
1993/3/2,1.6,5.0,-0.8
1993/3/3,4.5,9.4,0.5
1993/3/4,4.1,11.1,-0.7
1993/3/5,7.2,16.8,-1.5
1993/3/6,10.0,18.1,1.0
1993/3/7,9.6,15.3,4.6
1993/3/8,4.3,7.1,2.7
1993/3/9,5.0,8.4,1.0
1993/3/10,5.1,11.3,0.7
1993/3/11,4.6,10.2,0.2
1993/3/12,5.5,9.9,1.6
1993/3/13,5.1,7.8,1.0
1993/3/14,5.6,10.8,0.7
1993/3/15,4.4,7.0,2.1
1993/3/16,3.4,6.4,0.8
1993/3/17,3.2,6.7,0.6
1993/3/18,4.4,8.2,1.2
1993/3/19,4.5,8.1,1.4
1993/3/20,3.8,8.1,0.5
1993/3/21,4.8,11.2,-1.3
1993/3/22,7.0,14.5,0.4
1993/3/23,8.4,18.4,0.4
1993/3/24,11.2,17.1,7.4
1993/3/25,10.5,15.1,6.4
1993/3/26,10.1,16.4,5.6
1993/3/27,10.5,16.5,5.6
1993/3/28,9.8,12.1,7.7
1993/3/29,5.3,9.1,3.1
1993/3/30,7.4,15.2,-0.7
1993/3/31,12.9,19.0,6.7
1993/4/1,12.0,16.4,6.5
1993/4/2,9.7,17.0,3.0
1993/4/3,12.5,25.4,5.0
1993/4/4,9.5,11.9,7.5
1993/4/5,7.9,10.1,4.9
1993/4/6,7.0,12.4,1.2
1993/4/7,7.6,13.6,1.2
1993/4/8,6.0,9.7,2.1
1993/4/9,5.7,10.2,1.7
1993/4/10,5.8,10.6,0.4
1993/4/11,4.7,13.8,-0.9
1993/4/12,6.0,11.1,1.2
1993/4/13,8.4,16.8,-0.6
1993/4/14,10.4,17.9,3.9
1993/4/15,11.1,19.7,3.0
1993/4/16,11.9,20.0,6.0
1993/4/17,13.3,21.0,6.6
1993/4/18,15.1,23.3,7.2
1993/4/19,14.1,21.1,9.3
1993/4/20,15.6,23.9,8.6
1993/4/21,17.8,26.4,11.7
1993/4/22,15.8,18.3,13.7
1993/4/23,19.3,26.2,14.1
1993/4/24,20.8,23.4,17.5
1993/4/25,11.6,19.5,5.9
1993/4/26,12.9,20.7,4.2
1993/4/27,15.8,21.1,10.6
1993/4/28,13.7,18.1,9.6
1993/4/29,12.2,15.1,11.3
1993/4/30,13.4,16.3,11.2
1993/5/1,11.8,14.5,9.6
