ダウンロードした時刻：2017/07/24 15:44:06

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,5.1,9.6,2.4
2014/1/2,5.0,7.4,1.3
2014/1/3,3.8,8.1,-0.6
2014/1/4,4.1,7.6,2.1
2014/1/5,3.8,6.6,-0.5
2014/1/6,2.8,7.6,-0.9
2014/1/7,2.8,7.4,-2.5
2014/1/8,4.8,6.4,3.1
2014/1/9,4.9,8.5,0.8
2014/1/10,1.5,4.3,-0.9
2014/1/11,3.1,6.0,0.2
2014/1/12,4.0,6.7,-0.1
2014/1/13,2.2,4.8,-0.8
2014/1/14,1.4,5.2,-1.3
2014/1/15,2.8,7.2,-0.9
2014/1/16,3.2,6.3,-1.2
2014/1/17,4.0,7.1,1.0
2014/1/18,2.4,6.3,-1.6
2014/1/19,0.9,2.4,-1.1
2014/1/20,2.6,7.1,-1.9
2014/1/21,3.4,6.6,0.7
2014/1/22,2.1,4.8,0.7
2014/1/23,3.4,8.1,0.2
2014/1/24,2.7,8.8,-2.2
2014/1/25,5.6,10.3,1.2
2014/1/26,5.2,8.1,0.9
2014/1/27,2.4,5.9,-0.3
2014/1/28,3.8,9.3,-1.7
2014/1/29,6.0,9.7,2.8
2014/1/30,4.6,7.1,1.8
2014/1/31,7.5,10.2,2.5
2014/2/1,5.0,10.0,-0.2
2014/2/2,8.3,11.4,5.9
2014/2/3,8.8,10.3,7.6
2014/2/4,3.8,7.6,-0.3
2014/2/5,-0.2,1.9,-1.3
2014/2/6,0.9,2.6,-0.7
2014/2/7,2.8,6.4,0.4
2014/2/8,1.8,4.5,0.3
2014/2/9,4.6,7.3,3.0
2014/2/10,3.1,6.1,0.5
2014/2/11,1.8,4.7,0.1
2014/2/12,4.1,7.9,0.4
2014/2/13,4.1,6.9,2.6
2014/2/14,1.3,2.8,-0.6
2014/2/15,4.1,6.7,1.1
2014/2/16,5.4,8.1,3.4
2014/2/17,3.6,7.8,-0.1
2014/2/18,2.7,4.9,1.6
2014/2/19,2.8,5.4,1.3
2014/2/20,3.8,7.4,1.7
2014/2/21,2.8,6.3,-1.2
2014/2/22,3.6,6.5,1.5
2014/2/23,4.3,8.1,0.2
2014/2/24,3.9,9.3,-1.7
2014/2/25,5.6,10.5,0.9
2014/2/26,7.2,12.2,1.3
2014/2/27,10.4,13.7,8.4
2014/2/28,10.2,13.9,7.9
2014/3/1,8.1,9.9,7.0
2014/3/2,7.9,11.8,6.0
2014/3/3,5.9,8.4,1.6
2014/3/4,5.3,10.4,-1.2
2014/3/5,7.0,8.9,3.5
2014/3/6,2.3,5.9,0.1
2014/3/7,1.2,4.0,-2.0
2014/3/8,2.7,5.8,0.3
2014/3/9,4.1,8.3,1.1
2014/3/10,0.5,3.2,-0.7
2014/3/11,2.9,7.4,-1.4
2014/3/12,6.0,13.9,-0.2
2014/3/13,7.7,9.9,5.7
2014/3/14,5.3,7.7,3.2
2014/3/15,5.3,9.2,2.7
2014/3/16,6.9,13.4,0.7
2014/3/17,9.2,16.1,3.7
2014/3/18,10.5,15.6,7.7
2014/3/19,8.4,11.8,6.2
2014/3/20,8.6,10.2,6.4
2014/3/21,4.0,6.8,1.8
2014/3/22,5.4,9.9,2.5
2014/3/23,7.8,14.5,1.0
2014/3/24,10.1,17.2,3.6
2014/3/25,11.8,16.0,7.1
2014/3/26,11.0,12.7,9.7
2014/3/27,10.4,11.9,8.1
2014/3/28,10.9,19.8,4.3
2014/3/29,13.9,19.6,7.5
2014/3/30,12.0,14.1,9.7
2014/3/31,10.0,12.7,8.7
2014/4/1,10.1,15.7,4.6
2014/4/2,12.6,19.3,7.0
2014/4/3,14.3,20.0,9.1
2014/4/4,10.0,16.9,4.5
2014/4/5,7.0,10.8,4.0
2014/4/6,6.1,9.0,4.7
2014/4/7,9.5,15.0,4.0
2014/4/8,10.6,16.8,4.1
2014/4/9,12.5,21.0,6.1
2014/4/10,10.7,17.3,7.5
2014/4/11,9.6,14.9,6.0
2014/4/12,9.5,16.3,2.8
2014/4/13,10.2,14.3,5.6
2014/4/14,10.9,16.4,6.0
2014/4/15,11.9,20.0,4.7
2014/4/16,14.7,19.9,9.2
2014/4/17,15.9,23.0,10.2
2014/4/18,14.0,17.6,11.0
2014/4/19,11.4,15.8,8.0
2014/4/20,9.6,12.2,5.7
2014/4/21,12.2,14.0,10.6
2014/4/22,12.7,16.1,9.6
2014/4/23,12.0,18.4,6.1
2014/4/24,13.2,21.0,6.5
2014/4/25,14.6,21.7,9.0
2014/4/26,16.5,23.8,9.5
2014/4/27,17.0,24.5,11.2
2014/4/28,15.8,20.8,13.6
2014/4/29,14.9,17.1,13.6
2014/4/30,16.9,21.7,13.2
2014/5/1,15.9,18.7,14.0
