ダウンロードした時刻：2017/07/24 15:37:47

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,-1.3,0.9,-4.6
2005/1/2,0.3,4.5,-5.0
2005/1/3,3.7,10.5,-1.1
2005/1/4,3.6,7.8,-1.8
2005/1/5,-1.8,0.3,-4.5
2005/1/6,-1.2,2.4,-4.8
2005/1/7,-0.1,1.3,-1.7
2005/1/8,-1.6,1.2,-5.2
2005/1/9,-2.6,-0.5,-5.4
2005/1/10,-2.1,0.1,-5.8
2005/1/11,-1.6,-0.3,-4.1
2005/1/12,-3.2,-1.5,-5.1
2005/1/13,-0.1,2.4,-4.7
2005/1/14,0.6,2.7,-1.4
2005/1/15,0.2,1.4,-0.7
2005/1/16,0.2,0.8,-0.1
2005/1/17,0.7,3.3,-0.8
2005/1/18,1.9,5.5,-0.4
2005/1/19,1.1,5.3,-2.7
2005/1/20,1.6,3.6,0.3
2005/1/21,0.2,1.2,-1.1
2005/1/22,-2.1,0.0,-3.3
2005/1/23,-2.1,2.5,-5.6
2005/1/24,-1.9,3.8,-9.1
2005/1/25,0.8,2.7,-1.0
2005/1/26,-0.7,2.5,-2.3
2005/1/27,1.2,4.5,-1.7
2005/1/28,0.4,4.7,-3.4
2005/1/29,-0.4,6.4,-6.4
2005/1/30,-1.5,2.8,-4.0
2005/1/31,-2.3,0.1,-4.4
2005/2/1,-2.6,-1.3,-3.4
2005/2/2,-2.2,-0.5,-4.6
2005/2/3,-1.7,1.3,-5.0
2005/2/4,-0.6,2.0,-2.4
2005/2/5,-1.7,0.8,-3.5
2005/2/6,-0.6,2.6,-4.0
2005/2/7,-0.7,2.5,-3.4
2005/2/8,-2.7,0.1,-6.1
2005/2/9,-0.7,2.8,-4.4
2005/2/10,0.3,4.0,-3.6
2005/2/11,-3.1,0.0,-5.4
2005/2/12,-2.0,0.9,-5.1
2005/2/13,-1.5,2.4,-5.3
2005/2/14,-1.2,2.4,-3.3
2005/2/15,-0.5,5.2,-4.3
2005/2/16,-1.3,-0.4,-2.5
2005/2/17,1.4,6.3,-1.6
2005/2/18,1.0,3.8,-1.2
2005/2/19,1.1,3.5,-0.6
2005/2/20,0.5,4.9,-3.4
2005/2/21,-2.6,0.5,-4.6
2005/2/22,-1.0,3.1,-4.3
2005/2/23,-0.2,5.6,-2.7
2005/2/24,-1.3,0.2,-3.1
2005/2/25,-0.6,3.0,-3.1
2005/2/26,-1.9,1.0,-4.1
2005/2/27,-2.2,1.5,-5.8
2005/2/28,-0.2,4.0,-2.8
2005/3/1,-1.6,1.6,-3.3
2005/3/2,-2.2,0.6,-4.5
2005/3/3,-1.3,3.4,-5.4
2005/3/4,-1.9,-1.0,-3.0
2005/3/5,-0.7,2.9,-4.8
2005/3/6,-1.9,3.9,-8.0
2005/3/7,4.5,9.1,-2.1
2005/3/8,5.8,9.0,2.6
2005/3/9,1.8,5.5,-2.3
2005/3/10,1.7,7.2,-2.8
2005/3/11,4.8,12.1,-0.4
2005/3/12,1.7,6.4,-3.2
2005/3/13,-1.6,1.1,-4.1
2005/3/14,0.2,4.4,-2.3
2005/3/15,3.6,8.5,-1.6
2005/3/16,5.6,10.2,0.5
2005/3/17,3.7,9.8,-0.4
2005/3/18,5.1,8.8,1.2
2005/3/19,1.4,6.3,-1.3
2005/3/20,3.2,10.0,-3.9
2005/3/21,5.1,9.9,1.0
2005/3/22,4.2,9.7,-1.4
2005/3/23,4.9,7.5,3.1
2005/3/24,6.0,10.9,2.5
2005/3/25,0.4,4.4,-1.5
2005/3/26,0.8,4.1,-1.2
2005/3/27,4.3,11.6,-1.4
2005/3/28,4.0,9.0,0.8
2005/3/29,4.1,7.7,0.4
2005/3/30,3.9,7.2,1.4
2005/3/31,4.4,11.0,0.7
2005/4/1,3.7,6.8,1.0
2005/4/2,6.6,16.3,-1.6
2005/4/3,6.7,16.0,2.0
2005/4/4,4.6,10.6,0.8
2005/4/5,9.3,16.2,0.0
2005/4/6,16.9,24.3,5.9
2005/4/7,11.8,19.6,7.8
2005/4/8,9.8,12.6,5.6
2005/4/9,7.9,13.6,3.4
2005/4/10,11.2,20.1,2.6
2005/4/11,9.8,14.2,7.1
2005/4/12,7.1,11.4,3.1
2005/4/13,6.9,10.6,3.9
2005/4/14,9.7,17.2,2.2
2005/4/15,11.5,20.5,2.5
2005/4/16,10.6,18.6,5.2
2005/4/17,8.8,15.6,2.7
2005/4/18,7.8,15.1,-0.4
2005/4/19,10.5,18.3,3.4
2005/4/20,7.5,8.9,5.5
2005/4/21,11.1,17.0,7.1
2005/4/22,7.8,13.2,4.7
2005/4/23,7.8,11.6,4.5
2005/4/24,9.3,15.5,3.7
2005/4/25,12.4,22.1,4.5
2005/4/26,12.8,18.3,8.1
2005/4/27,15.9,22.8,10.3
2005/4/28,20.9,26.3,10.4
2005/4/29,17.9,25.1,9.2
2005/4/30,14.7,22.2,5.9
2005/5/1,18.9,28.1,9.4
