ダウンロードした時刻：2017/07/24 15:47:24

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,3.5,6.1,1.7
2008/1/2,4.0,8.4,0.5
2008/1/3,4.2,10.3,-0.7
2008/1/4,5.3,12.3,0.0
2008/1/5,6.7,13.2,1.1
2008/1/6,6.5,14.4,0.0
2008/1/7,9.3,14.7,6.2
2008/1/8,8.3,15.0,2.8
2008/1/9,7.4,14.7,1.7
2008/1/10,8.9,16.5,2.5
2008/1/11,11.5,14.9,7.6
2008/1/12,13.4,16.5,8.3
2008/1/13,8.9,12.3,5.6
2008/1/14,8.4,13.0,5.0
2008/1/15,7.9,13.8,1.1
2008/1/16,6.9,10.1,1.6
2008/1/17,4.5,11.1,-2.1
2008/1/18,6.7,12.0,2.2
2008/1/19,8.0,13.7,2.2
2008/1/20,7.5,9.0,6.3
2008/1/21,8.2,12.1,6.2
2008/1/22,7.2,8.5,6.2
2008/1/23,8.7,11.2,6.9
2008/1/24,3.7,6.9,-0.8
2008/1/25,2.8,8.5,-2.5
2008/1/26,5.2,8.3,1.9
2008/1/27,6.8,12.8,2.1
2008/1/28,5.5,6.2,4.1
2008/1/29,7.3,8.9,6.0
2008/1/30,7.1,9.2,4.8
2008/1/31,5.5,9.4,2.0
2008/2/1,4.8,11.0,-1.5
2008/2/2,5.1,6.1,4.7
2008/2/3,5.5,7.6,3.7
2008/2/4,5.9,9.7,2.5
2008/2/5,4.4,9.4,-1.0
2008/2/6,4.5,9.0,0.4
2008/2/7,3.4,10.3,-2.4
2008/2/8,4.4,10.8,-1.5
2008/2/9,4.1,7.6,0.2
2008/2/10,5.5,13.4,-1.3
2008/2/11,6.8,12.7,0.3
2008/2/12,5.7,10.2,0.3
2008/2/13,1.9,6.4,-1.7
2008/2/14,2.6,8.6,-3.7
2008/2/15,5.3,9.6,0.5
2008/2/16,3.9,8.2,0.0
2008/2/17,2.3,8.4,-2.2
2008/2/18,3.9,11.8,-4.0
2008/2/19,5.6,12.3,-0.1
2008/2/20,5.4,12.9,-2.0
2008/2/21,7.1,15.4,-0.6
2008/2/22,8.1,11.9,3.5
2008/2/23,8.6,13.0,3.6
2008/2/24,3.8,7.8,1.2
2008/2/25,7.0,13.6,-0.5
2008/2/26,8.0,12.5,4.5
2008/2/27,5.6,9.8,2.4
2008/2/28,6.5,13.2,-0.4
2008/2/29,8.4,13.5,2.0
2008/3/1,9.1,13.8,4.4
2008/3/2,8.8,15.2,1.3
2008/3/3,9.2,12.8,6.7
2008/3/4,5.5,10.5,2.8
2008/3/5,4.7,9.8,1.0
2008/3/6,6.9,13.6,-0.8
2008/3/7,8.8,14.7,3.8
2008/3/8,8.6,15.6,1.2
2008/3/9,8.8,10.4,6.2
2008/3/10,11.9,16.8,6.9
2008/3/11,11.3,19.8,2.9
2008/3/12,12.7,21.8,4.5
2008/3/13,15.0,22.2,6.6
2008/3/14,13.5,17.2,9.0
2008/3/15,12.6,20.1,4.8
2008/3/16,13.1,19.1,8.1
2008/3/17,13.6,21.1,8.0
2008/3/18,14.6,22.1,6.2
2008/3/19,14.2,17.8,11.8
2008/3/20,12.4,17.8,7.9
2008/3/21,13.4,24.2,5.1
2008/3/22,13.5,20.9,5.0
2008/3/23,13.6,15.8,11.8
2008/3/24,13.1,18.4,9.3
2008/3/25,12.3,18.8,5.9
2008/3/26,10.1,15.0,5.5
2008/3/27,8.2,12.3,2.6
2008/3/28,11.1,16.3,5.3
2008/3/29,13.4,19.3,6.5
2008/3/30,11.6,14.2,9.8
2008/3/31,11.1,15.7,7.8
2008/4/1,10.8,16.9,4.5
2008/4/2,10.8,14.7,5.1
2008/4/3,12.7,19.0,7.0
2008/4/4,12.2,18.7,5.8
2008/4/5,10.8,15.8,4.6
2008/4/6,15.1,24.0,7.1
2008/4/7,16.4,22.1,13.0
2008/4/8,16.2,22.0,11.3
2008/4/9,14.6,17.1,11.6
2008/4/10,14.9,17.3,13.0
2008/4/11,15.4,22.0,9.5
2008/4/12,16.1,23.5,9.4
2008/4/13,15.3,17.6,13.4
2008/4/14,17.6,24.5,12.5
2008/4/15,18.5,24.4,10.9
2008/4/16,16.3,19.1,15.2
2008/4/17,16.1,17.3,14.9
2008/4/18,15.5,20.5,11.4
2008/4/19,15.1,22.3,8.6
2008/4/20,17.2,24.9,9.8
2008/4/21,18.6,25.0,12.1
2008/4/22,20.2,26.9,14.6
2008/4/23,18.0,20.1,12.4
2008/4/24,13.7,18.9,9.0
2008/4/25,13.8,21.6,5.5
2008/4/26,15.1,20.8,9.6
2008/4/27,15.0,20.2,10.0
2008/4/28,16.1,23.3,11.1
2008/4/29,19.1,27.4,10.6
2008/4/30,20.6,27.9,13.4
2008/5/1,19.6,23.0,16.6
