ダウンロードした時刻：2017/07/24 15:47:50

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,4.8,8.3,0.7
2008/1/2,5.4,10.9,-0.5
2008/1/3,6.2,12.4,-0.8
2008/1/4,6.5,13.1,0.1
2008/1/5,8.7,16.3,2.4
2008/1/6,8.8,16.9,3.1
2008/1/7,10.7,16.0,7.3
2008/1/8,11.4,18.2,5.4
2008/1/9,10.8,16.8,5.5
2008/1/10,10.1,16.0,2.9
2008/1/11,12.8,14.6,11.0
2008/1/12,17.9,23.7,12.9
2008/1/13,11.4,14.0,9.7
2008/1/14,7.5,10.4,5.4
2008/1/15,7.7,12.5,1.9
2008/1/16,9.1,13.0,5.1
2008/1/17,5.7,10.6,-0.1
2008/1/18,8.3,13.0,4.0
2008/1/19,7.9,12.6,2.3
2008/1/20,8.9,10.5,7.3
2008/1/21,9.7,10.9,8.5
2008/1/22,9.0,9.7,8.2
2008/1/23,10.6,15.0,7.8
2008/1/24,6.1,10.0,1.9
2008/1/25,4.6,10.1,-1.1
2008/1/26,5.0,8.5,1.4
2008/1/27,7.2,10.3,4.7
2008/1/28,6.7,7.6,5.2
2008/1/29,8.9,10.2,6.9
2008/1/30,8.6,12.5,6.2
2008/1/31,6.9,11.5,2.4
2008/2/1,6.2,11.0,0.0
2008/2/2,6.8,8.0,5.6
2008/2/3,8.4,13.7,4.5
2008/2/4,6.9,11.4,3.9
2008/2/5,6.7,11.3,1.0
2008/2/6,7.4,12.4,2.7
2008/2/7,5.3,12.4,-1.5
2008/2/8,6.1,11.1,1.3
2008/2/9,6.2,10.7,0.5
2008/2/10,6.2,13.6,-1.3
2008/2/11,7.5,12.5,1.7
2008/2/12,7.5,12.9,1.0
2008/2/13,3.8,9.8,-1.1
2008/2/14,5.3,11.6,-0.3
2008/2/15,5.8,11.8,0.6
2008/2/16,5.3,11.7,-1.0
2008/2/17,4.8,11.6,-1.6
2008/2/18,3.7,9.8,-3.2
2008/2/19,6.6,14.6,-0.7
2008/2/20,7.3,13.8,1.3
2008/2/21,7.2,14.6,0.0
2008/2/22,7.4,10.5,4.0
2008/2/23,10.7,16.0,4.2
2008/2/24,4.5,9.3,-0.6
2008/2/25,5.4,10.3,-1.0
2008/2/26,9.1,16.8,6.4
2008/2/27,7.2,12.6,3.7
2008/2/28,7.2,13.2,0.5
2008/2/29,9.3,14.9,2.5
2008/3/1,11.4,17.1,6.6
2008/3/2,11.0,18.0,4.1
2008/3/3,10.3,15.0,6.5
2008/3/4,7.8,12.4,4.0
2008/3/5,6.3,12.3,0.6
2008/3/6,7.8,14.8,0.9
2008/3/7,10.6,17.7,4.6
2008/3/8,8.1,13.5,1.9
2008/3/9,8.7,11.5,4.9
2008/3/10,14.4,21.1,9.6
2008/3/11,11.9,18.2,4.9
2008/3/12,12.7,19.4,5.8
2008/3/13,14.1,20.6,7.7
2008/3/14,15.0,20.3,11.8
2008/3/15,13.2,17.4,8.9
2008/3/16,13.2,21.0,7.3
2008/3/17,13.7,19.4,9.8
2008/3/18,14.6,18.2,10.7
2008/3/19,15.7,20.3,12.5
2008/3/20,14.1,20.6,8.8
2008/3/21,11.9,19.7,4.5
2008/3/22,12.9,18.6,5.6
2008/3/23,14.8,17.1,12.6
2008/3/24,14.0,19.7,9.1
2008/3/25,14.5,21.6,7.5
2008/3/26,12.7,17.9,7.3
2008/3/27,8.8,14.7,3.2
2008/3/28,12.3,19.6,6.4
2008/3/29,11.9,16.0,7.0
2008/3/30,12.2,14.2,10.9
2008/3/31,13.0,18.7,8.2
2008/4/1,12.2,19.3,5.7
2008/4/2,13.3,18.5,8.2
2008/4/3,14.1,21.0,9.4
2008/4/4,13.7,19.9,8.6
2008/4/5,11.7,16.7,5.9
2008/4/6,12.4,15.0,8.9
2008/4/7,16.1,23.6,13.2
2008/4/8,15.4,20.1,9.5
2008/4/9,14.1,16.5,10.4
2008/4/10,16.9,20.6,14.8
2008/4/11,16.0,20.6,11.3
2008/4/12,15.9,19.6,12.1
2008/4/13,14.6,17.1,12.7
2008/4/14,16.9,20.9,14.3
2008/4/15,17.6,21.4,12.2
2008/4/16,16.2,19.0,15.0
2008/4/17,18.4,21.6,15.3
2008/4/18,18.0,23.6,12.5
2008/4/19,16.8,21.6,9.8
2008/4/20,15.1,19.3,10.1
2008/4/21,17.2,22.6,10.7
2008/4/22,19.3,23.8,15.5
2008/4/23,18.5,22.2,15.2
2008/4/24,16.3,22.3,11.3
2008/4/25,13.9,19.3,7.3
2008/4/26,16.0,23.6,8.2
2008/4/27,16.3,21.2,11.3
2008/4/28,15.8,19.5,12.0
2008/4/29,18.2,23.1,11.0
2008/4/30,19.3,23.4,13.9
2008/5/1,18.5,20.2,17.0
