ダウンロードした時刻：2017/07/24 15:38:18

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,4.0,10.0,-1.3
1993/1/2,3.8,10.0,-1.9
1993/1/3,6.4,12.9,0.0
1993/1/4,6.0,8.9,3.5
1993/1/5,4.3,8.3,0.6
1993/1/6,5.6,9.3,0.5
1993/1/7,6.5,7.6,5.1
1993/1/8,6.6,10.1,3.1
1993/1/9,3.6,6.3,1.0
1993/1/10,6.4,9.6,2.8
1993/1/11,5.8,8.9,3.3
1993/1/12,3.9,10.0,-0.8
1993/1/13,5.1,10.4,-2.3
1993/1/14,4.3,6.7,1.9
1993/1/15,4.0,4.8,2.9
1993/1/16,5.0,6.2,3.8
1993/1/17,5.3,9.4,1.1
1993/1/18,4.0,6.2,0.8
1993/1/19,4.2,9.3,0.6
1993/1/20,3.2,10.1,-2.1
1993/1/21,2.8,7.3,-1.4
1993/1/22,2.9,8.1,-2.0
1993/1/23,3.3,6.9,-0.8
1993/1/24,5.8,8.2,3.3
1993/1/25,7.4,8.9,6.4
1993/1/26,6.1,7.0,5.4
1993/1/27,6.7,9.7,3.8
1993/1/28,4.0,6.9,0.5
1993/1/29,3.8,7.4,1.0
1993/1/30,4.5,10.7,-0.6
1993/1/31,5.7,10.4,2.5
1993/2/1,3.6,6.5,1.1
1993/2/2,2.7,6.9,-0.5
1993/2/3,4.0,9.2,-1.1
1993/2/4,4.7,12.9,-1.3
1993/2/5,4.4,7.6,1.0
1993/2/6,6.6,14.6,-0.9
1993/2/7,11.8,17.4,4.6
1993/2/8,2.4,7.5,-1.1
1993/2/9,2.4,7.8,-1.9
1993/2/10,3.2,8.8,-2.3
1993/2/11,2.7,7.4,-2.2
1993/2/12,4.2,8.9,-0.9
1993/2/13,4.3,9.6,-1.0
1993/2/14,3.4,7.3,-0.4
1993/2/15,4.2,8.3,-2.9
1993/2/16,7.6,12.3,3.6
1993/2/17,7.2,9.5,4.7
1993/2/18,7.0,11.8,3.3
1993/2/19,5.3,9.3,2.2
1993/2/20,3.7,8.1,0.3
1993/2/21,3.9,7.2,-1.5
1993/2/22,8.4,11.5,5.7
1993/2/23,5.0,7.6,3.1
1993/2/24,5.1,9.1,1.9
1993/2/25,4.2,8.8,1.2
1993/2/26,4.8,10.2,0.8
1993/2/27,4.3,8.5,-0.6
1993/2/28,6.1,8.8,3.2
1993/3/1,6.4,10.6,3.5
1993/3/2,3.9,8.0,1.2
1993/3/3,4.5,10.1,-2.2
1993/3/4,5.0,9.8,-0.2
1993/3/5,5.9,10.6,-0.6
1993/3/6,8.0,12.7,1.5
1993/3/7,6.5,10.8,2.3
1993/3/8,2.9,5.1,1.7
1993/3/9,3.0,6.4,-1.8
1993/3/10,2.9,4.5,-0.5
1993/3/11,5.0,11.6,-0.9
1993/3/12,5.0,6.7,4.3
1993/3/13,5.2,9.1,3.3
1993/3/14,5.5,10.2,1.3
1993/3/15,3.7,6.3,-0.6
1993/3/16,4.6,8.3,1.6
1993/3/17,5.8,11.8,1.2
1993/3/18,5.4,10.0,1.6
1993/3/19,2.8,6.9,-0.7
1993/3/20,4.4,8.8,-0.8
1993/3/21,4.6,8.6,0.6
1993/3/22,6.2,10.5,0.0
1993/3/23,7.4,12.7,1.3
1993/3/24,8.8,13.3,2.9
1993/3/25,12.1,17.0,7.9
1993/3/26,10.3,15.2,6.2
1993/3/27,9.7,15.1,5.4
1993/3/28,8.0,11.5,5.7
1993/3/29,3.8,7.6,0.9
1993/3/30,5.7,9.1,0.1
1993/3/31,8.8,11.2,4.8
1993/4/1,12.3,18.0,10.1
1993/4/2,12.9,17.9,8.6
1993/4/3,10.5,14.1,5.4
1993/4/4,9.4,12.5,4.7
1993/4/5,7.7,12.9,4.0
1993/4/6,8.1,11.1,4.5
1993/4/7,7.4,11.9,1.3
1993/4/8,8.5,14.4,3.3
1993/4/9,6.9,11.6,1.3
1993/4/10,6.9,13.2,0.6
1993/4/11,7.5,11.6,1.8
1993/4/12,7.4,10.1,5.1
1993/4/13,7.1,11.7,1.4
1993/4/14,8.4,12.9,3.4
1993/4/15,9.5,17.0,2.4
1993/4/16,10.7,15.4,4.0
1993/4/17,11.5,16.2,5.6
1993/4/18,15.5,24.9,6.2
1993/4/19,9.8,13.4,5.2
1993/4/20,6.7,9.1,4.7
1993/4/21,7.6,10.6,4.0
1993/4/22,11.7,13.5,10.0
1993/4/23,14.3,19.5,10.7
1993/4/24,14.1,18.8,11.7
1993/4/25,14.3,21.0,9.3
1993/4/26,10.9,13.7,5.8
1993/4/27,14.8,22.2,7.1
1993/4/28,11.5,15.3,7.4
1993/4/29,8.1,8.9,7.4
1993/4/30,7.7,10.1,5.5
1993/5/1,7.5,10.7,4.2
