ダウンロードした時刻：2017/07/24 15:41:25

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,6.7,12.1,2.1
1987/1/2,5.7,11.7,1.9
1987/1/3,8.3,11.0,3.8
1987/1/4,7.4,11.0,4.4
1987/1/5,4.7,6.1,3.3
1987/1/6,5.0,7.6,2.4
1987/1/7,7.1,10.4,2.2
1987/1/8,9.9,13.8,5.0
1987/1/9,8.9,13.3,3.9
1987/1/10,5.2,7.9,1.7
1987/1/11,2.2,3.8,-1.2
1987/1/12,5.0,7.7,2.3
1987/1/13,4.7,9.4,1.0
1987/1/14,3.6,6.4,1.0
1987/1/15,6.9,10.7,0.8
1987/1/16,10.7,13.1,8.9
1987/1/17,13.4,18.3,7.5
1987/1/18,7.0,9.5,3.9
1987/1/19,5.7,9.0,1.3
1987/1/20,2.5,4.1,0.8
1987/1/21,3.3,5.5,-0.3
1987/1/22,4.9,8.9,0.3
1987/1/23,12.8,15.6,3.7
1987/1/24,10.8,16.0,5.6
1987/1/25,3.9,6.5,0.5
1987/1/26,2.0,6.1,-2.0
1987/1/27,5.0,8.7,0.6
1987/1/28,6.5,11.1,1.8
1987/1/29,8.3,12.6,3.3
1987/1/30,9.9,15.5,4.3
1987/1/31,6.0,8.2,3.6
1987/2/1,4.1,5.4,2.2
1987/2/2,6.5,10.8,3.8
1987/2/3,3.4,10.7,1.1
1987/2/4,3.2,7.1,0.8
1987/2/5,5.5,11.5,-0.4
1987/2/6,8.0,11.7,2.1
1987/2/7,10.1,12.4,6.2
1987/2/8,8.4,11.8,3.9
1987/2/9,9.5,13.5,4.1
1987/2/10,11.2,14.9,5.0
1987/2/11,14.5,19.0,8.8
1987/2/12,12.3,18.5,6.7
1987/2/13,6.4,7.4,5.4
1987/2/14,11.2,16.3,7.3
1987/2/15,5.4,7.9,4.2
1987/2/16,5.3,10.6,0.8
1987/2/17,4.6,6.6,1.8
1987/2/18,5.5,6.7,3.9
1987/2/19,4.6,7.0,2.3
1987/2/20,4.5,5.8,2.6
1987/2/21,4.8,6.4,1.2
1987/2/22,7.6,8.8,5.7
1987/2/23,8.1,9.5,5.8
1987/2/24,9.7,12.9,4.3
1987/2/25,7.7,13.3,0.9
1987/2/26,3.0,7.5,-0.1
1987/2/27,4.5,8.2,-0.2
1987/2/28,5.4,8.0,1.5
1987/3/1,4.3,11.4,0.4
1987/3/2,3.2,7.9,-0.7
1987/3/3,5.5,10.0,0.0
1987/3/4,10.5,14.2,5.0
1987/3/5,13.6,18.7,8.4
1987/3/6,11.6,17.0,6.8
1987/3/7,5.1,7.2,2.6
1987/3/8,6.6,8.7,3.3
1987/3/9,8.5,10.9,6.1
1987/3/10,5.3,7.0,2.2
1987/3/11,8.0,9.7,6.8
1987/3/12,8.5,10.4,7.5
1987/3/13,11.5,13.2,8.1
1987/3/14,14.3,16.2,11.4
1987/3/15,8.5,11.8,6.0
1987/3/16,8.5,13.7,4.0
1987/3/17,8.7,10.2,7.5
1987/3/18,9.2,12.6,7.5
1987/3/19,10.7,12.7,7.2
1987/3/20,12.5,16.3,9.6
1987/3/21,10.2,12.3,8.1
1987/3/22,11.8,14.1,8.1
1987/3/23,12.1,13.2,11.2
1987/3/24,16.6,17.8,12.4
1987/3/25,13.0,19.0,6.9
1987/3/26,7.0,8.4,5.2
1987/3/27,9.5,11.6,6.7
1987/3/28,10.2,11.8,8.3
1987/3/29,11.8,12.3,11.1
1987/3/30,12.7,15.1,8.8
1987/3/31,9.6,14.9,4.0
1987/4/1,6.8,9.9,3.3
1987/4/2,8.6,9.9,7.4
1987/4/3,9.3,10.5,7.8
1987/4/4,11.8,17.0,5.6
1987/4/5,13.9,16.5,10.0
1987/4/6,13.5,16.3,10.3
1987/4/7,14.3,18.0,12.8
1987/4/8,13.6,18.6,10.4
1987/4/9,13.9,17.4,10.2
1987/4/10,16.4,17.5,15.3
1987/4/11,12.5,16.8,7.0
1987/4/12,6.1,7.8,4.8
1987/4/13,7.0,8.9,5.2
1987/4/14,7.8,10.0,5.2
1987/4/15,10.9,13.1,8.9
1987/4/16,11.5,13.9,8.4
1987/4/17,13.2,17.2,7.8
1987/4/18,15.1,18.3,10.7
1987/4/19,16.9,20.5,13.6
1987/4/20,16.0,18.6,13.1
1987/4/21,18.3,21.4,16.1
1987/4/22,17.9,20.8,13.4
1987/4/23,14.4,16.5,12.5
1987/4/24,15.0,20.8,12.5
1987/4/25,14.1,16.5,11.3
1987/4/26,11.2,15.4,9.2
1987/4/27,10.1,11.8,7.5
1987/4/28,13.6,17.7,7.7
1987/4/29,14.9,17.9,12.1
1987/4/30,18.0,20.9,15.0
1987/5/1,17.8,20.6,16.2
