ダウンロードした時刻：2017/07/24 15:46:37

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,8.3,12.3,3.5
1996/1/2,7.9,12.8,1.2
1996/1/3,9.7,14.4,4.4
1996/1/4,4.5,8.6,2.1
1996/1/5,6.8,13.2,1.4
1996/1/6,9.4,12.0,6.5
1996/1/7,11.7,18.3,5.7
1996/1/8,6.3,14.9,0.8
1996/1/9,2.7,5.7,0.2
1996/1/10,6.6,8.4,5.1
1996/1/11,6.2,10.7,2.4
1996/1/12,7.3,12.5,1.8
1996/1/13,9.6,13.3,5.8
1996/1/14,13.4,16.6,9.3
1996/1/15,13.4,17.3,10.4
1996/1/16,7.9,10.5,3.4
1996/1/17,5.7,8.6,2.0
1996/1/18,6.0,7.6,4.2
1996/1/19,6.6,9.5,3.7
1996/1/20,6.4,9.4,3.0
1996/1/21,5.8,9.4,2.2
1996/1/22,5.9,7.0,4.4
1996/1/23,7.3,10.1,4.9
1996/1/24,5.7,7.9,1.5
1996/1/25,3.3,5.1,1.2
1996/1/26,3.8,6.7,1.9
1996/1/27,4.2,8.6,0.5
1996/1/28,5.8,10.7,1.4
1996/1/29,7.7,10.8,4.1
1996/1/30,4.8,7.7,0.8
1996/1/31,4.0,7.3,0.7
1996/2/1,3.6,5.8,1.7
1996/2/2,0.9,2.8,-0.6
1996/2/3,2.7,5.0,-0.4
1996/2/4,5.4,10.2,0.6
1996/2/5,6.4,11.2,0.8
1996/2/6,2.6,5.4,0.1
1996/2/7,3.7,9.4,-1.3
1996/2/8,6.6,10.2,2.6
1996/2/9,3.4,5.6,-0.2
1996/2/10,1.4,4.7,-0.8
1996/2/11,4.7,9.7,-1.8
1996/2/12,14.1,16.9,9.0
1996/2/13,16.0,18.3,12.1
1996/2/14,14.4,19.8,9.9
1996/2/15,11.9,14.7,8.0
1996/2/16,9.0,12.3,6.6
1996/2/17,7.7,11.1,5.4
1996/2/18,7.1,10.5,4.5
1996/2/19,5.8,9.7,2.8
1996/2/20,4.7,8.1,2.5
1996/2/21,3.6,6.7,1.4
1996/2/22,4.0,8.8,-0.9
1996/2/23,5.0,9.2,1.1
1996/2/24,7.4,11.8,3.3
1996/2/25,6.5,7.7,5.3
1996/2/26,7.8,12.3,5.1
1996/2/27,6.7,8.9,3.0
1996/2/28,5.8,11.5,0.7
1996/2/29,7.8,10.8,4.3
1996/3/1,8.1,11.1,5.8
1996/3/2,6.8,10.2,3.9
1996/3/3,7.3,10.9,2.6
1996/3/4,9.8,12.5,5.9
1996/3/5,7.2,10.4,3.6
1996/3/6,7.7,13.6,1.4
1996/3/7,15.4,19.8,10.2
1996/3/8,10.0,15.1,8.1
1996/3/9,8.2,11.1,6.7
1996/3/10,7.3,10.5,5.4
1996/3/11,8.4,12.0,5.3
1996/3/12,7.2,11.0,3.9
1996/3/13,9.4,14.6,5.0
1996/3/14,9.5,13.4,5.1
1996/3/15,11.6,19.9,8.2
1996/3/16,11.7,17.5,6.0
1996/3/17,13.9,20.9,9.5
1996/3/18,8.6,11.5,5.4
1996/3/19,8.7,13.1,5.3
1996/3/20,11.4,16.9,7.6
1996/3/21,13.4,16.4,10.5
1996/3/22,12.0,15.8,9.2
1996/3/23,10.1,12.7,7.6
1996/3/24,8.6,10.7,7.7
1996/3/25,11.0,15.4,8.2
1996/3/26,12.1,17.0,8.7
1996/3/27,12.2,15.4,10.4
1996/3/28,11.6,14.7,9.4
1996/3/29,12.8,16.2,9.4
1996/3/30,15.4,20.0,12.6
1996/3/31,11.6,14.1,8.7
1996/4/1,9.2,11.0,7.1
1996/4/2,7.3,9.7,4.3
1996/4/3,7.6,9.6,5.5
1996/4/4,8.6,12.5,5.2
1996/4/5,10.3,15.8,4.6
1996/4/6,11.3,15.4,6.9
1996/4/7,14.8,17.5,10.3
1996/4/8,12.6,18.1,8.3
1996/4/9,12.0,18.0,7.1
1996/4/10,11.5,14.0,7.5
1996/4/11,9.4,14.0,5.9
1996/4/12,9.1,13.2,5.0
1996/4/13,11.0,16.0,5.8
1996/4/14,8.9,12.3,6.3
1996/4/15,13.0,18.4,8.7
1996/4/16,11.9,14.8,9.8
1996/4/17,15.8,20.8,9.9
1996/4/18,13.4,17.6,10.7
1996/4/19,10.4,12.5,9.1
1996/4/20,11.2,15.5,7.6
1996/4/21,11.1,16.9,5.8
1996/4/22,12.4,18.0,6.8
1996/4/23,14.5,20.5,8.5
1996/4/24,15.6,20.9,9.8
1996/4/25,16.2,21.2,11.5
1996/4/26,17.2,22.4,13.0
1996/4/27,17.8,22.4,13.4
1996/4/28,18.0,22.7,13.6
1996/4/29,16.7,18.3,14.8
1996/4/30,18.7,25.8,14.3
1996/5/1,16.9,18.5,15.9
