ダウンロードした時刻：2017/07/24 15:45:15

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,3.0,9.7,-3.6
1981/1/2,3.8,6.0,1.4
1981/1/3,1.8,4.7,-0.2
1981/1/4,1.4,6.4,-2.2
1981/1/5,1.2,5.3,-1.3
1981/1/6,1.3,4.8,-1.8
1981/1/7,2.8,5.9,0.3
1981/1/8,3.3,8.6,-1.2
1981/1/9,3.1,8.7,-3.3
1981/1/10,3.9,6.8,-0.6
1981/1/11,0.7,4.9,-2.5
1981/1/12,1.7,5.2,-1.2
1981/1/13,0.9,4.4,-2.2
1981/1/14,0.8,5.0,-3.4
1981/1/15,2.1,7.0,0.1
1981/1/16,1.1,5.2,-2.1
1981/1/17,0.0,5.9,-3.4
1981/1/18,1.8,7.2,-5.0
1981/1/19,2.6,7.3,-1.1
1981/1/20,2.0,7.3,-2.8
1981/1/21,2.2,6.8,-2.0
1981/1/22,0.7,5.1,-1.7
1981/1/23,0.4,6.3,-4.1
1981/1/24,1.2,3.1,-2.3
1981/1/25,4.8,9.1,0.7
1981/1/26,1.6,4.9,-1.5
1981/1/27,0.2,5.5,-3.6
1981/1/28,0.9,5.4,-2.9
1981/1/29,1.3,7.8,-4.7
1981/1/30,1.5,7.0,-2.3
1981/1/31,1.8,8.6,-4.8
1981/2/1,2.1,4.0,0.3
1981/2/2,2.0,6.6,-1.8
1981/2/3,2.3,8.4,-3.0
1981/2/4,1.0,5.0,-1.8
1981/2/5,1.3,5.7,-2.2
1981/2/6,1.7,7.5,-4.2
1981/2/7,3.9,9.3,-2.0
1981/2/8,4.1,9.0,-0.3
1981/2/9,4.2,9.9,0.0
1981/2/10,3.6,8.2,0.3
1981/2/11,2.0,6.9,-2.1
1981/2/12,3.5,9.9,-4.2
1981/2/13,5.2,6.6,3.9
1981/2/14,7.1,12.6,1.8
1981/2/15,8.8,18.2,-1.3
1981/2/16,9.8,14.7,6.1
1981/2/17,2.7,7.0,-1.1
1981/2/18,5.2,13.6,-2.4
1981/2/19,5.4,9.0,1.9
1981/2/20,2.7,7.8,-1.5
1981/2/21,2.7,7.8,-1.6
1981/2/22,2.6,7.8,-2.3
1981/2/23,4.1,8.2,-0.1
1981/2/24,5.1,9.6,1.4
1981/2/25,1.3,5.1,-2.4
1981/2/26,-3.7,-0.2,-6.4
1981/2/27,-2.4,4.5,-7.5
1981/2/28,0.2,6.6,-6.2
1981/3/1,-0.3,2.5,-3.1
1981/3/2,2.0,8.6,-1.5
1981/3/3,4.3,12.1,-3.0
1981/3/4,6.5,11.1,3.9
1981/3/5,3.7,9.5,0.0
1981/3/6,2.5,8.5,-2.1
1981/3/7,5.2,10.9,-2.1
1981/3/8,7.3,14.0,1.2
1981/3/9,5.9,9.4,3.4
1981/3/10,4.0,9.1,-0.5
1981/3/11,3.2,10.1,-2.1
1981/3/12,7.4,16.4,-2.5
1981/3/13,10.5,15.2,6.1
1981/3/14,14.7,20.9,10.3
1981/3/15,9.2,14.7,2.9
1981/3/16,4.6,9.9,1.4
1981/3/17,6.5,13.4,0.5
1981/3/18,8.4,17.6,0.3
1981/3/19,11.6,20.7,1.4
1981/3/20,13.6,20.4,9.1
1981/3/21,10.4,12.3,8.4
1981/3/22,12.1,19.4,6.6
1981/3/23,8.8,15.7,1.9
1981/3/24,9.8,19.2,-0.2
1981/3/25,14.2,16.2,10.8
1981/3/26,10.2,14.8,4.9
1981/3/27,6.4,11.9,1.8
1981/3/28,6.3,12.6,1.0
1981/3/29,8.5,15.0,1.3
1981/3/30,8.4,14.2,4.7
1981/3/31,6.7,8.3,5.0
1981/4/1,9.6,13.6,6.3
1981/4/2,8.1,11.9,3.4
1981/4/3,8.6,15.5,0.5
1981/4/4,8.3,9.8,7.0
1981/4/5,9.4,12.0,5.5
1981/4/6,11.4,16.3,8.4
1981/4/7,10.4,19.4,3.6
1981/4/8,12.0,20.0,1.5
1981/4/9,14.3,18.3,11.5
1981/4/10,14.8,19.0,12.4
1981/4/11,15.4,22.0,9.7
1981/4/12,15.7,23.3,7.7
1981/4/13,12.3,18.0,9.0
1981/4/14,11.3,18.1,5.3
1981/4/15,11.8,21.3,3.1
1981/4/16,11.6,13.6,9.3
1981/4/17,12.3,18.5,7.7
1981/4/18,12.9,20.7,4.6
1981/4/19,12.5,15.9,10.3
1981/4/20,10.1,13.3,7.0
1981/4/21,11.0,18.7,5.5
1981/4/22,12.8,21.7,2.8
1981/4/23,15.5,24.4,6.3
1981/4/24,16.6,24.2,7.9
1981/4/25,13.2,17.5,6.3
1981/4/26,13.2,22.0,3.7
1981/4/27,16.7,25.5,6.7
1981/4/28,18.4,27.6,9.5
1981/4/29,16.5,22.5,11.0
1981/4/30,16.0,22.6,10.5
1981/5/1,18.2,27.8,8.0
