ダウンロードした時刻：2017/07/24 15:39:23

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,1.2,2.8,-0.1
1999/1/2,1.9,4.0,-0.6
1999/1/3,3.3,5.3,0.9
1999/1/4,3.1,5.6,0.8
1999/1/5,3.9,8.7,-1.0
1999/1/6,4.8,7.9,2.0
1999/1/7,2.7,10.5,-0.9
1999/1/8,-1.5,-0.1,-2.2
1999/1/9,0.1,2.0,-1.7
1999/1/10,1.0,2.8,-2.0
1999/1/11,2.4,4.5,1.0
1999/1/12,2.0,4.7,0.3
1999/1/13,1.6,4.0,-0.1
1999/1/14,2.1,4.2,0.2
1999/1/15,2.4,6.0,-0.1
1999/1/16,2.6,6.3,0.0
1999/1/17,1.9,5.1,-1.3
1999/1/18,1.9,7.9,-3.8
1999/1/19,4.9,9.1,2.3
1999/1/20,6.0,12.5,0.3
1999/1/21,1.1,3.8,-1.2
1999/1/22,3.9,9.5,-0.2
1999/1/23,5.1,12.2,1.9
1999/1/24,2.8,7.3,0.0
1999/1/25,6.8,12.4,3.7
1999/1/26,5.3,7.8,2.6
1999/1/27,4.9,10.4,-0.2
1999/1/28,4.2,8.5,-1.0
1999/1/29,0.0,2.2,-1.3
1999/1/30,0.0,3.8,-2.5
1999/1/31,1.7,6.4,-0.5
1999/2/1,4.4,9.9,-0.1
1999/2/2,0.7,4.5,-0.5
1999/2/3,-2.2,0.0,-3.9
1999/2/4,-1.0,2.9,-6.1
1999/2/5,0.4,5.6,-5.9
1999/2/6,0.8,3.7,-2.2
1999/2/7,3.5,9.6,-2.5
1999/2/8,3.1,8.8,-0.5
1999/2/9,2.9,8.1,-2.6
1999/2/10,1.3,7.2,-1.9
1999/2/11,2.3,6.0,-1.3
1999/2/12,1.3,4.7,-2.3
1999/2/13,-1.1,1.0,-3.0
1999/2/14,-1.0,1.6,-4.6
1999/2/15,1.2,4.5,-1.4
1999/2/16,4.4,10.7,-0.7
1999/2/17,7.1,13.2,0.1
1999/2/18,5.1,10.3,1.7
1999/2/19,1.4,3.6,-0.6
1999/2/20,0.4,7.5,-3.2
1999/2/21,-1.0,-0.3,-1.8
1999/2/22,1.3,6.5,-5.1
1999/2/23,2.4,5.5,0.3
1999/2/24,3.6,8.0,-0.5
1999/2/25,4.3,7.5,0.1
1999/2/26,4.8,10.4,-0.1
1999/2/27,3.0,12.2,-0.8
1999/2/28,1.8,5.3,-1.7
1999/3/1,6.1,11.8,-0.6
1999/3/2,5.5,12.5,1.3
1999/3/3,4.9,10.9,0.3
1999/3/4,7.0,14.9,-0.3
1999/3/5,9.3,18.8,-0.6
1999/3/6,4.4,8.1,0.9
1999/3/7,3.4,7.0,0.7
1999/3/8,3.4,6.7,1.3
1999/3/9,3.3,6.4,1.0
1999/3/10,5.0,11.1,0.1
1999/3/11,3.6,6.9,0.3
1999/3/12,1.5,5.6,-2.6
1999/3/13,5.9,16.0,-4.2
1999/3/14,11.2,17.8,7.1
1999/3/15,9.2,13.1,6.0
1999/3/16,8.4,11.2,5.9
1999/3/17,9.1,18.6,1.7
1999/3/18,14.0,23.2,3.7
1999/3/19,11.3,15.6,4.8
1999/3/20,3.2,4.9,1.6
1999/3/21,4.8,9.7,-0.1
1999/3/22,1.9,5.7,-0.7
1999/3/23,2.2,7.5,-1.2
1999/3/24,6.8,16.9,-2.6
1999/3/25,11.1,19.7,5.4
1999/3/26,11.9,21.3,5.6
1999/3/27,6.2,10.5,0.8
1999/3/28,4.1,12.3,-0.7
1999/3/29,2.2,5.9,0.0
1999/3/30,4.2,8.8,-0.1
1999/3/31,7.7,12.0,3.8
1999/4/1,11.2,21.9,1.7
1999/4/2,10.9,22.7,4.4
1999/4/3,6.0,10.1,4.1
1999/4/4,8.3,15.8,2.1
1999/4/5,9.6,17.7,2.7
1999/4/6,9.8,20.9,5.8
1999/4/7,5.9,10.3,2.3
1999/4/8,4.6,10.0,1.9
1999/4/9,8.7,16.4,0.4
1999/4/10,12.3,18.0,5.1
1999/4/11,15.3,22.9,9.2
1999/4/12,14.0,19.6,8.7
1999/4/13,14.7,20.6,8.8
1999/4/14,9.6,13.5,7.3
1999/4/15,9.7,15.2,4.8
1999/4/16,13.3,22.2,3.5
1999/4/17,11.8,18.5,5.6
1999/4/18,15.3,20.8,7.0
1999/4/19,17.0,22.0,13.2
1999/4/20,13.9,19.4,10.8
1999/4/21,12.4,18.1,7.5
1999/4/22,15.0,23.5,5.4
1999/4/23,17.4,23.5,10.6
1999/4/24,17.3,23.8,14.4
1999/4/25,13.1,14.6,12.1
1999/4/26,14.5,18.9,12.1
1999/4/27,13.3,14.6,12.4
1999/4/28,11.6,14.3,9.1
1999/4/29,9.3,13.8,4.4
1999/4/30,9.7,16.5,2.9
1999/5/1,15.0,23.8,3.8
