ダウンロードした時刻：2017/07/24 15:46:19

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,8.0,10.2,6.7
2001/1/2,9.5,11.7,7.6
2001/1/3,6.7,8.3,5.9
2001/1/4,5.5,7.2,4.0
2001/1/5,6.3,8.1,4.8
2001/1/6,6.4,8.4,4.5
2001/1/7,7.6,13.2,3.6
2001/1/8,11.0,13.9,7.5
2001/1/9,10.0,13.5,6.9
2001/1/10,8.8,11.6,5.3
2001/1/11,7.4,9.6,5.1
2001/1/12,5.9,7.7,4.8
2001/1/13,4.6,5.9,2.5
2001/1/14,1.1,4.6,-0.8
2001/1/15,-0.6,1.3,-2.7
2001/1/16,1.2,2.7,-1.2
2001/1/17,3.4,5.8,1.9
2001/1/18,5.7,8.9,1.7
2001/1/19,8.1,11.5,6.0
2001/1/20,8.1,9.2,6.9
2001/1/21,8.6,11.8,4.5
2001/1/22,6.6,8.7,4.3
2001/1/23,6.8,11.2,3.7
2001/1/24,6.2,8.0,4.4
2001/1/25,7.9,9.5,5.7
2001/1/26,7.9,9.7,6.3
2001/1/27,7.6,9.4,5.6
2001/1/28,6.7,9.7,1.9
2001/1/29,4.5,6.9,2.2
2001/1/30,5.2,7.7,2.4
2001/1/31,6.5,9.3,3.3
2001/2/1,6.7,9.8,4.5
2001/2/2,4.9,7.9,2.3
2001/2/3,5.5,9.5,1.5
2001/2/4,5.4,7.5,3.8
2001/2/5,7.6,9.2,5.1
2001/2/6,10.0,13.5,7.7
2001/2/7,8.7,9.8,7.9
2001/2/8,6.7,9.6,4.2
2001/2/9,5.3,7.9,3.3
2001/2/10,6.3,8.8,3.0
2001/2/11,6.0,10.3,1.9
2001/2/12,6.8,9.4,5.5
2001/2/13,6.6,8.9,5.4
2001/2/14,5.0,6.7,3.4
2001/2/15,6.7,10.1,3.3
2001/2/16,5.5,9.0,4.1
2001/2/17,5.8,10.1,0.8
2001/2/18,9.2,12.5,5.3
2001/2/19,11.1,14.7,7.6
2001/2/20,9.0,13.7,5.7
2001/2/21,9.6,11.5,7.7
2001/2/22,10.4,15.1,6.7
2001/2/23,10.3,12.1,8.4
2001/2/24,9.7,11.6,5.7
2001/2/25,5.9,8.1,3.9
2001/2/26,6.1,9.0,2.7
2001/2/27,7.9,10.5,4.4
2001/2/28,11.3,13.2,9.6
2001/3/1,9.8,13.2,5.8
2001/3/2,9.4,13.3,6.0
2001/3/3,9.9,13.2,6.1
2001/3/4,6.2,11.5,2.5
2001/3/5,7.3,10.4,4.5
2001/3/6,12.8,17.8,7.9
2001/3/7,9.1,14.4,6.6
2001/3/8,3.9,7.2,-0.5
2001/3/9,2.9,5.0,0.4
2001/3/10,8.6,13.9,2.6
2001/3/11,6.9,9.2,5.1
2001/3/12,6.7,10.2,4.6
2001/3/13,8.1,12.1,3.7
2001/3/14,12.1,17.4,6.2
2001/3/15,13.7,17.2,8.8
2001/3/16,9.5,12.9,6.3
2001/3/17,9.4,11.8,7.4
2001/3/18,12.3,15.0,9.8
2001/3/19,14.0,18.4,9.9
2001/3/20,15.3,20.3,10.9
2001/3/21,15.7,20.3,12.9
2001/3/22,16.2,23.6,10.7
2001/3/23,15.6,20.0,12.3
2001/3/24,14.4,18.4,10.4
2001/3/25,14.7,16.6,13.5
2001/3/26,13.4,15.6,11.4
2001/3/27,11.9,15.1,9.9
2001/3/28,12.2,16.7,10.4
2001/3/29,9.0,11.3,6.1
2001/3/30,9.2,12.2,7.3
2001/3/31,7.7,10.9,4.2
2001/4/1,9.4,13.0,5.5
2001/4/2,13.7,18.6,8.1
2001/4/3,13.3,15.0,8.2
2001/4/4,11.3,15.8,6.6
2001/4/5,13.3,19.6,8.5
2001/4/6,15.3,21.0,11.1
2001/4/7,16.1,20.6,12.0
2001/4/8,17.7,21.7,14.0
2001/4/9,16.4,18.3,15.1
2001/4/10,17.6,25.7,14.0
2001/4/11,16.2,20.8,12.2
2001/4/12,12.4,14.4,10.3
2001/4/13,15.4,18.6,12.5
2001/4/14,15.7,20.0,12.9
2001/4/15,16.0,20.8,12.4
2001/4/16,15.9,20.2,12.1
2001/4/17,16.4,18.9,12.6
2001/4/18,16.5,18.6,13.9
2001/4/19,17.5,22.0,11.6
2001/4/20,16.3,19.9,14.0
2001/4/21,12.9,14.3,11.9
2001/4/22,14.0,19.4,9.5
2001/4/23,15.3,20.1,9.8
2001/4/24,14.5,16.7,12.4
2001/4/25,14.9,19.8,11.5
2001/4/26,14.5,18.6,9.8
2001/4/27,16.3,21.7,11.7
2001/4/28,17.5,20.4,14.9
2001/4/29,16.5,17.3,15.3
2001/4/30,16.5,18.2,15.6
2001/5/1,15.9,16.8,15.0
