ダウンロードした時刻：2017/07/24 15:39:09

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,1.6,6.8,-1.6
1982/1/2,0.4,5.5,-3.5
1982/1/3,0.8,5.8,-2.8
1982/1/4,7.2,15.9,-2.4
1982/1/5,4.8,11.3,0.8
1982/1/6,1.3,5.3,-2.2
1982/1/7,-2.1,1.6,-4.4
1982/1/8,-3.1,1.5,-8.0
1982/1/9,0.5,6.5,-5.6
1982/1/10,-0.1,3.3,-3.3
1982/1/11,1.9,8.8,-5.7
1982/1/12,4.0,7.6,-0.1
1982/1/13,2.0,7.0,-2.2
1982/1/14,0.0,6.1,-4.5
1982/1/15,-0.9,4.7,-4.2
1982/1/16,-2.1,0.8,-4.2
1982/1/17,-3.5,0.7,-6.3
1982/1/18,-2.6,2.2,-9.3
1982/1/19,-2.5,-0.6,-4.0
1982/1/20,-3.7,0.3,-7.7
1982/1/21,-4.0,3.0,-10.5
1982/1/22,1.1,5.8,-4.4
1982/1/23,-0.1,2.7,-2.6
1982/1/24,-1.6,2.8,-6.1
1982/1/25,-1.3,1.1,-3.7
1982/1/26,-1.5,2.6,-4.0
1982/1/27,-1.2,4.2,-6.5
1982/1/28,-2.1,0.5,-5.2
1982/1/29,-6.2,-4.1,-9.1
1982/1/30,-6.4,-1.3,-10.4
1982/1/31,-6.0,-0.9,-12.3
1982/2/1,-2.7,0.4,-4.4
1982/2/2,-4.1,-0.6,-7.7
1982/2/3,-4.6,1.0,-10.9
1982/2/4,-1.9,1.5,-4.5
1982/2/5,-3.7,-0.3,-5.4
1982/2/6,-2.4,4.8,-8.6
1982/2/7,-4.8,-2.3,-7.0
1982/2/8,-4.5,-0.6,-7.5
1982/2/9,-2.8,1.4,-7.1
1982/2/10,-3.3,0.0,-7.4
1982/2/11,-3.5,2.7,-10.3
1982/2/12,-0.5,4.9,-5.1
1982/2/13,0.6,4.1,-2.2
1982/2/14,-1.7,2.7,-4.2
1982/2/15,-2.3,2.9,-5.7
1982/2/16,-1.0,5.7,-7.4
1982/2/17,-0.6,1.8,-3.7
1982/2/18,1.6,5.6,-2.0
1982/2/19,4.4,12.2,-3.0
1982/2/20,7.1,11.9,3.8
1982/2/21,3.9,6.9,1.3
1982/2/22,1.9,5.9,-0.4
1982/2/23,0.8,5.4,-2.2
1982/2/24,-0.1,3.7,-2.2
1982/2/25,-1.7,2.7,-4.3
1982/2/26,-2.5,2.2,-6.5
1982/2/27,0.3,6.7,-5.7
1982/2/28,3.6,10.8,-3.9
1982/3/1,2.6,5.0,0.4
1982/3/2,-0.2,3.5,-3.4
1982/3/3,-0.9,4.2,-5.1
1982/3/4,3.1,9.9,-4.3
1982/3/5,8.0,13.7,4.1
1982/3/6,1.9,6.3,-0.8
1982/3/7,-1.2,2.2,-3.9
1982/3/8,-0.6,5.5,-6.0
1982/3/9,1.2,8.4,-4.8
1982/3/10,4.4,14.1,-3.8
1982/3/11,5.5,14.0,-1.7
1982/3/12,7.7,14.7,-1.1
1982/3/13,7.1,12.8,4.3
1982/3/14,8.1,17.0,0.2
1982/3/15,9.6,11.8,7.4
1982/3/16,9.4,15.0,3.1
1982/3/17,4.8,10.6,1.4
1982/3/18,2.3,6.5,-1.0
1982/3/19,4.1,10.0,-2.2
1982/3/20,6.5,8.3,3.1
1982/3/21,6.3,9.0,3.4
1982/3/22,7.5,16.1,0.0
1982/3/23,10.2,21.4,0.9
1982/3/24,2.6,9.4,-2.3
1982/3/25,0.6,6.4,-2.8
1982/3/26,-0.2,6.1,-4.6
1982/3/27,0.6,6.7,-4.4
1982/3/28,1.4,8.6,-4.3
1982/3/29,4.1,13.6,-5.0
1982/3/30,8.3,18.4,-1.8
1982/3/31,8.5,12.7,4.0
1982/4/1,6.5,14.1,2.7
1982/4/2,12.1,21.5,0.1
1982/4/3,7.4,14.7,2.2
1982/4/4,2.9,7.0,-0.3
1982/4/5,4.9,13.5,-3.0
1982/4/6,9.1,18.3,-0.2
1982/4/7,11.4,17.6,5.7
1982/4/8,9.7,13.7,6.0
1982/4/9,8.3,14.2,3.2
1982/4/10,2.5,6.2,0.3
1982/4/11,4.5,11.0,-1.2
1982/4/12,8.4,18.0,-1.2
1982/4/13,11.8,18.2,5.6
1982/4/14,12.8,17.4,7.0
1982/4/15,11.0,14.3,8.3
1982/4/16,10.3,18.8,4.9
1982/4/17,5.3,10.5,1.2
1982/4/18,6.9,13.7,0.3
1982/4/19,8.1,15.5,0.1
1982/4/20,11.2,20.0,1.6
1982/4/21,9.5,15.3,5.4
1982/4/22,9.4,15.0,5.6
1982/4/23,11.7,20.6,4.4
1982/4/24,14.9,22.9,7.5
1982/4/25,14.3,22.4,8.1
1982/4/26,16.4,26.4,7.5
1982/4/27,15.9,24.4,10.4
1982/4/28,16.0,23.1,12.1
1982/4/29,17.8,23.1,13.1
1982/4/30,17.3,22.1,14.0
1982/5/1,17.2,22.5,13.9
