ダウンロードした時刻：2017/07/24 15:42:21

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,6.8,11.2,3.9
1993/1/2,5.3,8.7,2.5
1993/1/3,7.8,12.9,2.3
1993/1/4,7.8,10.6,5.3
1993/1/5,6.1,10.5,3.0
1993/1/6,5.6,8.5,1.9
1993/1/7,5.5,8.4,2.9
1993/1/8,8.8,12.4,5.5
1993/1/9,4.4,5.8,2.1
1993/1/10,5.5,8.7,2.6
1993/1/11,6.7,8.5,4.3
1993/1/12,7.2,10.2,4.9
1993/1/13,7.1,11.0,3.6
1993/1/14,6.0,8.0,4.1
1993/1/15,3.6,4.3,2.8
1993/1/16,4.3,5.3,2.9
1993/1/17,6.8,11.4,3.6
1993/1/18,4.5,6.7,2.9
1993/1/19,5.5,9.9,1.3
1993/1/20,6.3,10.6,1.4
1993/1/21,5.4,9.7,2.4
1993/1/22,5.0,9.7,1.5
1993/1/23,2.8,3.9,0.8
1993/1/24,3.2,5.4,0.9
1993/1/25,5.5,6.6,4.5
1993/1/26,6.4,9.5,4.6
1993/1/27,7.7,11.4,4.2
1993/1/28,5.4,9.0,2.5
1993/1/29,6.0,11.2,1.4
1993/1/30,7.0,12.3,2.2
1993/1/31,7.5,12.5,1.7
1993/2/1,4.8,8.7,2.1
1993/2/2,4.3,8.3,0.0
1993/2/3,6.1,10.3,1.9
1993/2/4,7.4,13.4,3.0
1993/2/5,6.6,9.9,3.8
1993/2/6,12.2,19.8,2.1
1993/2/7,16.3,20.9,9.8
1993/2/8,6.2,9.8,2.6
1993/2/9,5.0,8.1,2.1
1993/2/10,5.9,11.1,1.7
1993/2/11,5.3,9.5,2.0
1993/2/12,6.5,11.8,1.9
1993/2/13,7.6,11.1,2.7
1993/2/14,6.7,10.3,2.9
1993/2/15,5.3,9.3,1.5
1993/2/16,9.2,13.8,2.5
1993/2/17,9.0,13.9,6.5
1993/2/18,10.3,13.5,8.1
1993/2/19,7.5,12.1,4.4
1993/2/20,6.8,10.6,3.2
1993/2/21,4.8,6.8,3.5
1993/2/22,9.4,14.1,3.5
1993/2/23,7.6,11.8,5.0
1993/2/24,6.2,10.8,2.8
1993/2/25,6.0,10.7,2.1
1993/2/26,6.7,11.2,1.9
1993/2/27,9.1,14.1,3.3
1993/2/28,9.0,15.1,4.7
1993/3/1,8.4,12.1,2.5
1993/3/2,5.8,10.4,2.5
1993/3/3,6.8,11.1,1.6
1993/3/4,8.2,12.4,4.7
1993/3/5,9.8,14.7,4.5
1993/3/6,12.0,18.0,5.9
1993/3/7,12.7,16.2,8.2
1993/3/8,6.6,12.3,3.5
1993/3/9,6.5,10.2,2.5
1993/3/10,5.3,7.3,3.5
1993/3/11,8.0,11.8,3.2
1993/3/12,4.4,8.1,1.2
1993/3/13,6.5,10.8,3.7
1993/3/14,8.4,13.8,2.7
1993/3/15,4.8,7.5,1.6
1993/3/16,5.5,8.3,2.4
1993/3/17,6.4,10.9,2.7
1993/3/18,7.7,11.5,4.5
1993/3/19,6.7,10.7,3.7
1993/3/20,5.8,8.1,3.7
1993/3/21,7.6,10.8,3.3
1993/3/22,9.3,13.4,4.8
1993/3/23,11.0,16.3,6.0
1993/3/24,10.9,13.9,7.8
1993/3/25,13.4,18.9,9.7
1993/3/26,12.6,15.5,10.4
1993/3/27,13.0,18.1,8.9
1993/3/28,9.9,11.8,7.3
1993/3/29,8.2,13.3,4.4
1993/3/30,8.6,12.7,2.8
1993/3/31,11.6,13.5,10.0
1993/4/1,14.3,21.6,10.1
1993/4/2,14.2,20.0,8.5
1993/4/3,15.0,20.0,10.3
1993/4/4,15.6,19.5,8.4
1993/4/5,9.1,14.3,5.8
1993/4/6,10.1,13.5,6.5
1993/4/7,11.6,17.2,6.0
1993/4/8,10.6,15.6,7.4
1993/4/9,9.2,15.7,6.0
1993/4/10,8.8,13.5,5.3
1993/4/11,9.2,14.8,3.8
1993/4/12,9.4,13.8,5.7
1993/4/13,9.1,12.9,6.0
1993/4/14,11.0,15.7,6.3
1993/4/15,14.4,20.5,6.9
1993/4/16,15.3,19.0,11.1
1993/4/17,14.8,18.8,10.6
1993/4/18,18.5,24.5,11.5
1993/4/19,14.9,19.8,10.8
1993/4/20,10.6,13.2,8.2
1993/4/21,9.8,12.6,6.1
1993/4/22,14.3,19.2,11.4
1993/4/23,18.2,22.4,13.2
1993/4/24,20.0,22.5,18.3
1993/4/25,19.7,25.7,11.9
1993/4/26,14.2,18.9,9.6
1993/4/27,19.8,24.3,14.7
1993/4/28,14.0,17.4,8.2
1993/4/29,8.7,9.9,7.2
1993/4/30,9.9,11.5,8.3
1993/5/1,10.2,12.6,8.6
