É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:33

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2007/1/1,2.9,8.4,-3.2
2007/1/2,5.2,10.0,-0.3
2007/1/3,6.7,10.6,4.4
2007/1/4,4.2,8.8,-0.1
2007/1/5,3.4,9.0,-1.7
2007/1/6,4.6,7.8,1.9
2007/1/7,5.0,10.3,2.4
2007/1/8,5.0,10.2,-0.2
2007/1/9,2.7,8.5,-2.3
2007/1/10,2.8,9.1,-3.0
2007/1/11,3.2,9.5,-1.8
2007/1/12,1.3,6.8,-3.2
2007/1/13,2.6,10.6,-2.7
2007/1/14,1.8,8.0,-3.4
2007/1/15,2.4,9.1,-4.1
2007/1/16,3.8,10.5,-2.5
2007/1/17,5.3,7.6,1.9
2007/1/18,5.4,10.5,0.7
2007/1/19,3.8,9.0,-1.1
2007/1/20,2.6,8.1,-2.7
2007/1/21,4.6,9.3,-1.5
2007/1/22,5.9,10.7,2.0
2007/1/23,3.9,10.2,-1.7
2007/1/24,2.6,8.9,-2.2
2007/1/25,3.6,10.5,-2.5
2007/1/26,4.6,11.1,-2.5
2007/1/27,7.0,14.7,0.9
2007/1/28,5.9,11.2,-0.2
2007/1/29,4.9,8.8,1.4
2007/1/30,4.8,11.6,-1.4
2007/1/31,6.8,14.2,0.4
2007/2/1,5.0,12.7,0.2
2007/2/2,2.1,8.5,-3.0
2007/2/3,2.7,10.4,-4.0
2007/2/4,4.3,10.5,-1.1
2007/2/5,5.3,12.0,-3.4
2007/2/6,9.3,15.9,3.0
2007/2/7,6.3,13.5,0.1
2007/2/8,5.3,12.0,-1.2
2007/2/9,8.1,13.7,1.5
2007/2/10,8.2,11.7,4.6
2007/2/11,5.1,11.6,0.4
2007/2/12,4.3,10.6,-1.8
2007/2/13,5.8,11.9,-1.2
2007/2/14,7.1,9.3,5.0
2007/2/15,6.4,11.9,3.0
2007/2/16,5.1,11.9,-0.4
2007/2/17,4.4,10.2,-2.1
2007/2/18,5.3,8.9,3.3
2007/2/19,6.2,11.8,1.6
2007/2/20,4.3,7.1,1.6
2007/2/21,6.8,13.6,1.6
2007/2/22,8.2,14.8,-0.2
2007/2/23,9.4,11.9,7.7
2007/2/24,4.3,8.4,-0.2
2007/2/25,2.1,7.9,-2.1
2007/2/26,3.7,10.0,-1.1
2007/2/27,6.1,13.0,-1.8
2007/2/28,8.0,12.9,3.5
2007/3/1,5.9,14.3,-1.4
2007/3/2,6.1,13.8,-1.0
2007/3/3,8.6,14.7,2.3
2007/3/4,12.6,19.9,8.3
2007/3/5,14.2,19.1,10.6
2007/3/6,10.2,15.8,3.0
2007/3/7,5.6,11.9,1.3
2007/3/8,4.6,11.1,-2.4
2007/3/9,5.3,12.4,-1.7
2007/3/10,7.7,12.9,2.2
2007/3/11,7.3,14.1,2.5
2007/3/12,4.6,10.3,-1.3
2007/3/13,5.0,11.3,0.2
2007/3/14,4.6,12.1,-2.1
2007/3/15,4.7,10.3,-1.8
2007/3/16,5.7,12.3,1.1
2007/3/17,4.9,11.4,0.8
2007/3/18,3.6,10.7,-2.0
2007/3/19,4.3,11.8,-2.6
2007/3/20,5.3,12.8,-1.5
2007/3/21,6.7,13.5,0.2
2007/3/22,8.7,15.5,3.5
2007/3/23,9.3,16.7,1.3
2007/3/24,11.2,16.1,7.0
2007/3/25,13.2,17.2,9.0
2007/3/26,11.8,19.8,4.3
2007/3/27,10.1,13.8,5.9
2007/3/28,13.0,21.2,6.0
2007/3/29,15.9,24.6,9.5
2007/3/30,11.0,19.3,6.3
2007/3/31,7.7,10.8,3.4
2007/4/1,14.8,23.6,7.9
2007/4/2,11.5,13.3,9.2
2007/4/3,6.7,9.3,4.4
2007/4/4,6.0,12.3,3.4
2007/4/5,6.5,12.8,-0.2
2007/4/6,8.3,13.8,2.6
2007/4/7,11.5,18.5,6.4
2007/4/8,11.5,18.5,7.4
2007/4/9,10.2,15.5,7.4
2007/4/10,11.5,18.4,3.8
2007/4/11,8.9,15.2,5.4
2007/4/12,11.0,17.3,4.5
2007/4/13,14.3,19.2,8.7
2007/4/14,16.5,23.7,9.8
2007/4/15,12.3,19.5,6.4
2007/4/16,8.3,10.8,6.4
2007/4/17,8.6,12.7,6.3
2007/4/18,7.4,11.1,4.7
2007/4/19,9.2,14.1,5.1
2007/4/20,12.5,18.6,6.6
2007/4/21,16.9,24.0,9.9
2007/4/22,18.1,25.0,12.2
2007/4/23,14.3,19.9,9.4
2007/4/24,10.4,12.8,8.4
2007/4/25,12.4,14.7,10.1
2007/4/26,14.4,21.2,8.8
2007/4/27,12.1,18.7,4.6
2007/4/28,11.8,20.5,8.0
2007/4/29,14.2,23.2,4.6
2007/4/30,18.1,27.2,7.4
2007/5/1,14.5,16.4,12.1
