ダウンロードした時刻：2017/07/24 15:36:29

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,2.6,6.4,-2.7
1988/1/2,-1.7,3.4,-3.5
1988/1/3,-1.5,0.3,-3.5
1988/1/4,-0.2,1.4,-3.2
1988/1/5,-4.1,-3.0,-5.5
1988/1/6,-0.6,2.2,-4.1
1988/1/7,4.0,6.3,1.9
1988/1/8,3.6,6.5,1.5
1988/1/9,-1.3,2.4,-3.4
1988/1/10,-4.6,-2.4,-6.1
1988/1/11,-3.7,-2.1,-5.7
1988/1/12,1.2,3.1,-2.5
1988/1/13,4.0,6.0,-0.1
1988/1/14,5.9,8.8,4.2
1988/1/15,1.7,5.2,-1.8
1988/1/16,-2.2,-0.3,-3.6
1988/1/17,-1.1,-0.1,-2.5
1988/1/18,-3.7,-0.8,-5.8
1988/1/19,-0.1,3.0,-3.6
1988/1/20,5.1,8.1,2.7
1988/1/21,5.0,8.5,-0.9
1988/1/22,6.3,10.4,3.4
1988/1/23,-1.5,3.9,-4.4
1988/1/24,-5.2,-3.0,-6.6
1988/1/25,-5.3,-3.6,-6.5
1988/1/26,-6.1,-4.6,-7.9
1988/1/27,-4.2,-2.6,-6.9
1988/1/28,-3.6,-1.9,-5.3
1988/1/29,-3.5,0.2,-5.5
1988/1/30,-4.5,-2.4,-6.3
1988/1/31,-3.2,-1.7,-4.3
1988/2/1,-2.4,-1.2,-3.6
1988/2/2,0.6,4.3,-3.5
1988/2/3,-6.3,-3.0,-7.2
1988/2/4,-3.8,-1.2,-7.2
1988/2/5,-0.7,1.5,-2.4
1988/2/6,-1.9,0.3,-3.6
1988/2/7,-4.2,-2.2,-6.2
1988/2/8,-2.3,-0.8,-3.9
1988/2/9,-1.5,0.1,-2.8
1988/2/10,-2.0,-0.3,-3.1
1988/2/11,-3.0,-1.6,-3.8
1988/2/12,-2.7,-0.4,-4.6
1988/2/13,-4.1,-1.7,-6.8
1988/2/14,-5.6,-2.5,-9.1
1988/2/15,-5.4,-3.9,-9.0
1988/2/16,-3.7,-2.2,-5.4
1988/2/17,-4.8,-3.7,-6.8
1988/2/18,-4.6,-3.0,-7.3
1988/2/19,-3.8,-2.4,-5.7
1988/2/20,-4.0,-2.2,-5.9
1988/2/21,-4.4,-0.1,-10.4
1988/2/22,-1.7,2.6,-9.6
1988/2/23,0.8,4.3,-1.4
1988/2/24,-1.4,-0.4,-2.2
1988/2/25,-1.3,-0.3,-2.3
1988/2/26,-1.3,0.2,-2.3
1988/2/27,-3.6,-2.1,-5.3
1988/2/28,-4.1,-2.6,-5.2
1988/2/29,-2.0,-1.3,-3.1
1988/3/1,0.0,1.9,-4.9
1988/3/2,1.9,3.5,0.5
1988/3/3,-0.1,3.1,-1.5
1988/3/4,-0.7,0.6,-1.5
1988/3/5,-1.0,0.9,-3.1
1988/3/6,-2.6,0.0,-5.4
1988/3/7,-2.6,-1.2,-5.8
1988/3/8,-2.9,-0.6,-4.8
1988/3/9,-2.4,0.0,-4.8
1988/3/10,1.7,3.5,-1.1
1988/3/11,7.3,8.7,3.5
1988/3/12,4.7,7.7,2.7
1988/3/13,4.2,6.2,2.7
1988/3/14,5.6,7.8,3.3
1988/3/15,-1.6,4.4,-5.6
1988/3/16,-0.4,1.3,-4.3
1988/3/17,2.5,5.3,-1.2
1988/3/18,2.7,7.2,-2.6
1988/3/19,3.1,5.4,1.1
1988/3/20,1.2,2.5,-0.2
1988/3/21,2.2,4.8,-0.4
1988/3/22,3.1,5.2,1.2
1988/3/23,3.8,5.2,1.0
1988/3/24,0.7,1.7,-1.1
1988/3/25,3.1,5.3,0.8
1988/3/26,2.7,5.7,-0.1
1988/3/27,2.1,5.1,-1.9
1988/3/28,3.6,6.5,-1.0
1988/3/29,3.5,7.1,-0.5
1988/3/30,2.5,8.0,-1.8
1988/3/31,2.4,7.1,-1.3
1988/4/1,3.1,7.9,-2.7
1988/4/2,4.2,8.7,-0.5
1988/4/3,5.3,10.4,-1.0
1988/4/4,4.1,6.3,0.5
1988/4/5,4.9,9.9,-1.1
1988/4/6,3.8,5.5,1.6
1988/4/7,3.9,6.7,1.1
1988/4/8,3.4,7.8,-1.1
1988/4/9,4.9,7.6,-0.7
1988/4/10,6.1,8.5,3.7
1988/4/11,8.7,10.7,5.4
1988/4/12,10.8,15.7,5.4
1988/4/13,8.4,11.5,7.0
1988/4/14,5.7,14.6,2.5
1988/4/15,4.8,7.6,0.6
1988/4/16,5.1,7.4,3.5
1988/4/17,6.8,10.3,2.3
1988/4/18,13.1,20.1,2.9
1988/4/19,9.3,13.5,7.2
1988/4/20,6.6,8.6,4.9
1988/4/21,5.8,8.8,4.4
1988/4/22,6.3,9.5,4.7
1988/4/23,4.1,5.7,2.9
1988/4/24,4.5,6.3,3.0
1988/4/25,6.4,10.1,3.6
1988/4/26,9.5,13.1,4.8
1988/4/27,9.6,12.7,6.8
1988/4/28,11.9,16.7,7.0
1988/4/29,13.5,19.6,8.9
1988/4/30,9.9,12.7,7.9
1988/5/1,14.0,19.0,8.4
