É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:09

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1992/1/1,-3.0,0.1,-7.7
1992/1/2,-2.2,2.7,-8.1
1992/1/3,-2.1,0.8,-5.4
1992/1/4,-2.6,1.6,-6.5
1992/1/5,-2.0,0.0,-2.9
1992/1/6,-2.8,0.0,-7.1
1992/1/7,-5.1,0.2,-11.3
1992/1/8,-1.6,2.0,-4.2
1992/1/9,-1.7,0.3,-6.7
1992/1/10,-1.7,0.1,-3.7
1992/1/11,0.0,3.3,-4.3
1992/1/12,1.2,5.5,-5.4
1992/1/13,-0.1,3.0,-2.3
1992/1/14,-4.5,-2.1,-7.4
1992/1/15,-3.2,-1.0,-8.0
1992/1/16,-1.6,2.3,-8.0
1992/1/17,2.5,4.7,-0.2
1992/1/18,0.8,4.1,-0.7
1992/1/19,-2.1,-0.4,-4.8
1992/1/20,-2.1,1.8,-4.5
1992/1/21,-0.8,0.7,-2.8
1992/1/22,-1.0,0.8,-5.0
1992/1/23,-3.8,-0.6,-6.1
1992/1/24,-8.0,-5.8,-10.7
1992/1/25,-5.1,-1.4,-10.2
1992/1/26,-1.9,-0.2,-5.6
1992/1/27,-0.7,4.4,-4.5
1992/1/28,-4.0,-1.2,-6.1
1992/1/29,-4.2,-1.4,-5.8
1992/1/30,-5.8,-2.0,-9.4
1992/1/31,-6.7,-2.8,-10.0
1992/2/1,-5.4,-1.7,-9.0
1992/2/2,-6.0,-2.5,-9.4
1992/2/3,-0.2,3.7,-3.7
1992/2/4,-2.3,-0.1,-6.9
1992/2/5,-7.5,-4.6,-10.9
1992/2/6,-4.0,1.8,-12.3
1992/2/7,-0.6,4.3,-4.4
1992/2/8,-4.9,-1.7,-7.0
1992/2/9,-3.9,-0.8,-7.0
1992/2/10,-1.0,4.0,-4.1
1992/2/11,-5.2,-2.2,-8.8
1992/2/12,-2.1,0.7,-6.4
1992/2/13,-3.2,-0.5,-4.8
1992/2/14,-2.7,0.5,-6.3
1992/2/15,1.4,4.5,-4.0
1992/2/16,-0.3,4.8,-5.7
1992/2/17,-2.6,0.1,-5.2
1992/2/18,-1.1,1.2,-3.3
1992/2/19,-4.4,0.2,-8.2
1992/2/20,-5.9,-3.2,-8.3
1992/2/21,-4.9,-1.9,-7.7
1992/2/22,-4.0,-0.9,-8.0
1992/2/23,-1.6,0.8,-4.2
1992/2/24,-0.8,3.6,-5.5
1992/2/25,-1.2,1.6,-4.0
1992/2/26,-0.4,2.5,-2.6
1992/2/27,-2.1,-0.1,-4.5
1992/2/28,-0.3,5.2,-8.0
1992/2/29,3.4,7.4,0.3
1992/3/1,-0.2,2.4,-4.8
1992/3/2,-2.6,-0.6,-4.6
1992/3/3,-3.2,-0.5,-5.0
1992/3/4,-2.4,-0.4,-4.7
1992/3/5,-2.6,0.0,-6.6
1992/3/6,-3.1,-0.8,-6.0
1992/3/7,-3.5,0.5,-8.0
1992/3/8,-0.7,3.6,-7.5
1992/3/9,0.3,6.3,-6.7
1992/3/10,2.6,7.2,-0.8
1992/3/11,1.2,4.0,-0.8
1992/3/12,2.2,6.6,-3.4
1992/3/13,1.7,6.3,-3.3
1992/3/14,4.0,8.1,0.6
1992/3/15,4.5,8.4,1.3
1992/3/16,-0.8,1.5,-3.6
1992/3/17,-2.3,0.8,-4.4
1992/3/18,-1.6,1.7,-5.5
1992/3/19,1.0,5.5,-2.4
1992/3/20,-1.1,1.0,-3.1
1992/3/21,-1.6,1.0,-4.1
1992/3/22,-2.3,1.2,-4.2
1992/3/23,1.1,4.9,-3.5
1992/3/24,2.5,7.4,-2.5
1992/3/25,2.6,4.3,0.3
1992/3/26,4.1,6.9,2.2
1992/3/27,5.1,9.6,1.6
1992/3/28,5.6,11.3,0.1
1992/3/29,6.0,13.8,-0.6
1992/3/30,6.6,8.7,5.4
1992/3/31,9.2,14.3,5.2
1992/4/1,8.1,14.5,3.1
1992/4/2,9.5,15.2,6.5
1992/4/3,10.3,17.2,3.5
1992/4/4,10.9,18.0,5.0
1992/4/5,9.9,14.5,7.0
1992/4/6,4.7,8.2,1.6
1992/4/7,1.9,6.1,-1.2
1992/4/8,3.2,8.0,-1.0
1992/4/9,7.0,12.6,2.3
1992/4/10,5.1,7.2,3.3
1992/4/11,3.0,4.7,1.3
1992/4/12,3.3,5.5,1.2
1992/4/13,3.9,7.3,1.5
1992/4/14,3.9,6.0,2.4
1992/4/15,3.4,7.3,1.2
1992/4/16,4.0,7.0,1.5
1992/4/17,6.6,10.3,3.8
1992/4/18,5.9,7.4,4.4
1992/4/19,11.5,15.1,7.3
1992/4/20,7.4,12.4,3.5
1992/4/21,8.3,11.7,3.3
1992/4/22,8.1,10.1,5.5
1992/4/23,4.7,7.5,2.4
1992/4/24,8.9,17.8,2.8
1992/4/25,6.1,8.5,3.5
1992/4/26,9.8,15.7,3.2
1992/4/27,9.5,13.6,6.6
1992/4/28,12.3,18.1,8.0
1992/4/29,7.9,13.2,5.6
1992/4/30,7.0,10.5,4.6
1992/5/1,5.5,9.2,3.6
