ダウンロードした時刻：2017/07/24 15:46:05

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,6.6,12.0,1.1
1988/1/2,10.1,14.2,4.8
1988/1/3,9.4,12.5,5.1
1988/1/4,7.9,9.6,3.9
1988/1/5,6.8,9.4,4.5
1988/1/6,5.5,9.2,1.6
1988/1/7,4.4,6.3,0.7
1988/1/8,10.0,13.7,5.9
1988/1/9,7.4,10.8,3.6
1988/1/10,4.2,7.1,2.4
1988/1/11,4.8,8.4,2.1
1988/1/12,4.7,7.9,0.3
1988/1/13,6.6,12.6,2.7
1988/1/14,6.6,12.2,0.4
1988/1/15,8.2,11.9,3.6
1988/1/16,10.2,14.0,8.4
1988/1/17,7.9,11.6,4.7
1988/1/18,6.6,9.8,4.8
1988/1/19,5.9,9.1,2.8
1988/1/20,6.9,12.5,3.2
1988/1/21,8.4,14.0,2.6
1988/1/22,11.5,15.0,7.6
1988/1/23,5.1,13.8,-0.1
1988/1/24,2.0,5.4,-0.9
1988/1/25,6.0,8.7,1.5
1988/1/26,6.6,9.8,4.9
1988/1/27,6.2,9.8,3.6
1988/1/28,7.1,11.7,3.3
1988/1/29,8.4,15.5,2.3
1988/1/30,8.7,11.8,5.3
1988/1/31,6.8,9.6,3.9
1988/2/1,5.4,10.6,1.8
1988/2/2,5.7,12.3,1.5
1988/2/3,0.9,3.4,-0.4
1988/2/4,3.2,7.6,-1.9
1988/2/5,9.5,21.3,-0.3
1988/2/6,8.7,13.0,3.5
1988/2/7,2.3,4.9,0.7
1988/2/8,3.6,8.7,-0.5
1988/2/9,4.1,8.7,0.9
1988/2/10,4.1,7.2,1.0
1988/2/11,4.2,7.1,1.4
1988/2/12,5.8,10.9,1.1
1988/2/13,6.9,11.4,2.8
1988/2/14,5.8,9.6,1.7
1988/2/15,5.5,8.2,3.1
1988/2/16,4.8,8.5,2.1
1988/2/17,3.5,7.4,1.5
1988/2/18,3.5,6.6,1.3
1988/2/19,4.2,9.3,1.2
1988/2/20,6.5,12.0,0.1
1988/2/21,5.1,8.1,2.6
1988/2/22,5.2,9.1,0.7
1988/2/23,7.4,10.8,4.3
1988/2/24,7.3,10.5,4.6
1988/2/25,6.9,10.7,2.5
1988/2/26,6.9,8.5,3.8
1988/2/27,4.0,5.4,2.4
1988/2/28,6.9,11.3,3.8
1988/2/29,5.9,7.7,4.1
1988/3/1,7.4,9.1,5.1
1988/3/2,10.1,13.9,8.0
1988/3/3,5.8,9.5,1.5
1988/3/4,3.8,7.9,0.2
1988/3/5,4.5,7.2,0.6
1988/3/6,7.0,11.7,1.4
1988/3/7,4.5,7.1,1.0
1988/3/8,4.5,9.7,-0.3
1988/3/9,6.5,10.6,1.0
1988/3/10,7.3,12.5,1.5
1988/3/11,11.1,18.8,2.1
1988/3/12,13.0,17.4,9.4
1988/3/13,10.6,15.5,6.2
1988/3/14,13.0,17.0,8.7
1988/3/15,10.1,15.5,5.0
1988/3/16,4.4,5.7,3.0
1988/3/17,4.3,5.9,2.2
1988/3/18,8.7,12.0,5.7
1988/3/19,10.2,15.6,5.0
1988/3/20,9.3,12.7,7.0
1988/3/21,8.3,10.2,5.6
1988/3/22,11.8,16.8,8.8
1988/3/23,10.6,13.9,8.7
1988/3/24,9.3,13.0,5.9
1988/3/25,7.6,8.7,6.1
1988/3/26,8.1,8.9,7.1
1988/3/27,8.1,12.0,5.5
1988/3/28,8.9,14.1,3.5
1988/3/29,9.5,13.6,5.9
1988/3/30,8.5,10.6,7.4
1988/3/31,10.3,15.1,6.6
1988/4/1,9.5,12.9,4.9
1988/4/2,10.8,12.7,8.8
1988/4/3,13.6,18.6,10.7
1988/4/4,10.4,12.8,8.7
1988/4/5,14.0,20.0,7.9
1988/4/6,12.5,16.2,9.1
1988/4/7,7.1,9.1,5.8
1988/4/8,8.5,12.3,5.8
1988/4/9,9.4,15.1,4.5
1988/4/10,10.2,16.2,3.8
1988/4/11,13.4,19.1,5.6
1988/4/12,16.5,17.9,14.3
1988/4/13,17.5,22.7,14.8
1988/4/14,14.9,20.7,9.4
1988/4/15,14.3,19.9,8.7
1988/4/16,14.7,20.2,9.6
1988/4/17,16.1,21.7,10.9
1988/4/18,13.9,15.3,12.1
1988/4/19,14.1,17.8,10.2
1988/4/20,15.8,20.3,10.4
1988/4/21,16.9,20.7,13.0
1988/4/22,15.8,19.0,12.0
1988/4/23,12.7,16.4,9.1
1988/4/24,13.3,19.0,8.0
1988/4/25,14.5,20.2,7.9
1988/4/26,15.5,20.1,9.1
1988/4/27,15.7,19.7,13.4
1988/4/28,17.0,21.1,10.5
1988/4/29,18.2,22.0,15.7
1988/4/30,18.8,22.4,15.1
1988/5/1,20.4,27.7,14.7
