ダウンロードした時刻：2017/07/24 15:46:44

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,4.6,5.8,4.0
1986/1/2,2.1,5.4,-1.6
1986/1/3,2.8,7.1,-2.5
1986/1/4,3.4,6.8,-2.0
1986/1/5,-2.0,0.3,-3.4
1986/1/6,1.2,4.9,-2.2
1986/1/7,1.6,3.2,0.5
1986/1/8,3.1,6.4,1.0
1986/1/9,3.3,6.9,0.7
1986/1/10,2.3,5.4,0.9
1986/1/11,2.2,6.4,-0.6
1986/1/12,1.2,7.1,-2.9
1986/1/13,3.1,8.8,0.2
1986/1/14,2.8,9.4,-2.2
1986/1/15,4.3,8.4,-0.2
1986/1/16,6.9,12.4,4.3
1986/1/17,6.1,12.7,0.5
1986/1/18,4.9,5.6,4.0
1986/1/19,6.5,10.2,2.6
1986/1/20,5.9,12.8,-0.3
1986/1/21,5.4,10.4,1.0
1986/1/22,4.2,7.2,1.2
1986/1/23,4.9,7.5,3.3
1986/1/24,4.8,9.4,-0.1
1986/1/25,2.5,6.7,-1.3
1986/1/26,2.7,6.1,-0.7
1986/1/27,2.2,6.9,-1.0
1986/1/28,2.6,9.1,-2.2
1986/1/29,4.1,9.7,-0.5
1986/1/30,5.0,10.2,0.8
1986/1/31,5.8,13.2,1.7
1986/2/1,3.6,8.1,0.6
1986/2/2,3.8,9.6,-0.3
1986/2/3,2.9,8.1,-0.5
1986/2/4,1.6,5.6,-0.4
1986/2/5,2.4,6.6,-1.3
1986/2/6,2.2,5.4,-0.7
1986/2/7,2.7,7.1,0.5
1986/2/8,2.4,6.3,-0.1
1986/2/9,3.6,8.0,0.2
1986/2/10,4.3,10.6,-0.5
1986/2/11,3.8,8.8,0.3
1986/2/12,4.2,10.3,-0.9
1986/2/13,6.0,10.3,-0.6
1986/2/14,10.7,14.0,8.1
1986/2/15,6.0,10.2,2.3
1986/2/16,3.5,7.6,1.1
1986/2/17,4.6,9.5,-0.4
1986/2/18,8.0,11.6,4.5
1986/2/19,7.5,12.5,3.2
1986/2/20,4.6,10.0,0.5
1986/2/21,4.7,9.3,1.6
1986/2/22,3.8,10.0,-1.4
1986/2/23,4.8,11.2,0.3
1986/2/24,1.9,6.3,-0.6
1986/2/25,2.5,9.7,-2.9
1986/2/26,4.6,10.3,-1.0
1986/2/27,1.4,5.0,-0.1
1986/2/28,3.2,8.0,-1.5
1986/3/1,2.5,6.5,-1.0
1986/3/2,2.9,7.0,-1.0
1986/3/3,6.4,12.4,1.5
1986/3/4,6.4,12.5,0.6
1986/3/5,9.5,18.4,2.0
1986/3/6,8.7,16.5,2.6
1986/3/7,8.8,17.6,1.3
1986/3/8,9.8,19.0,1.8
1986/3/9,12.7,19.8,4.4
1986/3/10,11.5,15.6,8.5
1986/3/11,8.7,12.4,5.5
1986/3/12,8.7,14.8,2.8
1986/3/13,10.5,16.7,4.9
1986/3/14,11.9,13.4,10.2
1986/3/15,12.3,15.9,8.3
1986/3/16,9.9,14.3,5.7
1986/3/17,8.7,14.2,3.5
1986/3/18,9.3,12.6,6.9
1986/3/19,9.9,12.2,7.6
1986/3/20,8.9,14.9,5.1
1986/3/21,10.2,16.4,5.5
1986/3/22,6.9,8.8,5.2
1986/3/23,7.4,10.9,4.2
1986/3/24,7.4,13.9,1.2
1986/3/25,8.0,14.9,1.1
1986/3/26,9.5,16.0,4.1
1986/3/27,9.4,11.7,6.4
1986/3/28,12.1,13.9,10.9
1986/3/29,12.9,18.1,9.2
1986/3/30,11.8,17.4,7.7
1986/3/31,11.3,16.8,6.5
1986/4/1,10.8,18.6,3.0
1986/4/2,13.0,21.3,4.1
1986/4/3,13.1,15.8,10.8
1986/4/4,13.9,17.9,11.6
1986/4/5,12.9,19.0,7.6
1986/4/6,12.6,20.5,4.3
1986/4/7,10.8,16.5,6.4
1986/4/8,12.5,16.7,6.1
1986/4/9,14.7,16.3,13.5
1986/4/10,18.9,22.8,16.0
1986/4/11,13.7,17.3,8.6
1986/4/12,11.2,17.5,5.2
1986/4/13,13.1,21.1,4.6
1986/4/14,15.9,23.0,9.4
1986/4/15,14.6,17.9,10.5
1986/4/16,12.9,19.5,7.9
1986/4/17,14.2,20.5,7.3
1986/4/18,13.2,14.5,12.4
1986/4/19,16.5,21.5,13.1
1986/4/20,18.5,23.1,14.9
1986/4/21,16.9,20.6,14.7
1986/4/22,15.7,18.2,13.3
1986/4/23,16.7,24.0,11.2
1986/4/24,17.6,25.9,10.3
1986/4/25,19.6,25.0,12.8
1986/4/26,20.9,24.5,18.9
1986/4/27,18.3,20.1,15.4
1986/4/28,17.0,22.9,13.2
1986/4/29,17.3,25.3,11.0
1986/4/30,18.1,23.8,11.4
1986/5/1,17.7,19.8,16.2
