ダウンロードした時刻：2017/07/24 15:46:59

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,7.5,11.0,3.9
2001/1/2,8.9,15.5,3.6
2001/1/3,7.0,9.7,5.1
2001/1/4,5.9,9.2,2.6
2001/1/5,5.1,9.5,1.3
2001/1/6,6.4,9.6,1.4
2001/1/7,7.4,11.0,4.4
2001/1/8,12.1,15.0,9.7
2001/1/9,9.8,13.5,6.4
2001/1/10,9.3,13.3,2.8
2001/1/11,6.2,12.2,-0.2
2001/1/12,6.3,9.8,2.2
2001/1/13,3.6,6.0,1.3
2001/1/14,1.8,4.6,-0.3
2001/1/15,0.1,3.6,-2.5
2001/1/16,1.1,4.5,-1.2
2001/1/17,2.6,6.8,-0.4
2001/1/18,4.3,10.6,-2.2
2001/1/19,6.1,11.6,1.0
2001/1/20,7.9,10.9,5.2
2001/1/21,9.5,13.3,4.0
2001/1/22,5.5,9.3,1.6
2001/1/23,6.8,12.2,1.9
2001/1/24,6.7,8.8,5.2
2001/1/25,7.5,9.5,5.0
2001/1/26,7.9,9.6,6.4
2001/1/27,8.0,11.3,5.4
2001/1/28,7.2,11.7,4.4
2001/1/29,4.4,8.2,1.0
2001/1/30,4.4,8.9,0.1
2001/1/31,5.7,11.8,-0.6
2001/2/1,6.9,10.1,4.9
2001/2/2,5.3,8.6,1.4
2001/2/3,4.6,9.5,-0.5
2001/2/4,5.4,6.1,4.5
2001/2/5,7.4,8.7,5.3
2001/2/6,10.1,13.5,7.9
2001/2/7,9.1,9.9,8.2
2001/2/8,7.5,11.4,2.8
2001/2/9,5.1,10.1,0.7
2001/2/10,5.7,9.5,1.6
2001/2/11,5.3,10.7,-0.9
2001/2/12,5.5,8.7,3.3
2001/2/13,5.9,8.5,3.4
2001/2/14,4.9,8.0,2.6
2001/2/15,5.5,11.3,-0.7
2001/2/16,5.6,8.7,1.8
2001/2/17,4.0,10.6,-1.6
2001/2/18,6.6,11.4,0.6
2001/2/19,10.5,16.9,4.8
2001/2/20,8.1,12.9,3.0
2001/2/21,8.8,13.2,3.6
2001/2/22,11.6,15.6,8.3
2001/2/23,11.6,16.1,6.1
2001/2/24,11.0,13.6,7.2
2001/2/25,6.7,9.7,4.7
2001/2/26,5.3,9.2,1.3
2001/2/27,6.7,12.1,-0.5
2001/2/28,12.4,16.9,8.9
2001/3/1,10.5,13.9,6.9
2001/3/2,9.3,14.6,5.4
2001/3/3,9.5,14.0,4.0
2001/3/4,7.0,11.7,1.6
2001/3/5,8.1,14.3,2.5
2001/3/6,11.6,18.2,5.5
2001/3/7,10.7,14.5,5.6
2001/3/8,4.4,8.3,0.1
2001/3/9,3.4,8.0,1.0
2001/3/10,8.0,15.0,-0.7
2001/3/11,7.2,9.2,5.4
2001/3/12,6.6,11.8,2.8
2001/3/13,7.3,12.4,1.9
2001/3/14,10.8,18.7,1.9
2001/3/15,15.9,22.4,10.0
2001/3/16,9.4,13.0,4.2
2001/3/17,10.4,14.5,7.8
2001/3/18,13.0,17.8,7.7
2001/3/19,12.2,20.2,5.4
2001/3/20,13.1,19.5,6.9
2001/3/21,14.8,20.3,9.2
2001/3/22,15.7,23.9,7.4
2001/3/23,14.6,18.8,10.9
2001/3/24,13.8,18.3,8.7
2001/3/25,13.6,16.4,12.6
2001/3/26,13.8,18.6,8.0
2001/3/27,10.9,14.9,6.2
2001/3/28,13.0,17.9,9.8
2001/3/29,9.6,14.2,6.4
2001/3/30,9.9,15.0,5.1
2001/3/31,7.8,11.4,3.9
2001/4/1,8.3,15.3,1.4
2001/4/2,11.6,18.7,2.6
2001/4/3,13.9,19.9,10.1
2001/4/4,11.2,15.6,7.7
2001/4/5,12.5,20.8,4.3
2001/4/6,14.3,21.2,8.7
2001/4/7,15.9,19.9,10.8
2001/4/8,17.8,21.0,15.0
2001/4/9,15.0,18.6,13.5
2001/4/10,19.0,24.5,14.9
2001/4/11,17.9,21.9,13.7
2001/4/12,14.3,18.1,11.4
2001/4/13,15.4,21.7,8.1
2001/4/14,17.3,23.5,12.4
2001/4/15,15.6,22.0,8.7
2001/4/16,15.5,22.4,8.3
2001/4/17,16.8,22.3,11.2
2001/4/18,14.9,16.6,12.0
2001/4/19,16.7,24.6,9.2
2001/4/20,17.1,22.2,10.9
2001/4/21,12.3,16.2,11.4
2001/4/22,14.8,20.7,8.4
2001/4/23,14.1,18.5,6.0
2001/4/24,15.8,19.7,14.7
2001/4/25,14.8,18.6,11.9
2001/4/26,14.1,20.2,8.1
2001/4/27,14.6,20.1,8.0
2001/4/28,16.8,21.2,13.1
2001/4/29,15.7,17.3,14.6
2001/4/30,16.0,17.1,15.1
2001/5/1,16.0,17.5,14.7
