ダウンロードした時刻：2017/07/24 15:44:49

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,5.7,8.9,2.1
1983/1/2,5.8,7.9,2.8
1983/1/3,5.8,8.7,3.8
1983/1/4,5.5,8.4,3.5
1983/1/5,9.3,13.3,5.7
1983/1/6,8.9,11.1,6.5
1983/1/7,9.7,13.7,6.6
1983/1/8,8.8,14.8,5.0
1983/1/9,4.4,6.6,2.2
1983/1/10,1.9,3.7,0.3
1983/1/11,3.5,6.2,0.0
1983/1/12,5.2,7.8,2.8
1983/1/13,4.9,8.0,2.8
1983/1/14,4.6,7.3,1.3
1983/1/15,4.8,8.0,1.8
1983/1/16,5.7,10.1,2.7
1983/1/17,5.8,9.9,2.1
1983/1/18,5.8,6.5,5.0
1983/1/19,4.3,6.4,1.7
1983/1/20,1.3,3.8,-0.1
1983/1/21,1.6,5.3,-0.2
1983/1/22,0.3,3.4,-1.1
1983/1/23,1.2,5.4,-2.1
1983/1/24,5.0,8.3,2.3
1983/1/25,5.0,8.2,1.7
1983/1/26,6.4,10.4,2.2
1983/1/27,6.8,10.3,2.7
1983/1/28,8.1,12.1,4.5
1983/1/29,9.0,13.6,5.1
1983/1/30,8.5,14.9,3.7
1983/1/31,4.0,7.0,2.0
1983/2/1,5.5,8.0,1.6
1983/2/2,7.8,9.2,6.5
1983/2/3,5.2,8.2,2.4
1983/2/4,4.2,7.2,2.1
1983/2/5,5.7,10.0,1.4
1983/2/6,8.3,12.0,4.3
1983/2/7,6.7,9.9,3.5
1983/2/8,4.4,7.0,2.8
1983/2/9,5.0,7.8,3.2
1983/2/10,2.5,5.3,-0.9
1983/2/11,3.1,7.6,-1.8
1983/2/12,1.8,6.0,-0.7
1983/2/13,0.7,3.5,-1.4
1983/2/14,1.6,5.3,-2.6
1983/2/15,6.8,12.2,2.9
1983/2/16,5.9,9.2,2.1
1983/2/17,5.9,8.1,4.5
1983/2/18,3.3,7.6,-1.0
1983/2/19,2.0,5.5,-1.4
1983/2/20,1.9,6.0,-1.0
1983/2/21,1.6,5.7,-2.8
1983/2/22,3.2,7.4,-1.2
1983/2/23,4.7,8.9,1.0
1983/2/24,5.0,6.7,3.3
1983/2/25,4.9,9.0,1.6
1983/2/26,3.9,7.1,0.4
1983/2/27,4.2,7.9,0.7
1983/2/28,5.9,9.8,0.7
1983/3/1,6.1,9.2,2.7
1983/3/2,14.3,18.8,7.5
1983/3/3,9.5,12.9,5.7
1983/3/4,6.3,10.0,4.5
1983/3/5,4.2,7.3,2.1
1983/3/6,4.3,10.0,-0.5
1983/3/7,3.2,7.9,0.0
1983/3/8,2.7,6.5,-0.8
1983/3/9,4.5,7.4,-0.3
1983/3/10,5.5,7.2,4.0
1983/3/11,8.0,11.8,4.3
1983/3/12,7.0,9.1,4.3
1983/3/13,7.7,9.6,4.4
1983/3/14,4.0,7.2,1.5
1983/3/15,5.3,9.8,-0.5
1983/3/16,5.9,7.0,4.7
1983/3/17,6.6,10.3,3.7
1983/3/18,4.1,7.0,2.1
1983/3/19,5.8,9.7,1.1
1983/3/20,9.7,15.1,4.0
1983/3/21,10.6,12.7,9.1
1983/3/22,12.0,16.4,7.3
1983/3/23,10.8,13.7,9.5
1983/3/24,9.5,12.9,6.1
1983/3/25,7.6,10.8,5.0
1983/3/26,6.9,9.8,3.0
1983/3/27,8.8,12.5,5.2
1983/3/28,9.5,13.5,7.1
1983/3/29,8.4,10.8,7.2
1983/3/30,9.2,11.3,7.5
1983/3/31,9.9,13.5,7.5
1983/4/1,9.7,13.7,8.7
1983/4/2,12.0,16.5,7.1
1983/4/3,11.0,15.1,8.3
1983/4/4,12.3,18.2,8.4
1983/4/5,11.9,16.7,7.1
1983/4/6,14.0,19.9,8.5
1983/4/7,13.4,17.2,10.9
1983/4/8,14.2,19.4,10.9
1983/4/9,13.8,19.7,9.6
1983/4/10,11.8,14.8,10.4
1983/4/11,15.0,19.1,12.6
1983/4/12,14.4,18.1,11.0
1983/4/13,14.4,18.2,10.3
1983/4/14,13.9,19.3,11.0
1983/4/15,15.4,19.5,12.4
1983/4/16,12.9,18.1,10.9
1983/4/17,11.6,13.6,9.8
1983/4/18,14.2,18.4,9.4
1983/4/19,15.6,19.5,12.3
1983/4/20,14.9,18.7,9.7
1983/4/21,12.4,16.3,8.2
1983/4/22,14.1,18.7,12.0
1983/4/23,15.4,18.7,11.7
1983/4/24,16.6,22.6,11.6
1983/4/25,18.0,24.1,11.9
1983/4/26,18.9,22.8,13.8
1983/4/27,20.2,24.8,18.0
1983/4/28,20.7,23.5,15.9
1983/4/29,18.5,23.6,13.1
1983/4/30,13.5,17.5,11.2
1983/5/1,12.9,14.4,11.2
