ダウンロードした時刻：2017/07/24 15:47:41

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,3.9,8.2,1.6
2015/1/2,4.3,6.9,1.6
2015/1/3,5.4,11.3,0.6
2015/1/4,9.4,16.5,3.5
2015/1/5,11.0,16.2,6.1
2015/1/6,12.5,17.8,7.7
2015/1/7,7.9,13.2,4.4
2015/1/8,6.2,10.7,3.7
2015/1/9,6.9,12.9,1.9
2015/1/10,8.7,13.4,4.8
2015/1/11,9.4,15.0,3.7
2015/1/12,7.9,12.4,4.1
2015/1/13,9.1,12.6,5.3
2015/1/14,12.8,15.6,9.8
2015/1/15,12.7,16.7,8.5
2015/1/16,10.5,15.8,5.3
2015/1/17,8.6,11.7,2.7
2015/1/18,7.5,13.8,1.1
2015/1/19,10.2,13.4,6.2
2015/1/20,8.8,14.1,3.6
2015/1/21,11.4,14.8,7.6
2015/1/22,10.1,14.6,7.1
2015/1/23,8.4,13.9,4.5
2015/1/24,8.5,15.8,2.5
2015/1/25,10.9,16.3,4.5
2015/1/26,13.5,16.2,10.9
2015/1/27,11.9,16.5,9.4
2015/1/28,8.6,11.3,6.2
2015/1/29,9.4,11.7,7.8
2015/1/30,9.3,11.3,7.2
2015/1/31,6.8,10.8,3.3
2015/2/1,6.3,12.0,1.1
2015/2/2,7.5,12.3,2.8
2015/2/3,8.2,14.1,2.7
2015/2/4,8.2,9.2,6.6
2015/2/5,7.1,10.8,3.9
2015/2/6,7.1,13.4,2.1
2015/2/7,8.2,13.4,4.0
2015/2/8,5.7,9.7,2.4
2015/2/9,3.4,7.4,1.0
2015/2/10,5.8,9.9,1.1
2015/2/11,9.1,14.5,5.8
2015/2/12,8.3,12.2,6.2
2015/2/13,7.1,11.4,3.3
2015/2/14,7.2,14.6,1.6
2015/2/15,10.3,16.7,2.9
2015/2/16,14.4,18.3,11.5
2015/2/17,11.9,15.5,9.0
2015/2/18,9.7,13.4,6.7
2015/2/19,8.8,14.0,5.5
2015/2/20,8.4,13.4,3.4
2015/2/21,12.6,16.2,6.7
2015/2/22,15.4,17.6,13.4
2015/2/23,11.9,15.2,9.1
2015/2/24,9.9,14.4,6.5
2015/2/25,10.4,15.7,3.6
2015/2/26,12.0,15.3,9.6
2015/2/27,9.4,15.1,5.9
2015/2/28,10.0,13.2,6.8
2015/3/1,11.6,14.0,7.2
2015/3/2,9.4,15.7,5.4
2015/3/3,9.8,13.4,5.6
2015/3/4,9.1,12.3,5.9
2015/3/5,9.7,15.1,5.1
2015/3/6,8.7,11.1,7.9
2015/3/7,11.0,15.7,8.3
2015/3/8,12.1,17.2,6.0
2015/3/9,12.4,16.1,9.9
2015/3/10,5.4,10.0,3.2
2015/3/11,7.8,12.6,4.1
2015/3/12,9.1,14.5,5.0
2015/3/13,9.6,17.8,2.3
2015/3/14,13.2,21.7,6.1
2015/3/15,12.6,14.4,11.0
2015/3/16,14.4,15.9,12.8
2015/3/17,18.2,23.7,13.1
2015/3/18,18.9,21.0,17.1
2015/3/19,19.0,21.9,15.2
2015/3/20,16.8,22.1,14.7
2015/3/21,17.0,22.3,13.7
2015/3/22,15.3,21.9,9.8
2015/3/23,13.3,19.8,9.3
2015/3/24,10.7,16.5,6.4
2015/3/25,11.1,17.1,6.5
2015/3/26,11.7,18.2,5.5
2015/3/27,12.5,16.6,6.9
2015/3/28,16.6,21.9,9.8
2015/3/29,17.4,25.2,13.4
2015/3/30,17.4,23.3,11.3
2015/3/31,18.2,21.2,14.9
2015/4/1,20.2,24.8,17.8
2015/4/2,20.8,24.9,17.3
2015/4/3,22.5,26.1,20.2
2015/4/4,21.2,24.1,19.1
2015/4/5,23.1,26.2,21.0
2015/4/6,21.6,23.9,20.1
2015/4/7,17.9,21.8,13.0
2015/4/8,13.2,15.7,11.1
2015/4/9,15.3,19.4,12.9
2015/4/10,18.1,22.4,15.5
2015/4/11,18.6,22.0,15.7
2015/4/12,18.2,21.1,16.5
2015/4/13,18.8,23.1,16.0
2015/4/14,14.5,18.8,10.9
2015/4/15,14.7,20.1,9.4
2015/4/16,17.5,24.8,12.1
2015/4/17,18.4,24.1,13.2
2015/4/18,17.8,21.9,11.8
2015/4/19,20.8,23.8,18.8
2015/4/20,20.6,23.0,17.8
2015/4/21,18.9,21.7,16.4
2015/4/22,19.2,25.2,14.5
2015/4/23,17.1,23.9,11.1
2015/4/24,17.3,22.8,11.2
2015/4/25,19.6,27.6,13.4
2015/4/26,19.6,25.8,13.5
2015/4/27,20.1,26.1,14.5
2015/4/28,18.3,19.9,17.0
2015/4/29,20.5,24.8,17.4
2015/4/30,20.1,23.5,17.9
2015/5/1,21.3,25.7,18.1
