ダウンロードした時刻：2017/07/24 15:37:26

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,3.5,8.0,0.0
1989/1/2,5.0,9.1,1.9
1989/1/3,3.9,10.0,-0.9
1989/1/4,0.6,4.9,-2.2
1989/1/5,1.3,5.0,-3.8
1989/1/6,2.1,7.9,-2.1
1989/1/7,3.6,9.4,-4.1
1989/1/8,7.9,10.5,3.7
1989/1/9,4.5,5.9,1.8
1989/1/10,4.8,7.1,3.2
1989/1/11,4.5,9.5,1.6
1989/1/12,0.9,2.6,-0.2
1989/1/13,0.5,4.0,-1.6
1989/1/14,-0.4,4.3,-4.1
1989/1/15,-2.7,2.8,-6.3
1989/1/16,-0.1,6.4,-6.7
1989/1/17,1.0,6.5,-3.5
1989/1/18,0.8,7.4,-4.1
1989/1/19,2.5,4.8,-0.6
1989/1/20,3.5,6.1,2.5
1989/1/21,2.8,7.6,0.1
1989/1/22,-0.1,3.9,-2.6
1989/1/23,-1.5,3.1,-5.8
1989/1/24,0.3,3.1,-0.8
1989/1/25,-1.9,1.8,-5.8
1989/1/26,0.5,6.8,-7.7
1989/1/27,3.0,11.3,-1.5
1989/1/28,-2.0,3.0,-4.3
1989/1/29,-0.1,3.4,-4.4
1989/1/30,1.9,7.7,-2.0
1989/1/31,4.8,11.2,-3.0
1989/2/1,2.3,6.2,-1.0
1989/2/2,-0.5,3.8,-3.8
1989/2/3,-2.9,1.6,-7.0
1989/2/4,-0.3,4.7,-7.5
1989/2/5,1.6,6.3,-4.6
1989/2/6,2.2,7.8,-2.5
1989/2/7,2.3,8.3,-4.6
1989/2/8,3.7,8.7,-0.3
1989/2/9,1.8,4.2,0.3
1989/2/10,1.2,5.6,-0.6
1989/2/11,-0.2,3.0,-3.3
1989/2/12,-0.2,4.9,-4.7
1989/2/13,-0.3,5.9,-5.4
1989/2/14,1.4,8.0,-4.2
1989/2/15,4.3,12.7,-2.8
1989/2/16,8.6,13.1,3.8
1989/2/17,1.8,4.0,0.0
1989/2/18,0.5,1.9,-0.6
1989/2/19,0.6,7.1,-4.3
1989/2/20,3.4,8.8,-4.1
1989/2/21,3.8,8.4,-0.5
1989/2/22,-0.7,5.1,-3.3
1989/2/23,-1.2,4.3,-5.9
1989/2/24,0.0,3.7,-4.2
1989/2/25,0.7,8.1,-2.7
1989/2/26,-1.0,0.7,-2.8
1989/2/27,-1.1,2.7,-5.4
1989/2/28,6.7,10.7,-2.9
1989/3/1,6.2,13.4,-0.3
1989/3/2,0.9,6.5,-3.8
1989/3/3,5.0,9.1,-2.1
1989/3/4,12.2,17.7,6.9
1989/3/5,3.8,7.2,1.6
1989/3/6,1.8,7.4,-1.4
1989/3/7,1.2,5.0,-2.8
1989/3/8,0.3,4.7,-3.3
1989/3/9,0.6,5.4,-5.8
1989/3/10,3.8,9.5,-2.5
1989/3/11,5.9,13.4,0.8
1989/3/12,3.8,11.4,-0.8
1989/3/13,7.1,15.1,0.7
1989/3/14,6.5,12.3,4.0
1989/3/15,3.1,5.3,0.0
1989/3/16,5.1,11.1,-0.7
1989/3/17,4.2,8.9,1.3
1989/3/18,5.0,8.9,1.9
1989/3/19,5.0,8.6,0.1
1989/3/20,4.9,12.8,1.9
1989/3/21,1.8,2.5,1.3
1989/3/22,1.8,3.7,0.7
1989/3/23,2.6,5.9,0.6
1989/3/24,4.2,7.0,1.4
1989/3/25,5.7,12.3,1.6
1989/3/26,5.6,12.1,-0.3
1989/3/27,4.8,8.6,-0.8
1989/3/28,4.1,6.3,2.9
1989/3/29,4.3,11.4,0.0
1989/3/30,5.8,13.8,-1.5
1989/3/31,8.0,12.2,0.6
1989/4/1,8.6,19.2,3.7
1989/4/2,7.8,13.4,2.6
1989/4/3,13.2,21.6,2.8
1989/4/4,7.1,12.3,0.9
1989/4/5,4.8,10.8,-1.6
1989/4/6,6.5,12.7,0.8
1989/4/7,10.6,20.0,-0.3
1989/4/8,10.5,13.0,8.0
1989/4/9,12.5,19.9,6.9
1989/4/10,6.7,10.1,4.1
1989/4/11,5.9,8.0,4.3
1989/4/12,3.1,4.4,2.0
1989/4/13,9.0,13.8,3.3
1989/4/14,14.3,25.2,9.4
1989/4/15,10.7,17.7,8.3
1989/4/16,8.7,13.2,6.5
1989/4/17,10.8,12.8,8.3
1989/4/18,11.4,17.7,5.9
1989/4/19,9.0,12.3,4.0
1989/4/20,12.7,23.0,6.7
1989/4/21,7.1,12.0,2.9
1989/4/22,12.5,19.8,2.0
1989/4/23,10.8,14.6,8.0
1989/4/24,6.2,8.7,4.1
1989/4/25,8.2,15.1,4.5
1989/4/26,6.1,10.7,1.1
1989/4/27,6.8,9.9,4.3
1989/4/28,3.8,6.3,1.0
1989/4/29,11.1,17.1,2.4
1989/4/30,14.0,21.4,7.4
1989/5/1,10.0,16.6,6.3
