ダウンロードした時刻：2017/07/24 15:37:13

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,4.2,8.1,0.5
2014/1/2,0.4,2.7,-2.2
2014/1/3,1.8,3.3,0.4
2014/1/4,0.6,4.3,-2.0
2014/1/5,-1.0,0.9,-2.4
2014/1/6,-0.6,1.6,-3.0
2014/1/7,1.3,5.7,-2.1
2014/1/8,2.5,5.5,1.4
2014/1/9,-0.9,1.8,-4.8
2014/1/10,-3.4,-0.9,-5.2
2014/1/11,-1.8,0.0,-3.8
2014/1/12,-0.7,3.9,-2.9
2014/1/13,-3.2,-0.9,-4.9
2014/1/14,-2.9,-1.5,-4.4
2014/1/15,-1.4,2.1,-4.8
2014/1/16,0.2,2.6,-1.8
2014/1/17,-1.1,2.1,-3.6
2014/1/18,-1.3,3.7,-5.6
2014/1/19,-0.7,2.2,-2.9
2014/1/20,-1.2,0.8,-3.3
2014/1/21,-0.1,2.3,-2.9
2014/1/22,-1.1,0.5,-3.1
2014/1/23,-2.0,0.2,-3.6
2014/1/24,1.1,7.9,-3.9
2014/1/25,6.2,8.9,3.2
2014/1/26,1.4,5.2,-3.7
2014/1/27,-1.9,-0.2,-4.0
2014/1/28,1.7,6.5,-1.7
2014/1/29,-0.5,1.6,-2.9
2014/1/30,3.3,11.5,-3.4
2014/1/31,0.7,7.0,-2.6
2014/2/1,0.8,1.7,-0.9
2014/2/2,4.3,8.9,0.0
2014/2/3,3.2,8.4,-1.0
2014/2/4,-2.5,-0.1,-4.8
2014/2/5,-5.1,-3.4,-6.5
2014/2/6,-3.6,-1.5,-5.8
2014/2/7,-3.3,-0.2,-5.1
2014/2/8,-4.0,-0.9,-6.7
2014/2/9,-1.5,1.3,-4.2
2014/2/10,-1.5,3.4,-5.6
2014/2/11,0.1,3.0,-2.2
2014/2/12,-1.2,3.4,-6.5
2014/2/13,-0.9,2.7,-2.6
2014/2/14,-1.2,0.5,-2.6
2014/2/15,0.1,4.8,-2.8
2014/2/16,2.4,5.7,-0.6
2014/2/17,0.2,2.7,-2.6
2014/2/18,-1.7,0.8,-3.3
2014/2/19,-1.0,1.5,-3.1
2014/2/20,-0.4,2.0,-1.9
2014/2/21,-1.5,0.6,-2.9
2014/2/22,-0.7,2.3,-2.9
2014/2/23,-0.3,4.0,-2.6
2014/2/24,1.2,4.0,-0.9
2014/2/25,1.8,4.3,-0.5
2014/2/26,3.3,7.5,-0.5
2014/2/27,4.7,10.5,-1.0
2014/2/28,4.6,8.0,0.1
2014/3/1,1.7,5.7,-0.8
2014/3/2,1.1,4.6,-0.8
2014/3/3,0.1,3.0,-1.4
2014/3/4,2.5,5.3,0.0
2014/3/5,3.0,5.2,0.8
2014/3/6,-1.3,1.9,-3.5
2014/3/7,-1.9,-0.4,-3.6
2014/3/8,-0.6,1.6,-3.0
2014/3/9,1.0,3.9,-1.4
2014/3/10,-0.7,2.7,-2.4
2014/3/11,2.1,5.1,-1.2
2014/3/12,1.0,3.9,-0.2
2014/3/13,2.8,4.5,0.6
2014/3/14,1.5,4.6,-0.3
2014/3/15,2.9,5.8,-0.4
2014/3/16,4.4,9.7,1.1
2014/3/17,5.2,8.9,2.1
2014/3/18,5.3,8.6,2.2
2014/3/19,4.8,8.8,1.3
2014/3/20,2.8,5.8,0.4
2014/3/21,1.6,3.9,-0.1
2014/3/22,5.5,8.7,1.8
2014/3/23,5.2,9.5,1.0
2014/3/24,7.1,12.4,0.2
2014/3/25,10.3,12.9,6.6
2014/3/26,10.5,13.6,7.8
2014/3/27,9.7,16.2,6.5
2014/3/28,8.1,11.4,4.9
2014/3/29,9.9,15.3,2.8
2014/3/30,7.8,11.7,2.0
2014/3/31,6.5,10.0,2.0
2014/4/1,8.3,12.2,3.3
2014/4/2,10.3,18.3,1.2
2014/4/3,13.2,19.6,7.1
2014/4/4,8.8,13.3,4.2
2014/4/5,4.5,8.3,2.0
2014/4/6,5.5,8.4,2.6
2014/4/7,8.7,12.2,5.2
2014/4/8,8.9,12.0,3.9
2014/4/9,8.3,15.7,1.4
2014/4/10,6.8,10.5,2.9
2014/4/11,7.6,9.7,3.7
2014/4/12,8.7,12.1,4.0
2014/4/13,6.8,12.5,-0.1
2014/4/14,7.4,13.8,0.3
2014/4/15,7.9,13.8,0.7
2014/4/16,9.2,13.0,5.7
2014/4/17,8.4,14.0,2.6
2014/4/18,7.8,14.6,2.1
2014/4/19,7.1,13.1,1.6
2014/4/20,8.1,12.9,2.0
2014/4/21,10.9,14.9,7.7
2014/4/22,11.4,14.8,8.9
2014/4/23,10.1,12.9,7.5
2014/4/24,10.2,14.9,4.1
2014/4/25,11.8,17.4,4.9
2014/4/26,13.6,21.1,7.2
2014/4/27,15.0,21.3,8.5
2014/4/28,12.2,15.0,8.5
2014/4/29,15.2,22.5,7.1
2014/4/30,16.8,21.5,12.7
2014/5/1,15.2,18.8,13.7
