ダウンロードした時刻：2017/07/24 15:37:33

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,2.5,5.0,0.4
1986/1/2,0.0,3.5,-1.9
1986/1/3,0.1,0.9,-1.4
1986/1/4,3.6,5.5,0.7
1986/1/5,-0.6,3.4,-2.2
1986/1/6,-0.6,2.7,-3.4
1986/1/7,1.9,4.9,0.5
1986/1/8,2.9,5.5,0.5
1986/1/9,1.4,4.1,-0.2
1986/1/10,0.7,1.7,-1.2
1986/1/11,0.4,1.5,-1.6
1986/1/12,0.0,1.5,-1.5
1986/1/13,0.1,2.2,-2.2
1986/1/14,-1.2,-0.3,-3.3
1986/1/15,1.4,3.3,-1.4
1986/1/16,-0.6,3.8,-6.2
1986/1/17,0.2,2.9,-3.7
1986/1/18,2.5,4.2,0.6
1986/1/19,2.7,4.9,0.3
1986/1/20,1.1,4.9,-2.8
1986/1/21,-1.6,-0.1,-2.4
1986/1/22,-3.0,-0.2,-6.3
1986/1/23,-2.9,-1.7,-5.3
1986/1/24,-2.1,0.0,-3.8
1986/1/25,-2.0,-0.3,-3.4
1986/1/26,-2.9,-1.4,-4.6
1986/1/27,-2.7,-1.2,-4.6
1986/1/28,-1.4,2.7,-4.7
1986/1/29,-0.2,1.4,-2.0
1986/1/30,-1.3,3.0,-6.9
1986/1/31,1.5,3.3,-1.6
1986/2/1,-1.1,1.4,-2.9
1986/2/2,-3.2,0.5,-6.9
1986/2/3,0.1,3.3,-4.6
1986/2/4,-1.7,0.1,-2.6
1986/2/5,-2.8,-1.1,-3.7
1986/2/6,-1.3,0.0,-4.0
1986/2/7,-2.6,-0.7,-4.8
1986/2/8,-1.9,0.7,-6.7
1986/2/9,-1.0,0.8,-4.0
1986/2/10,-1.6,-0.1,-4.1
1986/2/11,-0.1,1.4,-2.1
1986/2/12,1.3,3.5,-2.4
1986/2/13,2.4,5.7,-0.8
1986/2/14,2.7,7.4,-1.1
1986/2/15,0.9,3.2,-1.4
1986/2/16,-1.3,0.5,-2.9
1986/2/17,0.2,1.8,-1.8
1986/2/18,0.1,2.5,-4.1
1986/2/19,0.2,2.0,-2.2
1986/2/20,0.5,3.8,-5.1
1986/2/21,0.0,1.7,-1.6
1986/2/22,-0.5,3.6,-2.2
1986/2/23,1.5,5.6,-0.9
1986/2/24,-0.2,1.7,-1.9
1986/2/25,-0.5,1.1,-2.3
1986/2/26,1.1,3.3,-1.3
1986/2/27,0.4,5.5,-6.4
1986/2/28,0.3,2.0,-1.8
1986/3/1,1.4,4.1,-3.0
1986/3/2,2.3,4.1,-0.1
1986/3/3,0.6,3.3,-2.7
1986/3/4,-0.5,2.3,-2.9
1986/3/5,0.7,3.0,-2.9
1986/3/6,1.3,6.2,-2.9
1986/3/7,3.1,7.2,-2.6
1986/3/8,2.7,6.1,-2.2
1986/3/9,4.3,13.0,-3.6
1986/3/10,6.2,9.7,3.0
1986/3/11,3.7,5.5,1.1
1986/3/12,3.4,5.5,0.9
1986/3/13,2.6,4.6,-0.9
1986/3/14,2.9,8.3,-1.9
1986/3/15,5.8,8.6,2.8
1986/3/16,5.5,8.4,2.2
1986/3/17,2.3,4.0,0.3
1986/3/18,3.8,7.4,0.8
1986/3/19,4.7,7.3,1.2
1986/3/20,4.4,7.1,2.8
1986/3/21,3.6,6.5,2.4
1986/3/22,4.4,7.2,0.6
1986/3/23,2.4,5.2,0.6
1986/3/24,4.0,6.8,0.9
1986/3/25,5.2,8.0,2.1
1986/3/26,6.3,9.8,3.3
1986/3/27,6.9,12.4,-0.2
1986/3/28,6.1,11.2,2.9
1986/3/29,6.6,11.4,2.2
1986/3/30,8.3,15.3,1.8
1986/3/31,6.1,8.6,3.3
1986/4/1,6.0,10.5,0.9
1986/4/2,5.3,11.7,0.7
1986/4/3,6.7,12.6,0.1
1986/4/4,8.7,13.0,6.1
1986/4/5,8.4,11.2,7.1
1986/4/6,7.2,10.7,4.4
1986/4/7,5.1,7.5,2.0
1986/4/8,7.7,12.2,2.8
1986/4/9,12.1,17.8,2.8
1986/4/10,10.9,13.3,7.4
1986/4/11,6.6,9.1,3.4
1986/4/12,7.9,10.4,4.9
1986/4/13,10.3,14.5,5.5
1986/4/14,9.4,14.8,2.1
1986/4/15,11.1,16.2,7.3
1986/4/16,5.8,10.3,4.0
1986/4/17,8.8,16.3,1.6
1986/4/18,13.5,19.7,7.5
1986/4/19,15.2,20.7,8.8
1986/4/20,15.8,20.1,12.9
1986/4/21,12.2,14.5,10.3
1986/4/22,15.5,20.6,10.3
1986/4/23,11.1,12.9,9.6
1986/4/24,12.0,15.6,8.5
1986/4/25,12.7,19.3,10.3
1986/4/26,11.0,12.2,10.3
1986/4/27,15.4,24.0,10.6
1986/4/28,9.4,10.8,8.5
1986/4/29,9.4,12.9,6.1
1986/4/30,11.2,17.7,3.7
1986/5/1,15.3,21.6,6.5
