ダウンロードした時刻：2017/07/24 15:40:50

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,6.7,12.1,1.8
2004/1/2,7.4,12.8,2.8
2004/1/3,7.1,11.1,3.7
2004/1/4,7.9,12.7,3.6
2004/1/5,6.7,12.8,1.1
2004/1/6,6.4,12.9,0.2
2004/1/7,6.2,12.5,-0.4
2004/1/8,3.9,6.7,0.5
2004/1/9,3.7,10.5,-1.6
2004/1/10,4.3,10.3,-1.6
2004/1/11,4.0,6.9,1.3
2004/1/12,4.4,10.8,-2.1
2004/1/13,4.5,10.2,1.2
2004/1/14,2.4,5.6,0.5
2004/1/15,2.7,7.2,-1.9
2004/1/16,3.4,6.5,1.3
2004/1/17,2.2,3.3,0.2
2004/1/18,4.3,11.1,-1.8
2004/1/19,5.2,10.2,2.4
2004/1/20,4.0,9.4,0.1
2004/1/21,4.2,8.6,0.7
2004/1/22,-0.3,2.9,-3.5
2004/1/23,1.4,6.6,-3.7
2004/1/24,2.5,7.6,-1.5
2004/1/25,2.1,8.3,-3.0
2004/1/26,3.5,8.0,-0.5
2004/1/27,3.1,7.1,0.2
2004/1/28,3.9,9.4,-1.7
2004/1/29,5.6,10.9,0.9
2004/1/30,5.9,10.7,2.6
2004/1/31,5.5,11.2,-0.4
2004/2/1,4.9,10.9,-1.6
2004/2/2,5.4,7.4,3.4
2004/2/3,6.1,9.7,1.9
2004/2/4,3.3,7.1,0.1
2004/2/5,2.2,7.0,0.0
2004/2/6,2.5,6.7,-0.4
2004/2/7,1.7,6.4,-1.5
2004/2/8,3.4,8.2,-0.2
2004/2/9,3.8,8.6,-0.5
2004/2/10,4.0,11.5,-2.1
2004/2/11,5.2,11.7,-1.5
2004/2/12,6.2,12.2,1.9
2004/2/13,6.9,13.1,0.2
2004/2/14,7.6,12.3,4.4
2004/2/15,4.3,8.0,2.2
2004/2/16,4.8,9.6,0.6
2004/2/17,4.7,10.6,-0.8
2004/2/18,7.4,12.3,3.1
2004/2/19,8.6,17.7,0.5
2004/2/20,10.0,18.8,2.3
2004/2/21,12.7,19.4,7.0
2004/2/22,11.6,14.5,8.3
2004/2/23,7.6,12.7,3.9
2004/2/24,6.7,13.0,0.5
2004/2/25,10.0,16.4,3.8
2004/2/26,7.4,13.1,2.7
2004/2/27,3.8,7.5,1.0
2004/2/28,6.6,12.5,1.1
2004/2/29,7.1,10.4,4.3
2004/3/1,6.9,12.0,3.6
2004/3/2,4.5,9.5,0.5
2004/3/3,4.3,8.0,0.3
2004/3/4,4.0,9.7,0.7
2004/3/5,4.5,10.5,-1.7
2004/3/6,4.8,9.9,0.7
2004/3/7,2.6,6.7,0.1
2004/3/8,3.5,9.7,-1.8
2004/3/9,6.8,13.1,1.3
2004/3/10,10.1,17.8,1.3
2004/3/11,11.1,14.5,7.3
2004/3/12,9.4,12.2,4.8
2004/3/13,8.8,16.3,1.3
2004/3/14,10.3,19.1,2.1
2004/3/15,10.9,18.7,4.4
2004/3/16,11.8,19.5,3.7
2004/3/17,15.6,20.0,8.7
2004/3/18,10.5,16.5,4.6
2004/3/19,8.4,16.2,2.1
2004/3/20,8.5,12.2,5.2
2004/3/21,9.1,15.6,2.1
2004/3/22,6.3,9.3,5.0
2004/3/23,10.0,17.4,4.0
2004/3/24,10.2,12.0,8.3
2004/3/25,10.7,14.5,5.8
2004/3/26,11.2,15.9,7.5
2004/3/27,10.6,17.9,3.9
2004/3/28,12.1,20.8,3.6
2004/3/29,14.7,21.7,7.3
2004/3/30,14.1,15.6,12.4
2004/3/31,13.0,16.3,8.2
2004/4/1,13.0,20.6,4.7
2004/4/2,13.5,19.8,10.3
2004/4/3,12.5,16.8,9.9
2004/4/4,8.8,10.5,6.5
2004/4/5,11.2,17.9,3.4
2004/4/6,13.3,20.3,5.8
2004/4/7,15.4,22.1,9.4
2004/4/8,13.4,18.5,7.2
2004/4/9,14.0,22.3,5.5
2004/4/10,17.2,27.0,8.2
2004/4/11,17.2,23.7,11.1
2004/4/12,19.3,27.6,11.9
2004/4/13,17.1,24.3,13.4
2004/4/14,14.1,15.9,11.8
2004/4/15,16.2,24.5,8.4
2004/4/16,18.4,25.2,12.6
2004/4/17,19.6,27.4,12.6
2004/4/18,19.0,25.1,12.2
2004/4/19,17.6,19.2,16.1
2004/4/20,18.0,23.7,11.5
2004/4/21,18.2,25.9,9.6
2004/4/22,21.2,29.6,12.5
2004/4/23,17.5,23.6,10.7
2004/4/24,11.9,16.7,8.4
2004/4/25,12.7,19.5,5.0
2004/4/26,16.2,23.4,7.8
2004/4/27,17.1,21.2,12.8
2004/4/28,13.1,15.7,10.3
2004/4/29,16.4,24.1,6.6
2004/4/30,18.3,25.4,10.6
2004/5/1,19.9,27.2,14.5
