ダウンロードした時刻：2017/07/24 15:46:38

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,8.7,14.1,5.1
2002/1/2,3.5,5.6,1.1
2002/1/3,4.8,8.3,2.2
2002/1/4,12.4,15.1,6.7
2002/1/5,10.1,13.3,4.2
2002/1/6,6.4,11.3,2.6
2002/1/7,9.7,16.3,5.8
2002/1/8,5.4,7.1,3.7
2002/1/9,5.9,9.6,3.9
2002/1/10,10.1,15.3,3.2
2002/1/11,12.5,15.1,7.2
2002/1/12,10.9,17.2,5.8
2002/1/13,12.0,14.1,10.0
2002/1/14,13.3,15.6,10.6
2002/1/15,17.8,20.4,14.9
2002/1/16,15.5,18.7,11.9
2002/1/17,10.9,13.5,7.9
2002/1/18,8.8,10.4,7.4
2002/1/19,8.4,12.5,5.6
2002/1/20,7.7,9.8,5.3
2002/1/21,8.1,10.5,5.2
2002/1/22,5.5,7.1,3.8
2002/1/23,4.7,7.2,2.4
2002/1/24,5.2,7.9,2.6
2002/1/25,6.4,10.2,2.5
2002/1/26,7.3,9.1,5.5
2002/1/27,8.7,11.0,7.4
2002/1/28,6.6,8.1,4.6
2002/1/29,4.7,6.8,2.7
2002/1/30,6.5,9.7,4.7
2002/1/31,5.1,8.1,1.4
2002/2/1,5.0,10.8,0.4
2002/2/2,7.0,10.6,4.4
2002/2/3,7.4,12.6,3.1
2002/2/4,8.0,13.0,3.3
2002/2/5,9.2,13.6,6.3
2002/2/6,9.0,14.9,4.3
2002/2/7,10.1,15.1,5.7
2002/2/8,9.8,16.1,3.4
2002/2/9,9.1,12.2,5.8
2002/2/10,6.4,9.1,4.2
2002/2/11,6.3,9.1,4.2
2002/2/12,5.9,9.1,3.1
2002/2/13,6.6,10.8,2.6
2002/2/14,7.0,11.7,2.6
2002/2/15,7.4,12.5,2.8
2002/2/16,8.5,14.1,3.2
2002/2/17,11.2,12.8,9.2
2002/2/18,7.6,10.5,5.1
2002/2/19,5.2,8.0,2.2
2002/2/20,6.1,12.1,0.3
2002/2/21,11.4,16.4,5.1
2002/2/22,12.8,16.1,7.9
2002/2/23,9.9,14.8,5.1
2002/2/24,10.5,15.0,6.9
2002/2/25,9.5,14.9,4.7
2002/2/26,10.4,14.3,5.9
2002/2/27,11.3,12.8,10.1
2002/2/28,11.5,12.9,9.4
2002/3/1,11.1,15.0,7.4
2002/3/2,9.8,11.3,8.1
2002/3/3,10.7,15.8,6.4
2002/3/4,11.1,16.3,6.0
2002/3/5,13.5,18.9,9.2
2002/3/6,9.8,12.2,8.0
2002/3/7,7.6,10.7,5.7
2002/3/8,8.8,12.4,5.3
2002/3/9,10.1,16.3,4.3
2002/3/10,14.3,18.6,8.6
2002/3/11,12.1,17.1,8.3
2002/3/12,11.7,17.1,6.7
2002/3/13,13.8,21.1,7.3
2002/3/14,15.6,17.2,13.8
2002/3/15,15.1,17.7,13.0
2002/3/16,13.4,18.5,10.6
2002/3/17,13.5,18.2,9.2
2002/3/18,13.6,16.2,10.9
2002/3/19,13.0,17.4,7.7
2002/3/20,15.9,21.8,10.1
2002/3/21,15.2,18.3,10.8
2002/3/22,10.4,12.1,8.7
2002/3/23,11.0,13.4,8.4
2002/3/24,10.6,12.6,9.2
2002/3/25,11.3,14.6,7.7
2002/3/26,15.8,19.9,11.7
2002/3/27,14.6,18.1,10.4
2002/3/28,15.1,21.9,8.4
2002/3/29,15.1,17.7,13.7
2002/3/30,14.3,19.5,9.9
2002/3/31,14.5,19.5,10.8
2002/4/1,15.2,21.5,10.6
2002/4/2,16.2,21.4,11.2
2002/4/3,15.6,20.4,11.5
2002/4/4,15.3,24.1,8.2
2002/4/5,16.4,22.6,9.5
2002/4/6,17.9,20.0,16.5
2002/4/7,17.8,21.2,16.2
2002/4/8,15.8,18.8,13.9
2002/4/9,12.9,15.2,10.1
2002/4/10,12.3,17.0,8.3
2002/4/11,10.8,12.7,8.8
2002/4/12,12.8,17.5,6.6
2002/4/13,15.4,18.6,12.2
2002/4/14,18.3,23.7,12.2
2002/4/15,18.2,21.1,14.7
2002/4/16,21.0,24.2,17.8
2002/4/17,16.0,18.7,13.8
2002/4/18,13.1,15.3,10.3
2002/4/19,14.2,20.1,7.7
2002/4/20,15.3,16.9,12.4
2002/4/21,17.7,20.2,15.8
2002/4/22,19.5,23.7,14.9
2002/4/23,19.9,23.9,18.0
2002/4/24,17.8,20.6,14.1
2002/4/25,15.1,17.9,13.4
2002/4/26,16.0,21.9,12.3
2002/4/27,16.3,20.2,13.2
2002/4/28,19.3,26.4,15.0
2002/4/29,21.4,25.9,17.3
2002/4/30,21.2,25.3,18.8
2002/5/1,18.8,22.3,16.5
