ダウンロードした時刻：2017/07/24 15:44:14

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,2.3,6.4,0.5
2005/1/2,3.6,9.1,-1.1
2005/1/3,6.3,10.9,1.7
2005/1/4,6.6,9.2,3.3
2005/1/5,4.7,8.3,2.3
2005/1/6,4.6,7.2,1.8
2005/1/7,6.5,10.9,4.2
2005/1/8,4.6,7.7,1.5
2005/1/9,2.6,6.2,0.6
2005/1/10,2.5,7.7,-1.1
2005/1/11,3.9,7.5,-0.1
2005/1/12,4.1,7.1,1.2
2005/1/13,3.9,10.1,-1.0
2005/1/14,5.6,11.2,1.0
2005/1/15,6.4,11.3,2.9
2005/1/16,4.8,9.3,0.6
2005/1/17,7.0,10.7,4.1
2005/1/18,6.9,11.6,2.3
2005/1/19,6.0,12.5,2.4
2005/1/20,2.8,7.2,0.7
2005/1/21,2.9,7.1,0.5
2005/1/22,4.2,10.0,-0.4
2005/1/23,4.4,7.4,2.3
2005/1/24,5.7,10.0,0.8
2005/1/25,7.8,10.0,6.1
2005/1/26,6.0,10.4,2.2
2005/1/27,5.1,9.4,0.9
2005/1/28,7.5,14.4,2.6
2005/1/29,7.7,14.3,1.5
2005/1/30,6.7,10.5,4.6
2005/1/31,3.7,7.0,0.7
2005/2/1,-2.0,1.8,-4.0
2005/2/2,1.0,5.2,-3.1
2005/2/3,2.5,7.6,-0.7
2005/2/4,3.3,8.8,-0.7
2005/2/5,5.1,12.0,0.4
2005/2/6,5.2,9.8,1.7
2005/2/7,3.0,4.4,1.5
2005/2/8,7.1,10.6,3.7
2005/2/9,9.7,14.3,5.5
2005/2/10,7.4,10.2,4.7
2005/2/11,5.3,10.4,2.7
2005/2/12,3.6,8.0,0.0
2005/2/13,4.3,10.9,0.3
2005/2/14,5.5,10.1,-0.4
2005/2/15,6.4,8.0,4.4
2005/2/16,8.9,11.4,6.1
2005/2/17,9.1,11.6,6.5
2005/2/18,6.4,9.2,4.3
2005/2/19,6.7,8.3,4.9
2005/2/20,3.4,7.2,-0.1
2005/2/21,1.1,6.3,-1.7
2005/2/22,3.6,8.7,-1.9
2005/2/23,9.7,16.2,5.0
2005/2/24,3.9,6.8,2.0
2005/2/25,5.8,11.6,2.8
2005/2/26,2.8,7.8,0.9
2005/2/27,3.5,8.5,-0.7
2005/2/28,5.3,11.8,0.1
2005/3/1,4.9,9.9,0.4
2005/3/2,5.9,10.1,0.7
2005/3/3,6.1,7.1,5.3
2005/3/4,5.3,10.1,2.0
2005/3/5,3.6,7.9,0.1
2005/3/6,4.8,11.6,-0.7
2005/3/7,7.6,14.6,0.2
2005/3/8,10.0,16.1,2.9
2005/3/9,11.3,17.6,5.2
2005/3/10,12.5,17.4,7.7
2005/3/11,13.5,16.3,11.0
2005/3/12,4.2,11.4,0.7
2005/3/13,2.4,7.1,-0.5
2005/3/14,3.4,8.9,-0.5
2005/3/15,6.3,11.7,1.4
2005/3/16,11.0,17.6,5.3
2005/3/17,12.4,16.2,9.6
2005/3/18,9.1,11.9,4.3
2005/3/19,7.5,14.3,1.7
2005/3/20,8.3,13.0,4.6
2005/3/21,9.8,15.6,3.2
2005/3/22,9.5,12.2,7.3
2005/3/23,9.8,12.1,6.1
2005/3/24,5.6,11.4,1.5
2005/3/25,4.8,9.5,0.3
2005/3/26,9.5,16.5,1.8
2005/3/27,9.2,12.8,5.8
2005/3/28,10.9,14.2,8.7
2005/3/29,10.6,16.4,6.1
2005/3/30,9.0,14.8,3.1
2005/3/31,11.2,19.9,4.0
2005/4/1,11.2,17.7,4.6
2005/4/2,12.5,16.9,7.9
2005/4/3,11.9,17.9,7.2
2005/4/4,10.4,17.7,6.0
2005/4/5,12.2,19.3,3.9
2005/4/6,13.6,19.0,7.3
2005/4/7,15.9,19.0,12.3
2005/4/8,18.4,24.6,13.7
2005/4/9,18.3,23.0,15.0
2005/4/10,18.7,23.7,14.5
2005/4/11,14.5,18.7,12.3
2005/4/12,11.5,13.1,9.2
2005/4/13,11.7,16.7,6.0
2005/4/14,13.7,19.8,7.0
2005/4/15,14.2,19.6,7.3
2005/4/16,14.4,20.0,8.6
2005/4/17,15.2,22.1,7.3
2005/4/18,16.8,24.2,10.2
2005/4/19,17.6,23.7,10.9
2005/4/20,15.5,19.1,11.1
2005/4/21,15.0,20.3,9.7
2005/4/22,16.2,21.1,11.9
2005/4/23,13.8,19.7,8.5
2005/4/24,15.5,21.6,8.5
2005/4/25,16.9,20.5,14.1
2005/4/26,18.1,24.6,12.9
2005/4/27,16.8,24.3,8.3
2005/4/28,20.9,27.5,14.7
2005/4/29,23.1,28.9,17.6
2005/4/30,22.8,27.6,18.0
2005/5/1,19.9,22.3,18.9
