ダウンロードした時刻：2017/07/24 15:37:22

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,-2.3,-0.1,-5.7
2008/1/2,-2.3,1.6,-6.7
2008/1/3,-1.9,0.5,-5.3
2008/1/4,-0.2,3.4,-5.0
2008/1/5,-2.0,2.0,-6.4
2008/1/6,-0.1,4.3,-2.2
2008/1/7,0.1,4.8,-3.9
2008/1/8,-0.8,2.7,-4.1
2008/1/9,-2.6,0.4,-6.5
2008/1/10,-3.0,0.8,-7.9
2008/1/11,-1.9,0.4,-5.6
2008/1/12,-2.6,-1.1,-5.7
2008/1/13,-5.1,-3.6,-8.7
2008/1/14,-5.0,0.7,-11.1
2008/1/15,-2.1,1.0,-5.1
2008/1/16,-4.1,-0.6,-9.2
2008/1/17,-6.3,-0.7,-11.2
2008/1/18,-5.6,-1.4,-10.2
2008/1/19,-5.7,0.5,-11.4
2008/1/20,-3.2,1.7,-7.9
2008/1/21,-4.0,-0.9,-8.7
2008/1/22,-3.3,0.9,-9.0
2008/1/23,-2.2,0.7,-5.1
2008/1/24,-1.6,0.0,-3.0
2008/1/25,-3.2,-0.1,-9.3
2008/1/26,-6.2,-0.9,-11.0
2008/1/27,-4.1,0.9,-10.8
2008/1/28,0.0,3.5,-4.5
2008/1/29,0.9,4.4,-2.7
2008/1/30,0.5,3.1,-1.8
2008/1/31,-2.6,1.0,-5.2
2008/2/1,-3.2,0.4,-6.4
2008/2/2,-2.5,1.9,-6.5
2008/2/3,-2.8,2.6,-9.0
2008/2/4,-1.8,3.1,-6.8
2008/2/5,-2.7,1.9,-5.4
2008/2/6,-3.0,0.0,-6.1
2008/2/7,-1.8,2.0,-5.2
2008/2/8,-3.0,1.3,-7.2
2008/2/9,-3.1,2.4,-9.9
2008/2/10,-0.1,3.0,-3.4
2008/2/11,-1.5,2.6,-6.9
2008/2/12,-0.2,2.7,-4.5
2008/2/13,-5.5,-3.5,-7.1
2008/2/14,-2.9,-0.6,-6.8
2008/2/15,-2.4,0.5,-4.8
2008/2/16,-4.1,0.1,-8.8
2008/2/17,-4.0,1.9,-11.1
2008/2/18,-2.2,2.6,-7.9
2008/2/19,-2.4,2.6,-8.4
2008/2/20,-0.2,3.2,-2.4
2008/2/21,-1.5,1.9,-5.0
2008/2/22,-0.8,4.4,-6.9
2008/2/23,1.0,5.8,-2.4
2008/2/24,-2.1,0.6,-4.6
2008/2/25,-3.1,1.6,-7.3
2008/2/26,-0.5,4.2,-4.1
2008/2/27,-2.1,0.4,-4.7
2008/2/28,-0.4,3.2,-4.9
2008/2/29,2.5,5.6,0.7
2008/3/1,0.9,4.6,-2.0
2008/3/2,1.2,4.9,-1.7
2008/3/3,0.2,2.7,-2.4
2008/3/4,0.1,5.2,-3.4
2008/3/5,-0.2,4.7,-4.4
2008/3/6,0.4,6.6,-3.7
2008/3/7,-0.2,5.3,-5.0
2008/3/8,2.9,7.5,-3.2
2008/3/9,4.5,9.4,0.3
2008/3/10,6.8,13.7,0.7
2008/3/11,6.1,11.3,1.8
2008/3/12,3.7,8.9,-0.6
2008/3/13,4.2,9.9,-1.7
2008/3/14,7.2,10.7,4.5
2008/3/15,7.2,10.6,5.4
2008/3/16,7.2,12.3,4.1
2008/3/17,6.0,8.9,2.6
2008/3/18,5.7,12.6,-0.9
2008/3/19,6.6,12.0,-0.2
2008/3/20,7.0,11.7,3.8
2008/3/21,6.1,13.0,1.9
2008/3/22,7.6,16.4,-1.1
2008/3/23,8.9,19.4,-1.0
2008/3/24,5.0,7.0,3.7
2008/3/25,9.9,16.5,4.3
2008/3/26,5.5,9.3,2.4
2008/3/27,6.5,12.6,1.7
2008/3/28,3.5,7.3,-1.1
2008/3/29,4.1,7.5,1.6
2008/3/30,5.1,9.4,2.2
2008/3/31,3.0,7.9,0.8
2008/4/1,4.8,8.2,0.8
2008/4/2,8.6,14.8,4.5
2008/4/3,6.6,10.1,3.7
2008/4/4,7.8,13.4,4.4
2008/4/5,6.8,11.7,1.9
2008/4/6,7.2,14.9,-0.4
2008/4/7,8.7,17.6,-0.3
2008/4/8,10.0,15.0,5.6
2008/4/9,9.9,16.1,4.7
2008/4/10,9.6,13.0,6.3
2008/4/11,6.5,8.9,4.1
2008/4/12,7.0,12.2,1.9
2008/4/13,6.1,12.6,-0.6
2008/4/14,7.6,11.6,5.2
2008/4/15,10.4,18.1,4.4
2008/4/16,13.4,24.1,2.1
2008/4/17,14.8,23.6,6.4
2008/4/18,11.9,14.7,9.6
2008/4/19,11.2,14.4,8.5
2008/4/20,13.3,21.4,6.3
2008/4/21,12.8,18.7,8.2
2008/4/22,15.1,23.0,6.7
2008/4/23,13.3,22.6,4.4
2008/4/24,10.8,12.7,9.5
2008/4/25,9.3,13.4,2.7
2008/4/26,8.0,16.5,-0.7
2008/4/27,9.9,17.2,6.2
2008/4/28,7.8,10.6,4.4
2008/4/29,10.8,19.0,1.4
2008/4/30,16.3,23.3,7.8
2008/5/1,18.7,27.4,9.6
