ダウンロードした時刻：2017/07/24 15:46:58

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,7.3,9.6,5.4
1998/1/2,8.0,12.9,4.2
1998/1/3,7.5,13.7,1.2
1998/1/4,9.1,14.1,5.3
1998/1/5,6.2,10.3,2.2
1998/1/6,6.9,11.4,2.4
1998/1/7,6.3,10.9,1.1
1998/1/8,9.2,12.4,6.8
1998/1/9,9.0,11.5,4.2
1998/1/10,6.5,9.1,3.2
1998/1/11,7.2,9.1,5.5
1998/1/12,8.0,11.8,5.3
1998/1/13,7.1,10.8,1.9
1998/1/14,7.5,9.1,5.8
1998/1/15,7.8,8.7,7.2
1998/1/16,8.9,12.0,6.8
1998/1/17,7.2,8.8,5.1
1998/1/18,9.3,13.1,6.8
1998/1/19,2.2,7.0,-0.5
1998/1/20,4.1,8.5,-1.3
1998/1/21,6.1,10.2,2.5
1998/1/22,4.1,7.4,1.2
1998/1/23,3.5,5.4,0.9
1998/1/24,0.7,4.2,-2.5
1998/1/25,1.1,5.7,-3.0
1998/1/26,5.0,9.3,0.5
1998/1/27,6.1,10.6,3.4
1998/1/28,5.4,9.6,3.1
1998/1/29,4.5,7.9,0.6
1998/1/30,4.4,11.2,-1.9
1998/1/31,5.9,12.0,-0.4
1998/2/1,4.1,7.7,0.9
1998/2/2,5.0,11.6,-0.5
1998/2/3,6.2,9.9,0.9
1998/2/4,7.9,11.2,5.7
1998/2/5,6.0,9.7,2.5
1998/2/6,5.2,12.2,-1.4
1998/2/7,5.8,11.8,0.3
1998/2/8,5.5,8.5,3.3
1998/2/9,5.6,11.5,0.0
1998/2/10,9.0,12.5,2.7
1998/2/11,6.7,13.0,-0.6
1998/2/12,13.5,21.0,7.2
1998/2/13,12.8,18.7,7.0
1998/2/14,12.5,18.0,9.3
1998/2/15,9.3,12.2,6.0
1998/2/16,8.3,13.9,2.8
1998/2/17,8.9,12.2,5.7
1998/2/18,6.3,8.8,2.7
1998/2/19,9.8,14.3,4.7
1998/2/20,12.9,14.2,11.6
1998/2/21,12.0,14.4,7.8
1998/2/22,8.1,9.6,6.8
1998/2/23,8.3,9.3,6.9
1998/2/24,10.3,11.3,9.2
1998/2/25,10.2,11.7,9.2
1998/2/26,10.7,14.7,6.2
1998/2/27,9.0,14.4,2.5
1998/2/28,10.0,13.9,7.8
1998/3/1,8.8,11.9,6.4
1998/3/2,7.5,13.3,0.8
1998/3/3,8.2,14.3,2.0
1998/3/4,9.3,13.7,3.7
1998/3/5,8.6,10.5,7.3
1998/3/6,9.3,15.1,1.8
1998/3/7,10.3,13.4,6.5
1998/3/8,6.9,9.7,1.4
1998/3/9,10.7,14.1,7.2
1998/3/10,7.7,9.3,6.1
1998/3/11,9.2,11.5,7.2
1998/3/12,10.9,14.4,7.6
1998/3/13,11.4,16.6,6.3
1998/3/14,13.2,19.1,8.7
1998/3/15,7.5,10.9,4.5
1998/3/16,7.8,12.7,2.1
1998/3/17,9.2,14.9,1.8
1998/3/18,8.9,15.1,3.3
1998/3/19,13.8,18.5,5.0
1998/3/20,11.7,18.6,5.8
1998/3/21,8.5,11.0,5.7
1998/3/22,8.5,11.9,5.7
1998/3/23,7.2,11.9,1.4
1998/3/24,9.8,12.9,7.5
1998/3/25,11.3,15.8,7.8
1998/3/26,10.5,15.0,6.2
1998/3/27,14.6,16.5,12.0
1998/3/28,13.6,17.4,9.9
1998/3/29,12.3,18.6,6.0
1998/3/30,13.8,20.3,7.2
1998/3/31,16.0,22.8,8.0
1998/4/1,11.8,15.5,10.0
1998/4/2,9.9,12.7,8.2
1998/4/3,9.3,13.9,3.7
1998/4/4,11.1,17.2,4.4
1998/4/5,14.7,19.8,7.5
1998/4/6,15.0,16.4,14.1
1998/4/7,17.0,20.6,14.3
1998/4/8,14.1,16.3,13.3
1998/4/9,14.6,16.4,13.3
1998/4/10,16.3,20.1,13.9
1998/4/11,17.5,21.7,12.4
1998/4/12,19.7,26.3,14.3
1998/4/13,20.8,22.7,18.0
1998/4/14,17.7,19.8,16.0
1998/4/15,17.5,21.8,14.1
1998/4/16,15.4,19.2,10.2
1998/4/17,16.4,20.0,13.0
1998/4/18,15.2,19.0,12.4
1998/4/19,15.8,21.3,9.2
1998/4/20,17.7,23.0,11.3
1998/4/21,19.3,22.8,15.9
1998/4/22,18.1,19.3,17.0
1998/4/23,19.3,22.1,17.7
1998/4/24,21.0,26.5,18.6
1998/4/25,18.6,21.9,15.1
1998/4/26,17.3,21.2,14.1
1998/4/27,17.5,22.3,12.4
1998/4/28,20.3,26.7,14.8
1998/4/29,21.5,24.6,18.6
1998/4/30,21.9,25.9,19.1
1998/5/1,21.9,25.4,19.0
