ダウンロードした時刻：2017/07/24 15:36:45

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,0.4,3.5,-2.2
2014/1/2,-3.2,-1.4,-4.7
2014/1/3,-0.5,3.0,-4.2
2014/1/4,-3.8,-1.3,-6.8
2014/1/5,-5.9,-1.1,-10.4
2014/1/6,-4.1,-2.3,-8.2
2014/1/7,-0.9,1.8,-6.5
2014/1/8,1.6,4.8,-2.5
2014/1/9,-4.7,-1.5,-8.3
2014/1/10,-7.5,-5.6,-8.8
2014/1/11,-6.5,-4.4,-8.6
2014/1/12,-4.9,-1.7,-10.3
2014/1/13,-9.0,-5.0,-14.4
2014/1/14,-6.8,-2.9,-10.1
2014/1/15,-5.6,-1.2,-11.3
2014/1/16,-5.6,-2.4,-9.2
2014/1/17,-6.7,-1.2,-11.6
2014/1/18,-4.2,0.6,-11.0
2014/1/19,-3.7,0.3,-8.0
2014/1/20,-4.1,-1.0,-9.4
2014/1/21,-3.6,1.0,-8.1
2014/1/22,-5.8,-2.2,-9.1
2014/1/23,-5.5,-2.0,-10.5
2014/1/24,1.1,6.0,-6.2
2014/1/25,3.3,5.8,0.5
2014/1/26,-0.7,3.1,-5.8
2014/1/27,-4.8,-1.3,-9.3
2014/1/28,-0.9,3.5,-7.0
2014/1/29,-5.7,-2.7,-8.0
2014/1/30,3.8,8.2,-3.0
2014/1/31,-3.6,2.3,-6.3
2014/2/1,-4.6,-2.0,-8.2
2014/2/2,-1.5,4.5,-10.2
2014/2/3,-0.9,3.9,-4.7
2014/2/4,-5.4,-2.8,-8.1
2014/2/5,-6.6,-3.0,-10.2
2014/2/6,-7.7,-5.2,-8.7
2014/2/7,-7.9,-4.2,-11.6
2014/2/8,-7.2,-2.9,-13.3
2014/2/9,-4.1,-3.0,-7.6
2014/2/10,-3.1,2.1,-10.0
2014/2/11,-2.6,2.0,-6.0
2014/2/12,-3.8,1.2,-8.5
2014/2/13,-4.2,0.5,-8.8
2014/2/14,-4.3,-1.0,-7.4
2014/2/15,-2.4,0.0,-7.4
2014/2/16,0.6,3.7,-1.1
2014/2/17,-1.7,2.0,-4.3
2014/2/18,-3.3,0.3,-6.6
2014/2/19,-3.6,1.4,-9.2
2014/2/20,-4.1,0.2,-8.1
2014/2/21,-5.1,-0.4,-9.4
2014/2/22,-3.7,2.6,-10.0
2014/2/23,-2.1,2.2,-6.0
2014/2/24,0.5,3.9,-4.5
2014/2/25,1.9,5.5,-1.8
2014/2/26,1.1,5.5,-3.7
2014/2/27,2.1,7.3,-3.7
2014/2/28,1.6,4.2,-2.8
2014/3/1,-1.6,2.8,-5.0
2014/3/2,-2.7,1.7,-5.9
2014/3/3,-4.0,-0.2,-7.2
2014/3/4,-2.0,0.8,-4.9
2014/3/5,0.6,3.1,-1.4
2014/3/6,-4.0,-1.0,-6.7
2014/3/7,-5.6,-3.1,-7.0
2014/3/8,-4.8,-3.5,-6.3
2014/3/9,-2.8,0.6,-6.1
2014/3/10,-3.6,2.0,-9.5
2014/3/11,-2.3,2.9,-8.3
2014/3/12,-1.8,2.5,-7.8
2014/3/13,0.1,1.7,-2.1
2014/3/14,0.6,3.7,-2.4
2014/3/15,-0.7,3.7,-6.2
2014/3/16,1.6,5.2,-0.9
2014/3/17,2.2,6.6,-3.1
2014/3/18,3.5,6.9,1.1
2014/3/19,2.7,7.1,-1.2
2014/3/20,1.6,5.6,-1.1
2014/3/21,-0.4,0.9,-1.7
2014/3/22,1.4,6.0,-4.7
2014/3/23,1.3,6.8,-4.1
2014/3/24,5.9,11.6,-1.2
2014/3/25,6.6,11.3,3.0
2014/3/26,6.9,13.9,1.2
2014/3/27,4.6,10.0,0.8
2014/3/28,8.0,11.4,1.4
2014/3/29,9.3,13.3,5.4
2014/3/30,3.6,6.9,1.6
2014/3/31,6.4,11.2,2.6
2014/4/1,7.2,11.4,2.0
2014/4/2,9.4,13.8,6.4
2014/4/3,8.9,14.9,3.9
2014/4/4,5.3,7.3,1.7
2014/4/5,2.8,6.7,0.1
2014/4/6,3.4,7.1,1.0
2014/4/7,6.5,11.1,2.6
2014/4/8,6.0,12.1,-0.3
2014/4/9,7.1,13.0,-0.2
2014/4/10,5.6,10.4,0.7
2014/4/11,4.0,8.3,-0.1
2014/4/12,5.3,12.2,-0.2
2014/4/13,5.8,12.6,-0.9
2014/4/14,6.7,14.4,-1.7
2014/4/15,8.1,12.2,3.6
2014/4/16,6.1,10.3,0.2
2014/4/17,6.8,12.5,1.5
2014/4/18,6.4,13.0,0.0
2014/4/19,4.3,8.5,0.0
2014/4/20,6.2,11.7,-0.7
2014/4/21,8.0,11.9,3.1
2014/4/22,9.0,12.9,3.5
2014/4/23,9.1,13.0,5.1
2014/4/24,9.9,16.0,3.2
2014/4/25,12.4,19.4,4.9
2014/4/26,13.6,21.1,6.4
2014/4/27,14.2,21.6,7.6
2014/4/28,12.6,19.0,5.4
2014/4/29,8.6,14.4,3.9
2014/4/30,8.3,12.9,3.3
2014/5/1,11.6,17.6,7.6
