ダウンロードした時刻：2017/07/24 15:47:31

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,9.0,15.7,3.5
1983/1/2,8.1,13.3,2.2
1983/1/3,8.2,13.7,3.6
1983/1/4,9.9,15.6,1.6
1983/1/5,14.5,16.6,11.4
1983/1/6,14.2,15.9,12.5
1983/1/7,13.3,16.3,10.6
1983/1/8,8.9,11.9,6.0
1983/1/9,5.7,9.7,2.6
1983/1/10,4.4,8.2,0.7
1983/1/11,4.3,9.3,-1.8
1983/1/12,6.8,10.8,4.1
1983/1/13,7.2,9.8,4.8
1983/1/14,5.6,11.5,1.0
1983/1/15,6.3,13.0,-0.7
1983/1/16,7.9,15.5,1.8
1983/1/17,9.9,15.4,2.1
1983/1/18,12.1,15.7,6.9
1983/1/19,6.4,9.9,4.0
1983/1/20,4.2,7.3,2.3
1983/1/21,4.3,8.2,1.3
1983/1/22,2.6,6.5,-1.0
1983/1/23,2.9,9.3,-3.8
1983/1/24,5.8,12.9,0.1
1983/1/25,6.9,14.9,1.2
1983/1/26,6.8,14.5,0.2
1983/1/27,7.0,14.9,0.0
1983/1/28,7.8,15.6,1.6
1983/1/29,9.3,16.7,1.6
1983/1/30,12.5,18.5,7.4
1983/1/31,9.3,13.9,3.6
1983/2/1,12.4,14.9,6.9
1983/2/2,14.0,16.3,11.6
1983/2/3,11.6,16.4,7.8
1983/2/4,9.6,14.5,6.4
1983/2/5,8.6,14.0,4.8
1983/2/6,8.8,16.0,2.5
1983/2/7,8.6,12.8,4.3
1983/2/8,7.3,11.0,3.2
1983/2/9,9.1,12.5,4.4
1983/2/10,6.7,10.0,4.3
1983/2/11,5.7,11.2,1.4
1983/2/12,5.1,9.7,1.7
1983/2/13,3.5,8.2,-0.1
1983/2/14,6.4,12.3,-2.0
1983/2/15,10.9,17.3,6.6
1983/2/16,9.4,13.1,3.2
1983/2/17,9.8,12.4,5.1
1983/2/18,4.6,8.8,1.9
1983/2/19,4.3,7.8,1.9
1983/2/20,4.2,7.6,1.3
1983/2/21,3.4,10.6,-2.3
1983/2/22,6.7,13.0,-0.6
1983/2/23,10.2,14.7,4.1
1983/2/24,12.6,17.0,8.7
1983/2/25,8.4,13.0,4.0
1983/2/26,7.9,16.0,0.5
1983/2/27,9.3,16.2,2.0
1983/2/28,9.5,12.2,6.0
1983/3/1,15.5,19.5,10.1
1983/3/2,16.7,19.8,13.6
1983/3/3,12.2,15.4,10.0
1983/3/4,9.1,13.5,5.3
1983/3/5,7.3,12.3,3.8
1983/3/6,8.0,13.8,2.1
1983/3/7,8.1,13.8,1.9
1983/3/8,7.6,12.0,0.7
1983/3/9,8.9,11.3,3.4
1983/3/10,12.0,15.8,9.3
1983/3/11,11.2,18.0,5.7
1983/3/12,12.4,14.9,6.7
1983/3/13,12.4,17.4,7.0
1983/3/14,9.1,13.6,4.8
1983/3/15,10.7,15.8,3.7
1983/3/16,12.8,14.6,10.8
1983/3/17,9.3,12.5,7.1
1983/3/18,8.9,13.5,4.2
1983/3/19,10.7,17.1,1.0
1983/3/20,14.9,16.1,12.3
1983/3/21,18.1,23.2,15.1
1983/3/22,18.5,22.4,15.6
1983/3/23,17.9,21.4,16.1
1983/3/24,15.2,19.5,10.3
1983/3/25,13.6,19.4,8.8
1983/3/26,12.5,13.3,11.0
1983/3/27,14.9,17.7,12.6
1983/3/28,14.2,15.3,12.9
1983/3/29,14.4,16.0,12.8
1983/3/30,15.5,17.4,14.5
1983/3/31,15.2,17.1,13.8
1983/4/1,13.3,15.3,12.2
1983/4/2,14.3,20.3,9.9
1983/4/3,13.4,18.7,7.1
1983/4/4,14.9,20.4,9.2
1983/4/5,14.0,21.3,6.6
1983/4/6,16.3,23.9,7.6
1983/4/7,15.9,17.7,14.6
1983/4/8,17.9,21.9,15.4
1983/4/9,17.5,21.1,15.2
1983/4/10,18.8,22.3,16.5
1983/4/11,18.1,20.5,15.8
1983/4/12,19.3,25.2,15.0
1983/4/13,18.9,22.6,14.8
1983/4/14,18.9,20.7,18.3
1983/4/15,20.0,23.6,17.4
1983/4/16,13.1,17.5,11.2
1983/4/17,13.7,16.9,11.5
1983/4/18,17.0,22.3,11.2
1983/4/19,19.8,22.3,17.5
1983/4/20,19.4,26.0,16.1
1983/4/21,19.2,23.6,14.4
1983/4/22,17.1,19.7,14.1
1983/4/23,17.2,22.8,13.4
1983/4/24,18.6,24.8,14.7
1983/4/25,19.9,27.2,11.6
1983/4/26,21.3,25.5,17.7
1983/4/27,22.6,25.3,20.6
1983/4/28,24.0,28.8,20.5
1983/4/29,18.6,25.0,13.0
1983/4/30,14.7,18.6,11.1
1983/5/1,14.2,16.5,12.1
