ダウンロードした時刻：2017/07/24 15:47:33

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,5.6,12.0,0.0
1990/1/2,7.5,12.9,3.7
1990/1/3,7.0,9.5,4.6
1990/1/4,5.1,10.6,0.4
1990/1/5,6.8,14.2,-0.7
1990/1/6,7.9,12.5,4.7
1990/1/7,5.7,13.0,-0.3
1990/1/8,10.3,15.7,3.0
1990/1/9,14.8,16.6,12.4
1990/1/10,14.2,16.5,10.0
1990/1/11,11.8,16.5,5.5
1990/1/12,11.8,15.7,10.1
1990/1/13,7.8,10.9,3.1
1990/1/14,6.0,12.0,1.2
1990/1/15,6.5,9.4,2.4
1990/1/16,7.6,12.2,3.6
1990/1/17,6.3,12.4,0.4
1990/1/18,10.1,13.5,4.3
1990/1/19,11.2,13.4,7.8
1990/1/20,5.6,9.1,2.7
1990/1/21,6.4,12.8,1.5
1990/1/22,7.0,11.3,3.5
1990/1/23,3.8,6.2,1.1
1990/1/24,1.6,7.5,-2.4
1990/1/25,2.6,5.1,0.8
1990/1/26,3.1,9.0,-1.4
1990/1/27,5.9,12.4,1.8
1990/1/28,9.4,15.1,0.9
1990/1/29,15.0,18.4,12.1
1990/1/30,13.9,17.5,9.2
1990/1/31,11.7,13.8,10.0
1990/2/1,8.9,11.0,6.7
1990/2/2,9.9,14.1,3.6
1990/2/3,11.3,13.8,8.9
1990/2/4,11.1,14.2,8.9
1990/2/5,11.3,15.8,5.6
1990/2/6,12.0,14.5,9.6
1990/2/7,11.8,16.1,8.6
1990/2/8,10.0,11.1,8.0
1990/2/9,12.0,17.4,5.7
1990/2/10,14.2,18.6,8.7
1990/2/11,13.3,19.4,10.5
1990/2/12,10.2,15.7,6.6
1990/2/13,9.5,15.0,2.5
1990/2/14,12.3,13.9,9.4
1990/2/15,14.2,18.2,10.7
1990/2/16,13.1,18.5,9.6
1990/2/17,11.7,15.4,6.7
1990/2/18,14.0,18.3,6.3
1990/2/19,16.0,18.0,13.6
1990/2/20,13.6,18.8,9.5
1990/2/21,13.0,16.6,7.0
1990/2/22,15.9,17.6,13.5
1990/2/23,17.7,21.3,16.3
1990/2/24,14.7,19.5,11.8
1990/2/25,13.1,16.2,11.3
1990/2/26,12.5,15.9,10.7
1990/2/27,13.5,18.7,9.2
1990/2/28,12.0,13.4,10.5
1990/3/1,14.0,17.1,11.7
1990/3/2,14.4,19.1,11.6
1990/3/3,12.6,17.1,8.9
1990/3/4,11.6,16.6,7.8
1990/3/5,10.7,15.9,6.7
1990/3/6,10.2,14.4,4.9
1990/3/7,10.5,15.5,5.8
1990/3/8,8.2,14.5,1.3
1990/3/9,9.8,16.8,2.6
1990/3/10,11.0,18.6,2.7
1990/3/11,12.9,18.5,6.0
1990/3/12,12.2,16.7,7.8
1990/3/13,10.3,16.7,3.1
1990/3/14,13.0,17.9,6.0
1990/3/15,14.9,19.2,10.4
1990/3/16,11.8,15.0,8.6
1990/3/17,11.4,16.7,7.1
1990/3/18,10.3,14.7,6.9
1990/3/19,10.5,17.5,2.8
1990/3/20,12.8,19.1,6.7
1990/3/21,14.4,21.9,6.5
1990/3/22,15.7,21.9,8.3
1990/3/23,16.9,20.7,12.5
1990/3/24,18.4,22.1,16.2
1990/3/25,13.0,17.9,11.7
1990/3/26,13.9,18.1,10.7
1990/3/27,15.6,20.2,9.4
1990/3/28,17.6,19.5,15.1
1990/3/29,16.6,19.5,15.4
1990/3/30,15.9,19.3,13.3
1990/3/31,14.5,18.1,12.4
1990/4/1,13.9,17.5,10.8
1990/4/2,15.9,22.0,10.0
1990/4/3,15.6,19.6,10.0
1990/4/4,13.3,17.2,9.6
1990/4/5,10.6,14.3,6.3
1990/4/6,11.6,19.1,3.9
1990/4/7,13.9,18.7,7.7
1990/4/8,13.7,18.3,9.4
1990/4/9,14.3,22.5,7.0
1990/4/10,12.2,15.8,7.6
1990/4/11,16.3,18.6,12.5
1990/4/12,18.2,20.2,16.0
1990/4/13,15.6,19.8,12.5
1990/4/14,14.9,20.0,9.9
1990/4/15,15.6,21.3,9.6
1990/4/16,14.2,20.2,8.8
1990/4/17,15.0,21.0,10.2
1990/4/18,14.3,19.8,9.5
1990/4/19,15.6,20.5,10.5
1990/4/20,16.9,18.9,14.0
1990/4/21,19.0,22.2,16.9
1990/4/22,18.2,20.0,16.6
1990/4/23,16.5,19.5,14.0
1990/4/24,13.7,17.6,8.7
1990/4/25,14.1,20.6,7.3
1990/4/26,17.4,23.3,12.5
1990/4/27,19.2,25.8,13.0
1990/4/28,20.8,26.2,14.8
1990/4/29,21.9,28.3,17.6
1990/4/30,19.8,23.2,17.0
1990/5/1,20.1,24.5,16.1
